reviewer_id,audit_case_id,domain,present_0_1,evidence_quote,uncertainty_note
reviewer_a,DP-AUDIT-015,appetite_weight,,,
reviewer_a,DP-AUDIT-015,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-015,depressed_mood,,,
reviewer_a,DP-AUDIT-015,functioning_impairment,,,
reviewer_a,DP-AUDIT-015,mental_health_history,,,
reviewer_a,DP-AUDIT-015,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-015,self_worth_guilt,,,
reviewer_a,DP-AUDIT-015,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-015,suicide_self_harm,,,
reviewer_a,DP-AUDIT-016,anhedonia_interest,,,
reviewer_a,DP-AUDIT-016,appetite_weight,,,
reviewer_a,DP-AUDIT-016,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-016,depressed_mood,,,
reviewer_a,DP-AUDIT-016,functioning_impairment,,,
reviewer_a,DP-AUDIT-016,mental_health_history,,,
reviewer_a,DP-AUDIT-016,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-016,self_worth_guilt,,,
reviewer_a,DP-AUDIT-016,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-016,suicide_self_harm,,,
reviewer_a,DP-AUDIT-017,anhedonia_interest,,,
reviewer_a,DP-AUDIT-017,appetite_weight,,,
reviewer_a,DP-AUDIT-017,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-017,depressed_mood,,,
reviewer_a,DP-AUDIT-017,functioning_impairment,,,
reviewer_a,DP-AUDIT-017,mental_health_history,,,
reviewer_a,DP-AUDIT-017,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-017,self_worth_guilt,,,
reviewer_a,DP-AUDIT-017,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-017,suicide_self_harm,,,
reviewer_a,DP-AUDIT-018,anhedonia_interest,,,
reviewer_a,DP-AUDIT-018,appetite_weight,,,
reviewer_a,DP-AUDIT-018,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-018,depressed_mood,,,
reviewer_a,DP-AUDIT-018,functioning_impairment,,,
reviewer_a,DP-AUDIT-018,mental_health_history,,,
reviewer_a,DP-AUDIT-018,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-018,self_worth_guilt,,,
reviewer_a,DP-AUDIT-018,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-018,suicide_self_harm,,,
reviewer_a,DP-AUDIT-019,anhedonia_interest,,,
reviewer_a,DP-AUDIT-019,appetite_weight,,,
reviewer_a,DP-AUDIT-019,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-019,depressed_mood,,,
reviewer_a,DP-AUDIT-019,functioning_impairment,,,
reviewer_a,DP-AUDIT-019,mental_health_history,,,
reviewer_a,DP-AUDIT-019,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-019,self_worth_guilt,,,
reviewer_a,DP-AUDIT-019,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-019,suicide_self_harm,,,
reviewer_a,DP-AUDIT-020,anhedonia_interest,,,
reviewer_a,DP-AUDIT-020,appetite_weight,,,
reviewer_a,DP-AUDIT-020,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-020,depressed_mood,,,
reviewer_a,DP-AUDIT-020,functioning_impairment,,,
reviewer_a,DP-AUDIT-020,mental_health_history,,,
reviewer_a,DP-AUDIT-020,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-020,self_worth_guilt,,,
reviewer_a,DP-AUDIT-020,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-020,suicide_self_harm,,,
reviewer_a,DP-AUDIT-021,anhedonia_interest,,,
reviewer_a,DP-AUDIT-021,appetite_weight,,,
reviewer_a,DP-AUDIT-021,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-021,depressed_mood,,,
reviewer_a,DP-AUDIT-021,functioning_impairment,,,
reviewer_a,DP-AUDIT-021,mental_health_history,,,
reviewer_a,DP-AUDIT-021,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-021,self_worth_guilt,,,
reviewer_a,DP-AUDIT-021,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-021,suicide_self_harm,,,
reviewer_a,DP-AUDIT-022,anhedonia_interest,,,
reviewer_a,DP-AUDIT-022,appetite_weight,,,
reviewer_a,DP-AUDIT-022,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-022,depressed_mood,,,
reviewer_a,DP-AUDIT-022,functioning_impairment,,,
reviewer_a,DP-AUDIT-022,mental_health_history,,,
reviewer_a,DP-AUDIT-022,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-022,self_worth_guilt,,,
reviewer_a,DP-AUDIT-022,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-022,suicide_self_harm,,,
reviewer_a,DP-AUDIT-023,anhedonia_interest,,,
reviewer_a,DP-AUDIT-023,appetite_weight,,,
reviewer_a,DP-AUDIT-023,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-023,depressed_mood,,,
reviewer_a,DP-AUDIT-023,functioning_impairment,,,
reviewer_a,DP-AUDIT-023,mental_health_history,,,
reviewer_a,DP-AUDIT-023,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-023,self_worth_guilt,,,
reviewer_a,DP-AUDIT-023,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-023,suicide_self_harm,,,
reviewer_a,DP-AUDIT-024,anhedonia_interest,,,
reviewer_a,DP-AUDIT-024,appetite_weight,,,
reviewer_a,DP-AUDIT-024,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-024,depressed_mood,,,
reviewer_a,DP-AUDIT-024,functioning_impairment,,,
reviewer_a,DP-AUDIT-024,mental_health_history,,,
reviewer_a,DP-AUDIT-024,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-024,self_worth_guilt,,,
reviewer_a,DP-AUDIT-024,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-024,suicide_self_harm,,,
reviewer_a,DP-AUDIT-025,anhedonia_interest,,,
reviewer_a,DP-AUDIT-025,appetite_weight,,,
reviewer_a,DP-AUDIT-025,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-025,depressed_mood,,,
reviewer_a,DP-AUDIT-025,functioning_impairment,,,
reviewer_a,DP-AUDIT-025,mental_health_history,,,
reviewer_a,DP-AUDIT-025,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-025,self_worth_guilt,,,
reviewer_a,DP-AUDIT-025,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-025,suicide_self_harm,,,
reviewer_a,DP-AUDIT-026,anhedonia_interest,,,
reviewer_a,DP-AUDIT-026,appetite_weight,,,
reviewer_a,DP-AUDIT-026,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-026,depressed_mood,,,
reviewer_a,DP-AUDIT-026,functioning_impairment,,,
reviewer_a,DP-AUDIT-026,mental_health_history,,,
reviewer_a,DP-AUDIT-026,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-026,self_worth_guilt,,,
reviewer_a,DP-AUDIT-026,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-026,suicide_self_harm,,,
reviewer_a,DP-AUDIT-027,anhedonia_interest,,,
reviewer_a,DP-AUDIT-027,appetite_weight,,,
reviewer_a,DP-AUDIT-027,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-027,depressed_mood,,,
reviewer_a,DP-AUDIT-027,functioning_impairment,,,
reviewer_a,DP-AUDIT-027,mental_health_history,,,
reviewer_a,DP-AUDIT-027,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-027,self_worth_guilt,,,
reviewer_a,DP-AUDIT-027,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-027,suicide_self_harm,,,
reviewer_a,DP-AUDIT-028,anhedonia_interest,,,
reviewer_a,DP-AUDIT-028,appetite_weight,,,
reviewer_a,DP-AUDIT-028,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-028,depressed_mood,,,
reviewer_a,DP-AUDIT-028,functioning_impairment,,,
reviewer_a,DP-AUDIT-028,mental_health_history,,,
reviewer_a,DP-AUDIT-028,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-028,self_worth_guilt,,,
reviewer_a,DP-AUDIT-028,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-028,suicide_self_harm,,,
reviewer_a,DP-AUDIT-029,anhedonia_interest,,,
reviewer_a,DP-AUDIT-029,appetite_weight,,,
reviewer_a,DP-AUDIT-029,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-029,depressed_mood,,,
reviewer_a,DP-AUDIT-029,functioning_impairment,,,
reviewer_a,DP-AUDIT-029,mental_health_history,,,
reviewer_a,DP-AUDIT-029,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-029,self_worth_guilt,,,
reviewer_a,DP-AUDIT-029,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-029,suicide_self_harm,,,
reviewer_a,DP-AUDIT-030,anhedonia_interest,,,
reviewer_a,DP-AUDIT-030,appetite_weight,,,
reviewer_a,DP-AUDIT-030,concentration_psychomotor,,,
reviewer_a,DP-AUDIT-030,depressed_mood,,,
reviewer_a,DP-AUDIT-030,functioning_impairment,,,
reviewer_a,DP-AUDIT-030,mental_health_history,,,
reviewer_a,DP-AUDIT-030,protective_or_absent_symptom,,,
reviewer_a,DP-AUDIT-030,self_worth_guilt,,,
reviewer_a,DP-AUDIT-030,sleep_fatigue_energy,,,
reviewer_a,DP-AUDIT-030,suicide_self_harm,,,
