inventory,relative_path,expected_bytes,actual_bytes,expected_sha256,actual_sha256,status
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/02_tfidf_main/output_manifest_sha256.csv,oof_probs/participant_speech_fold_oof.csv,411240,411240,b503ce2cc868f9093de6072e4e22aec3fcd7cafef7982f59d83765bb3f3f8528,b503ce2cc868f9093de6072e4e22aec3fcd7cafef7982f59d83765bb3f3f8528,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/02_tfidf_main/output_manifest_sha256.csv,oof_probs/participant_speech_participant_oof.csv,28675,28675,d4caabf704795fcf75f9098615c480da498fc6534e0530843842872325589231,d4caabf704795fcf75f9098615c480da498fc6534e0530843842872325589231,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/02_tfidf_main/output_manifest_sha256.csv,oof_probs/participant_symptom_evidence_fold_oof.csv,425053,425053,b48c1d9f4943019f7695b285e3aa43743378d6b6d94474b47c04045773be8c3c,b48c1d9f4943019f7695b285e3aa43743378d6b6d94474b47c04045773be8c3c,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/02_tfidf_main/output_manifest_sha256.csv,oof_probs/participant_symptom_evidence_participant_oof.csv,28424,28424,c0c59cb582707cb3a4708ffbc1afeeca93f62f443003d9f9a7159816de231c41,c0c59cb582707cb3a4708ffbc1afeeca93f62f443003d9f9a7159816de231c41,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/02_tfidf_main/output_manifest_sha256.csv,paired_tests/primary_input_source_paired_tests_fdr.csv,6853,6853,c7f7f91e0a13ce16ae991effcbd35bd7a59ce2b7ef9ee344acfeb9881892089b,c7f7f91e0a13ce16ae991effcbd35bd7a59ce2b7ef9ee344acfeb9881892089b,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,calibration/probability_distributions.csv,4597,4597,0af9951a67f6efb07bd71e852b3d268f738a1b0789c882d91e65b6062d4c14fc,0af9951a67f6efb07bd71e852b3d268f738a1b0789c882d91e65b6062d4c14fc,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,embedding_audit/document_chunk_audit.csv,107825,107825,68c555f8cd3dc75996793e1e006344f272865e664408d815db7c12f1f4cc1254,68c555f8cd3dc75996793e1e006344f272865e664408d815db7c12f1f4cc1254,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,embedding_cache/full_transcript_2f9421147072a14f.npz,408400,408400,55543431d988bc999c4f01cac7a3ba393f1d4266216f41769213ffdcff317bd1,55543431d988bc999c4f01cac7a3ba393f1d4266216f41769213ffdcff317bd1,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,embedding_cache/interviewer_speech_5124d7a5fa6d9cf1.npz,402533,402533,caaca80c76d4a30b54c6b713c98e28e2f6b80430d6005e9801ef3622360bf9f5,caaca80c76d4a30b54c6b713c98e28e2f6b80430d6005e9801ef3622360bf9f5,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,embedding_cache/non_explicit_interviewer_speech_70c360fe698d0b4d.npz,402544,402544,b43857071d7a2e44defa02878ad40577db6fb1aca88eda041d814db09efacaaf,b43857071d7a2e44defa02878ad40577db6fb1aca88eda041d814db09efacaaf,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,embedding_cache/participant_speech_b369a9ce54810fe3.npz,408242,408242,b0c5dcbf13425f8943d5c54550b673d1bc198285883f622d139e7e9f352fa01e,b0c5dcbf13425f8943d5c54550b673d1bc198285883f622d139e7e9f352fa01e,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,embedding_cache/participant_symptom_evidence_8ad7cab0c7e0e84c.npz,405293,405293,150ef90e29c4e366a19096051498b09329d83ae17899c2257e3a1f0f57b3e06f,150ef90e29c4e366a19096051498b09329d83ae17899c2257e3a1f0f57b3e06f,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,metrics/primary_metrics.csv,3674,3674,fe89081ebbdc61a584737ef63c89e6ea4747614120bae286a207bdef57f7f871,fe89081ebbdc61a584737ef63c89e6ea4747614120bae286a207bdef57f7f871,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,nested_thresholds/selected_thresholds_50folds.csv,195679,195679,090aaa25a31fa921389f2ab3cec77938fa67b5900e333156ad042ce91c56272f,090aaa25a31fa921389f2ab3cec77938fa67b5900e333156ad042ce91c56272f,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,nested_thresholds/threshold_stability_summary.csv,2986,2986,40f04d06b671232d4428a4d9e232d49b56d5887c0403d4908e759255205223c4,40f04d06b671232d4428a4d9e232d49b56d5887c0403d4908e759255205223c4,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/full_transcript_fold_oof.csv,410857,410857,fe26c800aca28b86c810629dfe8bf724f98e0914c4c7bd3efada61a8524bb920,fe26c800aca28b86c810629dfe8bf724f98e0914c4c7bd3efada61a8524bb920,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/full_transcript_participant_oof.csv,27887,27887,24f237a1fe970f1b6a9e23b2de1be80310e395bb6ebfc520c34e8e39ad4a2f6a,24f237a1fe970f1b6a9e23b2de1be80310e395bb6ebfc520c34e8e39ad4a2f6a,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/interviewer_speech_fold_oof.csv,416037,416037,e7b210cec625ac4dcbf309205b3d57e0c884e31571dd185f242680f5225a0649,e7b210cec625ac4dcbf309205b3d57e0c884e31571dd185f242680f5225a0649,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/interviewer_speech_participant_oof.csv,27955,27955,f94cefc86f3cb14f53353a96642c68db628d513e314e94786ee016c26c35fd75,f94cefc86f3cb14f53353a96642c68db628d513e314e94786ee016c26c35fd75,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/non_explicit_interviewer_speech_fold_oof.csv,436382,436382,492e4c8bc146ddf7d6d8fc075118f4edea6058ef7f7c21f425fe7ce2030fa186,492e4c8bc146ddf7d6d8fc075118f4edea6058ef7f7c21f425fe7ce2030fa186,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/non_explicit_interviewer_speech_participant_oof.csv,28003,28003,c955d94c75f01bbc01e7e112243c6f6b3a748cea47c52c69333eb26085116990,c955d94c75f01bbc01e7e112243c6f6b3a748cea47c52c69333eb26085116990,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/participant_speech_fold_oof.csv,415976,415976,935e9297d4cf6354674d76d60140cc3b25566ed791295c14e8a0c19722e58b2b,935e9297d4cf6354674d76d60140cc3b25566ed791295c14e8a0c19722e58b2b,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/participant_speech_participant_oof.csv,27941,27941,c3079f181d75134972d66bf81aa628f60e351b9b6abbc1188314e305ad1c9c8d,c3079f181d75134972d66bf81aa628f60e351b9b6abbc1188314e305ad1c9c8d,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/participant_symptom_evidence_fold_oof.csv,430690,430690,82260ba50bf7742c65b54e430645620f76c6dd92845585b0a21aea9cd1e513e1,82260ba50bf7742c65b54e430645620f76c6dd92845585b0a21aea9cd1e513e1,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,oof_probs/participant_symptom_evidence_participant_oof.csv,27902,27902,2d0f211c14f7cd4227e7ba77abdac6178ffe61d85f8c1d8d7ccea928928aaab6,2d0f211c14f7cd4227e7ba77abdac6178ffe61d85f8c1d8d7ccea928928aaab6,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,paired_tests/input_source_paired_tests_descriptive.csv,10671,10671,46adfed7b55860c42e676a19f30264cd218cb667c2f575469f25f24cbba513ee,46adfed7b55860c42e676a19f30264cd218cb667c2f575469f25f24cbba513ee,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_1_all_mpnet_base_v2/output_manifest_sha256.csv,tuning/c_selection.csv,130322,130322,f5c784d08ddec4f36c9cac648e2cf7ed317a828ea7ed7c4d95066ee9b147b92d,f5c784d08ddec4f36c9cac648e2cf7ed317a828ea7ed7c4d95066ee9b147b92d,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,calibration/probability_distributions.csv,4576,4576,4d353912c4459ea8c1f43c643e8c26c64c803bcb2d52af99b1ce4d16fa3cfdf1,4d353912c4459ea8c1f43c643e8c26c64c803bcb2d52af99b1ce4d16fa3cfdf1,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,embedding_audit/document_chunk_audit.csv,107825,107825,717df54e2440a43730adaff56985a1c84544f5534c14fd77534ef474477a61d4,717df54e2440a43730adaff56985a1c84544f5534c14fd77534ef474477a61d4,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,embedding_cache/full_transcript_20a45ea17dec216b.npz,542897,542897,fa13157fac2d094875e56abca24230a169c095b441ae97c1a5facae2ad8fe9b1,fa13157fac2d094875e56abca24230a169c095b441ae97c1a5facae2ad8fe9b1,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,embedding_cache/interviewer_speech_1fe67174baa4afc1.npz,535281,535281,92c676eab68d19ba94838269be251c1540d35f48fa3d78bd8c9d268b653cd4b3,92c676eab68d19ba94838269be251c1540d35f48fa3d78bd8c9d268b653cd4b3,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,embedding_cache/non_explicit_interviewer_speech_240eebc562c94fff.npz,535315,535315,688d5cd91a18d3956a734f6147296c7394375e3f2304b5c55562acb3f57f070d,688d5cd91a18d3956a734f6147296c7394375e3f2304b5c55562acb3f57f070d,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,embedding_cache/participant_speech_68319958fc1acf6a.npz,543284,543284,d438811c7f647a0e86933ce4569d1ea07d223a536f0186278b1dee78edff10f3,d438811c7f647a0e86933ce4569d1ea07d223a536f0186278b1dee78edff10f3,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,embedding_cache/participant_symptom_evidence_67ac1c6f34e3d4e1.npz,539269,539269,81fb56c8da42b5eb8d30517cc266235967d7ed31cbe9ce07eba5ba4c0903e9a6,81fb56c8da42b5eb8d30517cc266235967d7ed31cbe9ce07eba5ba4c0903e9a6,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,metrics/primary_metrics.csv,3684,3684,d02668832749421086bb76b38381eb3003fa90a5a5d686679c71905b2891f111,d02668832749421086bb76b38381eb3003fa90a5a5d686679c71905b2891f111,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,nested_thresholds/selected_thresholds_50folds.csv,195683,195683,a7e8b71660295b3bf256d894c1c1fae8eaac025d640548811275e32c83fb6ad5,a7e8b71660295b3bf256d894c1c1fae8eaac025d640548811275e32c83fb6ad5,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,nested_thresholds/threshold_stability_summary.csv,2991,2991,e77da11ef4519a14900cd69e3a20b1b3961dc0b929fb77178c3bb3c9d0f126fb,e77da11ef4519a14900cd69e3a20b1b3961dc0b929fb77178c3bb3c9d0f126fb,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/full_transcript_fold_oof.csv,411532,411532,bac47e48a61cfa9c657c8cfd9ebc8684132842b1f49fb2e5619e176c7a303753,bac47e48a61cfa9c657c8cfd9ebc8684132842b1f49fb2e5619e176c7a303753,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/full_transcript_participant_oof.csv,27915,27915,3318b7ea028a59557cb8e741001f038bd5ae22cbd39d10fa7b164d9f84ffeacb,3318b7ea028a59557cb8e741001f038bd5ae22cbd39d10fa7b164d9f84ffeacb,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/interviewer_speech_fold_oof.csv,415610,415610,bac34eb804d6d2718f64a994e74fdc2a789ef87b1738c8e2e3b7099295ac6b52,bac34eb804d6d2718f64a994e74fdc2a789ef87b1738c8e2e3b7099295ac6b52,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/interviewer_speech_participant_oof.csv,27904,27904,2e0c4620194fef8981511296317938019bcbc9b1e5e30008bbf33c8d9efcc5d5,2e0c4620194fef8981511296317938019bcbc9b1e5e30008bbf33c8d9efcc5d5,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/non_explicit_interviewer_speech_fold_oof.csv,435128,435128,70b42e37d2e5ee568c96e985f458fe7f730c8fc428d88415155caf2efb3d9235,70b42e37d2e5ee568c96e985f458fe7f730c8fc428d88415155caf2efb3d9235,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/non_explicit_interviewer_speech_participant_oof.csv,27907,27907,ed7128e78eb33affd91393dc91c7b15c6de6601723847119e41bab0bc1d2ae14,ed7128e78eb33affd91393dc91c7b15c6de6601723847119e41bab0bc1d2ae14,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/participant_speech_fold_oof.csv,416274,416274,706ae1b3e066c158b73319088917cdc383236a92901223fa1a41095a01ef7240,706ae1b3e066c158b73319088917cdc383236a92901223fa1a41095a01ef7240,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/participant_speech_participant_oof.csv,27930,27930,c0f34c21bb9af2e8f9ba15e2beb7899b28bb4037d0593f86d5cd48be633a24d5,c0f34c21bb9af2e8f9ba15e2beb7899b28bb4037d0593f86d5cd48be633a24d5,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/participant_symptom_evidence_fold_oof.csv,429767,429767,cde25fe7cf08c648b1485b9dcd915bf0441973f4cf31fd73ce96c4aba9b11a30,cde25fe7cf08c648b1485b9dcd915bf0441973f4cf31fd73ce96c4aba9b11a30,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,oof_probs/participant_symptom_evidence_participant_oof.csv,27894,27894,b11df9959ca9a8cf62f795949e88c824acb20fab77aaace6d6a18f96cbfc0786,b11df9959ca9a8cf62f795949e88c824acb20fab77aaace6d6a18f96cbfc0786,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,paired_tests/input_source_paired_tests_descriptive.csv,9804,9804,8acae2fdad3c7fc365436e5c795112a08ffbef2d399bda740ae965abc168cc7b,8acae2fdad3c7fc365436e5c795112a08ffbef2d399bda740ae965abc168cc7b,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/model_2_bge_large_en_v1_5/output_manifest_sha256.csv,tuning/c_selection.csv,130294,130294,779ad122ac6e61414ee6a79178453bc39d44b26d6a54133eb48c6b1a97845d71,779ad122ac6e61414ee6a79178453bc39d44b26d6a54133eb48c6b1a97845d71,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,combined_representation_metrics.csv,9805,9805,3efea2c4247c808e9f2d45d5f2c4276d7a460791e455765027ef880000c0dfc0,3efea2c4247c808e9f2d45d5f2c4276d7a460791e455765027ef880000c0dfc0,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/calibration/probability_distributions.csv,4597,4597,0af9951a67f6efb07bd71e852b3d268f738a1b0789c882d91e65b6062d4c14fc,0af9951a67f6efb07bd71e852b3d268f738a1b0789c882d91e65b6062d4c14fc,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/embedding_audit/document_chunk_audit.csv,107825,107825,68c555f8cd3dc75996793e1e006344f272865e664408d815db7c12f1f4cc1254,68c555f8cd3dc75996793e1e006344f272865e664408d815db7c12f1f4cc1254,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/embedding_cache/full_transcript_2f9421147072a14f.npz,408400,408400,55543431d988bc999c4f01cac7a3ba393f1d4266216f41769213ffdcff317bd1,55543431d988bc999c4f01cac7a3ba393f1d4266216f41769213ffdcff317bd1,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/embedding_cache/interviewer_speech_5124d7a5fa6d9cf1.npz,402533,402533,caaca80c76d4a30b54c6b713c98e28e2f6b80430d6005e9801ef3622360bf9f5,caaca80c76d4a30b54c6b713c98e28e2f6b80430d6005e9801ef3622360bf9f5,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/embedding_cache/non_explicit_interviewer_speech_70c360fe698d0b4d.npz,402544,402544,b43857071d7a2e44defa02878ad40577db6fb1aca88eda041d814db09efacaaf,b43857071d7a2e44defa02878ad40577db6fb1aca88eda041d814db09efacaaf,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/embedding_cache/participant_speech_b369a9ce54810fe3.npz,408242,408242,b0c5dcbf13425f8943d5c54550b673d1bc198285883f622d139e7e9f352fa01e,b0c5dcbf13425f8943d5c54550b673d1bc198285883f622d139e7e9f352fa01e,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/embedding_cache/participant_symptom_evidence_8ad7cab0c7e0e84c.npz,405293,405293,150ef90e29c4e366a19096051498b09329d83ae17899c2257e3a1f0f57b3e06f,150ef90e29c4e366a19096051498b09329d83ae17899c2257e3a1f0f57b3e06f,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/metrics/primary_metrics.csv,3674,3674,fe89081ebbdc61a584737ef63c89e6ea4747614120bae286a207bdef57f7f871,fe89081ebbdc61a584737ef63c89e6ea4747614120bae286a207bdef57f7f871,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/nested_thresholds/selected_thresholds_50folds.csv,195679,195679,090aaa25a31fa921389f2ab3cec77938fa67b5900e333156ad042ce91c56272f,090aaa25a31fa921389f2ab3cec77938fa67b5900e333156ad042ce91c56272f,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/nested_thresholds/threshold_stability_summary.csv,2986,2986,40f04d06b671232d4428a4d9e232d49b56d5887c0403d4908e759255205223c4,40f04d06b671232d4428a4d9e232d49b56d5887c0403d4908e759255205223c4,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/oof_probs/full_transcript_fold_oof.csv,410857,410857,fe26c800aca28b86c810629dfe8bf724f98e0914c4c7bd3efada61a8524bb920,fe26c800aca28b86c810629dfe8bf724f98e0914c4c7bd3efada61a8524bb920,PASS
E:/CodexWorktrees/DAIC-WOZ/reanalysis-v2/analysis_v2/03_embedding_robustness/output_manifest_sha256.csv,model_1_all_mpnet_base_v2/oof_probs/full_transcript_participant_oof.csv,27887,27887,24f237a1fe970f1b6a9e23b2de1be80310e395bb6ebfc520c34e8e39ad4a2f6a,24f237a1fe970f1b6a9e23b2de1be80310e395bb6ebfc520c34e8e39ad4a2f6a,PASS
