role,recipient_id,donor_id,seed,repeat,fold,recipient_role,donor_role
test,490,358,20262725,1,1,test,test
train,302,367,20262726,1,2,train,train
train,305,471,20262726,1,2,train,train
train,307,319,20262726,1,2,train,train
train,313,473,20262726,1,2,train,train
train,315,351,20262726,1,2,train,train
train,317,325,20262726,1,2,train,train
train,318,307,20262726,1,2,train,train
train,319,413,20262726,1,2,train,train
train,320,400,20262726,1,2,train,train
train,321,456,20262726,1,2,train,train
train,322,380,20262726,1,2,train,train
train,325,491,20262726,1,2,train,train
train,326,423,20262726,1,2,train,train
train,327,313,20262726,1,2,train,train
train,330,350,20262726,1,2,train,train
train,331,326,20262726,1,2,train,train
train,333,434,20262726,1,2,train,train
train,335,476,20262726,1,2,train,train
train,336,429,20262726,1,2,train,train
train,338,406,20262726,1,2,train,train
train,340,338,20262726,1,2,train,train
train,341,344,20262726,1,2,train,train
train,343,346,20262726,1,2,train,train
train,344,404,20262726,1,2,train,train
train,345,374,20262726,1,2,train,train
train,346,318,20262726,1,2,train,train
train,347,414,20262726,1,2,train,train
train,348,483,20262726,1,2,train,train
train,350,389,20262726,1,2,train,train
train,351,371,20262726,1,2,train,train
train,352,333,20262726,1,2,train,train
train,356,391,20262726,1,2,train,train
train,357,464,20262726,1,2,train,train
train,358,341,20262726,1,2,train,train
train,360,447,20262726,1,2,train,train
train,362,403,20262726,1,2,train,train
train,363,348,20262726,1,2,train,train
train,364,468,20262726,1,2,train,train
train,367,335,20262726,1,2,train,train
train,368,315,20262726,1,2,train,train
train,369,477,20262726,1,2,train,train
train,370,360,20262726,1,2,train,train
train,371,445,20262726,1,2,train,train
train,372,418,20262726,1,2,train,train
train,374,364,20262726,1,2,train,train
train,377,320,20262726,1,2,train,train
train,380,417,20262726,1,2,train,train
train,383,415,20262726,1,2,train,train
train,385,490,20262726,1,2,train,train
train,388,448,20262726,1,2,train,train
train,389,397,20262726,1,2,train,train
train,391,321,20262726,1,2,train,train
train,393,372,20262726,1,2,train,train
train,395,488,20262726,1,2,train,train
train,397,368,20262726,1,2,train,train
train,400,395,20262726,1,2,train,train
train,402,356,20262726,1,2,train,train
train,403,358,20262726,1,2,train,train
train,404,487,20262726,1,2,train,train
train,406,377,20262726,1,2,train,train
train,409,402,20262726,1,2,train,train
train,413,340,20262726,1,2,train,train
train,414,369,20262726,1,2,train,train
train,415,478,20262726,1,2,train,train
train,416,370,20262726,1,2,train,train
train,417,357,20262726,1,2,train,train
train,418,485,20262726,1,2,train,train
train,419,474,20262726,1,2,train,train
train,420,449,20262726,1,2,train,train
train,423,458,20262726,1,2,train,train
train,425,393,20262726,1,2,train,train
train,426,484,20262726,1,2,train,train
train,428,430,20262726,1,2,train,train
train,429,322,20262726,1,2,train,train
train,430,330,20262726,1,2,train,train
train,433,363,20262726,1,2,train,train
train,434,455,20262726,1,2,train,train
train,436,352,20262726,1,2,train,train
train,437,446,20262726,1,2,train,train
train,439,409,20262726,1,2,train,train
train,441,459,20262726,1,2,train,train
train,444,388,20262726,1,2,train,train
train,445,489,20262726,1,2,train,train
train,446,492,20262726,1,2,train,train
train,447,426,20262726,1,2,train,train
train,448,441,20262726,1,2,train,train
train,449,317,20262726,1,2,train,train
train,451,436,20262726,1,2,train,train
train,454,383,20262726,1,2,train,train
train,455,343,20262726,1,2,train,train
train,456,345,20262726,1,2,train,train
train,458,444,20262726,1,2,train,train
train,459,433,20262726,1,2,train,train
train,463,425,20262726,1,2,train,train
train,464,472,20262726,1,2,train,train
train,468,454,20262726,1,2,train,train
train,471,331,20262726,1,2,train,train
train,472,437,20262726,1,2,train,train
train,473,305,20262726,1,2,train,train
train,474,463,20262726,1,2,train,train
train,475,336,20262726,1,2,train,train
train,476,347,20262726,1,2,train,train
train,477,302,20262726,1,2,train,train
train,478,439,20262726,1,2,train,train
train,483,327,20262726,1,2,train,train
train,484,419,20262726,1,2,train,train
train,485,416,20262726,1,2,train,train
train,487,362,20262726,1,2,train,train
train,488,420,20262726,1,2,train,train
train,489,475,20262726,1,2,train,train
train,490,385,20262726,1,2,train,train
train,491,428,20262726,1,2,train,train
train,492,451,20262726,1,2,train,train
test,303,355,20262726,1,2,test,test
test,304,366,20262726,1,2,test,test
test,310,316,20262726,1,2,test,test
test,312,339,20262726,1,2,test,test
test,316,390,20262726,1,2,test,test
test,324,457,20262726,1,2,test,test
test,328,386,20262726,1,2,test,test
test,339,324,20262726,1,2,test,test
test,353,328,20262726,1,2,test,test
test,355,482,20262726,1,2,test,test
test,366,310,20262726,1,2,test,test
test,375,440,20262726,1,2,test,test
test,376,443,20262726,1,2,test,test
test,379,486,20262726,1,2,test,test
test,381,422,20262726,1,2,test,test
test,382,381,20262726,1,2,test,test
test,386,376,20262726,1,2,test,test
test,390,401,20262726,1,2,test,test
test,392,479,20262726,1,2,test,test
test,401,353,20262726,1,2,test,test
test,412,379,20262726,1,2,test,test
test,422,427,20262726,1,2,test,test
test,427,392,20262726,1,2,test,test
test,440,412,20262726,1,2,test,test
test,443,312,20262726,1,2,test,test
test,457,375,20262726,1,2,test,test
test,479,382,20262726,1,2,test,test
test,482,303,20262726,1,2,test,test
test,486,304,20262726,1,2,test,test
train,302,351,20262727,1,3,train,train
train,303,318,20262727,1,3,train,train
train,304,388,20262727,1,3,train,train
train,310,445,20262727,1,3,train,train
train,312,449,20262727,1,3,train,train
train,316,389,20262727,1,3,train,train
train,318,490,20262727,1,3,train,train
train,319,302,20262727,1,3,train,train
train,321,312,20262727,1,3,train,train
train,322,400,20262727,1,3,train,train
train,324,382,20262727,1,3,train,train
train,325,448,20262727,1,3,train,train
train,326,331,20262727,1,3,train,train
train,327,310,20262727,1,3,train,train
train,328,348,20262727,1,3,train,train
train,330,326,20262727,1,3,train,train
train,331,485,20262727,1,3,train,train
train,333,428,20262727,1,3,train,train
train,335,476,20262727,1,3,train,train
train,336,464,20262727,1,3,train,train
train,339,401,20262727,1,3,train,train
train,340,484,20262727,1,3,train,train
train,341,325,20262727,1,3,train,train
train,343,336,20262727,1,3,train,train
train,345,444,20262727,1,3,train,train
train,346,415,20262727,1,3,train,train
train,347,419,20262727,1,3,train,train
train,348,414,20262727,1,3,train,train
train,350,372,20262727,1,3,train,train
train,351,366,20262727,1,3,train,train
train,353,377,20262727,1,3,train,train
train,355,468,20262727,1,3,train,train
train,357,321,20262727,1,3,train,train
train,358,413,20262727,1,3,train,train
train,360,403,20262727,1,3,train,train
train,362,473,20262727,1,3,train,train
train,363,486,20262727,1,3,train,train
train,364,327,20262727,1,3,train,train
train,366,316,20262727,1,3,train,train
train,368,358,20262727,1,3,train,train
train,369,404,20262727,1,3,train,train
train,370,477,20262727,1,3,train,train
train,372,324,20262727,1,3,train,train
train,374,423,20262727,1,3,train,train
train,375,368,20262727,1,3,train,train
train,376,375,20262727,1,3,train,train
train,377,304,20262727,1,3,train,train
train,379,458,20262727,1,3,train,train
train,381,322,20262727,1,3,train,train
train,382,345,20262727,1,3,train,train
train,385,471,20262727,1,3,train,train
train,386,454,20262727,1,3,train,train
train,388,418,20262727,1,3,train,train
train,389,363,20262727,1,3,train,train
train,390,443,20262727,1,3,train,train
train,391,409,20262727,1,3,train,train
train,392,353,20262727,1,3,train,train
train,400,479,20262727,1,3,train,train
train,401,434,20262727,1,3,train,train
train,402,392,20262727,1,3,train,train
train,403,339,20262727,1,3,train,train
train,404,455,20262727,1,3,train,train
train,406,482,20262727,1,3,train,train
train,409,472,20262727,1,3,train,train
train,412,343,20262727,1,3,train,train
train,413,422,20262727,1,3,train,train
train,414,346,20262727,1,3,train,train
train,415,319,20262727,1,3,train,train
train,416,488,20262727,1,3,train,train
train,417,457,20262727,1,3,train,train
train,418,492,20262727,1,3,train,train
train,419,385,20262727,1,3,train,train
train,420,417,20262727,1,3,train,train
train,422,451,20262727,1,3,train,train
train,423,416,20262727,1,3,train,train
train,426,335,20262727,1,3,train,train
train,427,350,20262727,1,3,train,train
train,428,340,20262727,1,3,train,train
train,429,303,20262727,1,3,train,train
train,433,341,20262727,1,3,train,train
train,434,429,20262727,1,3,train,train
train,437,360,20262727,1,3,train,train
train,440,333,20262727,1,3,train,train
train,441,440,20262727,1,3,train,train
train,443,487,20262727,1,3,train,train
train,444,355,20262727,1,3,train,train
train,445,364,20262727,1,3,train,train
train,448,391,20262727,1,3,train,train
train,449,374,20262727,1,3,train,train
train,451,437,20262727,1,3,train,train
train,454,386,20262727,1,3,train,train
train,455,433,20262727,1,3,train,train
train,456,381,20262727,1,3,train,train
train,457,427,20262727,1,3,train,train
train,458,412,20262727,1,3,train,train
train,463,478,20262727,1,3,train,train
train,464,347,20262727,1,3,train,train
train,468,402,20262727,1,3,train,train
train,471,379,20262727,1,3,train,train
train,472,357,20262727,1,3,train,train
train,473,483,20262727,1,3,train,train
train,476,456,20262727,1,3,train,train
train,477,390,20262727,1,3,train,train
train,478,376,20262727,1,3,train,train
train,479,362,20262727,1,3,train,train
train,482,328,20262727,1,3,train,train
train,483,330,20262727,1,3,train,train
train,484,420,20262727,1,3,train,train
train,485,370,20262727,1,3,train,train
train,486,463,20262727,1,3,train,train
train,487,369,20262727,1,3,train,train
train,488,406,20262727,1,3,train,train
train,490,441,20262727,1,3,train,train
train,492,426,20262727,1,3,train,train
test,305,474,20262727,1,3,test,test
test,307,313,20262727,1,3,test,test
test,313,352,20262727,1,3,test,test
test,315,371,20262727,1,3,test,test
test,317,380,20262727,1,3,test,test
test,320,397,20262727,1,3,test,test
test,338,315,20262727,1,3,test,test
test,344,459,20262727,1,3,test,test
test,352,367,20262727,1,3,test,test
test,356,338,20262727,1,3,test,test
test,367,436,20262727,1,3,test,test
test,371,430,20262727,1,3,test,test
test,380,395,20262727,1,3,test,test
test,383,307,20262727,1,3,test,test
test,393,489,20262727,1,3,test,test
test,395,425,20262727,1,3,test,test
test,397,317,20262727,1,3,test,test
test,425,344,20262727,1,3,test,test
test,430,305,20262727,1,3,test,test
test,436,320,20262727,1,3,test,test
test,439,446,20262727,1,3,test,test
test,446,393,20262727,1,3,test,test
test,447,383,20262727,1,3,test,test
test,459,491,20262727,1,3,test,test
test,474,447,20262727,1,3,test,test
test,475,356,20262727,1,3,test,test
test,489,475,20262727,1,3,test,test
test,491,439,20262727,1,3,test,test
train,302,357,20262728,1,4,train,train
train,303,439,20262728,1,4,train,train
train,304,487,20262728,1,4,train,train
train,305,393,20262728,1,4,train,train
train,307,473,20262728,1,4,train,train
train,310,353,20262728,1,4,train,train
train,312,320,20262728,1,4,train,train
train,313,330,20262728,1,4,train,train
train,315,454,20262728,1,4,train,train
train,316,341,20262728,1,4,train,train
train,317,403,20262728,1,4,train,train
train,319,321,20262728,1,4,train,train
train,320,426,20262728,1,4,train,train
train,321,397,20262728,1,4,train,train
train,324,446,20262728,1,4,train,train
train,325,392,20262728,1,4,train,train
train,328,313,20262728,1,4,train,train
train,330,370,20262728,1,4,train,train
train,331,457,20262728,1,4,train,train
train,333,372,20262728,1,4,train,train
train,336,386,20262728,1,4,train,train
train,338,417,20262728,1,4,train,train
train,339,375,20262728,1,4,train,train
train,340,456,20262728,1,4,train,train
train,341,409,20262728,1,4,train,train
train,344,381,20262728,1,4,train,train
train,345,416,20262728,1,4,train,train
train,346,383,20262728,1,4,train,train
train,348,395,20262728,1,4,train,train
train,350,345,20262728,1,4,train,train
train,352,447,20262728,1,4,train,train
train,353,443,20262728,1,4,train,train
train,355,390,20262728,1,4,train,train
train,356,355,20262728,1,4,train,train
train,357,317,20262728,1,4,train,train
train,358,336,20262728,1,4,train,train
train,360,428,20262728,1,4,train,train
train,362,360,20262728,1,4,train,train
train,363,412,20262728,1,4,train,train
train,364,346,20262728,1,4,train,train
train,366,430,20262728,1,4,train,train
train,367,434,20262728,1,4,train,train
train,368,328,20262728,1,4,train,train
train,369,363,20262728,1,4,train,train
train,370,404,20262728,1,4,train,train
train,371,486,20262728,1,4,train,train
train,372,366,20262728,1,4,train,train
train,375,382,20262728,1,4,train,train
train,376,400,20262728,1,4,train,train
train,379,423,20262728,1,4,train,train
train,380,338,20262728,1,4,train,train
train,381,307,20262728,1,4,train,train
train,382,422,20262728,1,4,train,train
train,383,348,20262728,1,4,train,train
train,385,391,20262728,1,4,train,train
train,386,440,20262728,1,4,train,train
train,388,380,20262728,1,4,train,train
train,390,437,20262728,1,4,train,train
train,391,356,20262728,1,4,train,train
train,392,418,20262728,1,4,train,train
train,393,401,20262728,1,4,train,train
train,395,475,20262728,1,4,train,train
train,397,491,20262728,1,4,train,train
train,400,310,20262728,1,4,train,train
train,401,413,20262728,1,4,train,train
train,402,302,20262728,1,4,train,train
train,403,402,20262728,1,4,train,train
train,404,429,20262728,1,4,train,train
train,406,304,20262728,1,4,train,train
train,409,474,20262728,1,4,train,train
train,412,406,20262728,1,4,train,train
train,413,344,20262728,1,4,train,train
train,416,459,20262728,1,4,train,train
train,417,385,20262728,1,4,train,train
train,418,427,20262728,1,4,train,train
train,420,367,20262728,1,4,train,train
train,422,316,20262728,1,4,train,train
train,423,425,20262728,1,4,train,train
train,425,441,20262728,1,4,train,train
train,426,484,20262728,1,4,train,train
train,427,315,20262728,1,4,train,train
train,428,319,20262728,1,4,train,train
train,429,479,20262728,1,4,train,train
train,430,482,20262728,1,4,train,train
train,433,340,20262728,1,4,train,train
train,434,388,20262728,1,4,train,train
train,436,485,20262728,1,4,train,train
train,437,468,20262728,1,4,train,train
train,439,350,20262728,1,4,train,train
train,440,303,20262728,1,4,train,train
train,441,339,20262728,1,4,train,train
train,443,490,20262728,1,4,train,train
train,444,331,20262728,1,4,train,train
train,446,369,20262728,1,4,train,train
train,447,476,20262728,1,4,train,train
train,451,420,20262728,1,4,train,train
train,454,362,20262728,1,4,train,train
train,456,376,20262728,1,4,train,train
train,457,352,20262728,1,4,train,train
train,459,312,20262728,1,4,train,train
train,468,489,20262728,1,4,train,train
train,473,325,20262728,1,4,train,train
train,474,444,20262728,1,4,train,train
train,475,451,20262728,1,4,train,train
train,476,379,20262728,1,4,train,train
train,479,305,20262728,1,4,train,train
train,482,364,20262728,1,4,train,train
train,484,436,20262728,1,4,train,train
train,485,368,20262728,1,4,train,train
train,486,371,20262728,1,4,train,train
train,487,433,20262728,1,4,train,train
train,489,358,20262728,1,4,train,train
train,490,333,20262728,1,4,train,train
train,491,324,20262728,1,4,train,train
test,318,464,20262728,1,4,test,test
test,322,483,20262728,1,4,test,test
test,326,343,20262728,1,4,test,test
test,327,335,20262728,1,4,test,test
test,335,351,20262728,1,4,test,test
test,343,322,20262728,1,4,test,test
test,347,458,20262728,1,4,test,test
test,351,414,20262728,1,4,test,test
test,374,445,20262728,1,4,test,test
test,377,389,20262728,1,4,test,test
test,389,477,20262728,1,4,test,test
test,414,318,20262728,1,4,test,test
test,415,377,20262728,1,4,test,test
test,419,327,20262728,1,4,test,test
test,445,448,20262728,1,4,test,test
test,448,488,20262728,1,4,test,test
test,449,374,20262728,1,4,test,test
test,455,326,20262728,1,4,test,test
test,458,415,20262728,1,4,test,test
test,463,472,20262728,1,4,test,test
test,464,463,20262728,1,4,test,test
test,471,419,20262728,1,4,test,test
test,472,455,20262728,1,4,test,test
test,477,492,20262728,1,4,test,test
test,478,449,20262728,1,4,test,test
test,483,471,20262728,1,4,test,test
test,488,347,20262728,1,4,test,test
test,492,478,20262728,1,4,test,test
train,303,404,20262729,1,5,train,train
train,304,439,20262729,1,5,train,train
train,305,372,20262729,1,5,train,train
train,307,400,20262729,1,5,train,train
train,310,346,20262729,1,5,train,train
train,312,403,20262729,1,5,train,train
train,313,416,20262729,1,5,train,train
train,315,412,20262729,1,5,train,train
train,316,484,20262729,1,5,train,train
train,317,471,20262729,1,5,train,train
train,318,440,20262729,1,5,train,train
train,319,425,20262729,1,5,train,train
train,320,415,20262729,1,5,train,train
train,322,487,20262729,1,5,train,train
train,324,395,20262729,1,5,train,train
train,326,483,20262729,1,5,train,train
train,327,446,20262729,1,5,train,train
train,328,419,20262729,1,5,train,train
train,331,339,20262729,1,5,train,train
train,335,433,20262729,1,5,train,train
train,338,304,20262729,1,5,train,train
train,339,345,20262729,1,5,train,train
train,343,353,20262729,1,5,train,train
train,344,474,20262729,1,5,train,train
train,345,449,20262729,1,5,train,train
train,346,413,20262729,1,5,train,train
train,347,490,20262729,1,5,train,train
train,351,473,20262729,1,5,train,train
train,352,313,20262729,1,5,train,train
train,353,489,20262729,1,5,train,train
train,355,397,20262729,1,5,train,train
train,356,367,20262729,1,5,train,train
train,357,491,20262729,1,5,train,train
train,358,401,20262729,1,5,train,train
train,362,366,20262729,1,5,train,train
train,363,358,20262729,1,5,train,train
train,364,322,20262729,1,5,train,train
train,366,316,20262729,1,5,train,train
train,367,364,20262729,1,5,train,train
train,369,386,20262729,1,5,train,train
train,371,382,20262729,1,5,train,train
train,372,478,20262729,1,5,train,train
train,374,327,20262729,1,5,train,train
train,375,376,20262729,1,5,train,train
train,376,315,20262729,1,5,train,train
train,377,476,20262729,1,5,train,train
train,379,454,20262729,1,5,train,train
train,380,317,20262729,1,5,train,train
train,381,479,20262729,1,5,train,train
train,382,488,20262729,1,5,train,train
train,383,448,20262729,1,5,train,train
train,386,414,20262729,1,5,train,train
train,389,324,20262729,1,5,train,train
train,390,371,20262729,1,5,train,train
train,391,347,20262729,1,5,train,train
train,392,391,20262729,1,5,train,train
train,393,318,20262729,1,5,train,train
train,395,392,20262729,1,5,train,train
train,397,445,20262729,1,5,train,train
train,400,377,20262729,1,5,train,train
train,401,420,20262729,1,5,train,train
train,402,472,20262729,1,5,train,train
train,403,447,20262729,1,5,train,train
train,404,331,20262729,1,5,train,train
train,412,369,20262729,1,5,train,train
train,413,443,20262729,1,5,train,train
train,414,427,20262729,1,5,train,train
train,415,335,20262729,1,5,train,train
train,416,320,20262729,1,5,train,train
train,419,380,20262729,1,5,train,train
train,420,326,20262729,1,5,train,train
train,422,351,20262729,1,5,train,train
train,423,426,20262729,1,5,train,train
train,425,374,20262729,1,5,train,train
train,426,356,20262729,1,5,train,train
train,427,355,20262729,1,5,train,train
train,430,307,20262729,1,5,train,train
train,433,482,20262729,1,5,train,train
train,436,457,20262729,1,5,train,train
train,439,492,20262729,1,5,train,train
train,440,423,20262729,1,5,train,train
train,443,338,20262729,1,5,train,train
train,445,312,20262729,1,5,train,train
train,446,375,20262729,1,5,train,train
train,447,486,20262729,1,5,train,train
train,448,344,20262729,1,5,train,train
train,449,422,20262729,1,5,train,train
train,451,430,20262729,1,5,train,train
train,454,303,20262729,1,5,train,train
train,455,464,20262729,1,5,train,train
train,457,381,20262729,1,5,train,train
train,458,451,20262729,1,5,train,train
train,459,458,20262729,1,5,train,train
train,463,436,20262729,1,5,train,train
train,464,393,20262729,1,5,train,train
train,471,310,20262729,1,5,train,train
train,472,352,20262729,1,5,train,train
train,473,390,20262729,1,5,train,train
train,474,357,20262729,1,5,train,train
train,475,343,20262729,1,5,train,train
train,476,319,20262729,1,5,train,train
train,477,459,20262729,1,5,train,train
train,478,328,20262729,1,5,train,train
train,479,455,20262729,1,5,train,train
train,482,379,20262729,1,5,train,train
train,483,402,20262729,1,5,train,train
train,484,305,20262729,1,5,train,train
train,486,383,20262729,1,5,train,train
train,487,362,20262729,1,5,train,train
train,488,463,20262729,1,5,train,train
train,489,363,20262729,1,5,train,train
train,490,477,20262729,1,5,train,train
train,491,389,20262729,1,5,train,train
train,492,475,20262729,1,5,train,train
test,302,350,20262729,1,5,test,test
test,321,406,20262729,1,5,test,test
test,325,417,20262729,1,5,test,test
test,330,302,20262729,1,5,test,test
test,333,388,20262729,1,5,test,test
test,336,340,20262729,1,5,test,test
test,340,428,20262729,1,5,test,test
test,341,330,20262729,1,5,test,test
test,348,444,20262729,1,5,test,test
test,350,437,20262729,1,5,test,test
test,360,336,20262729,1,5,test,test
test,368,325,20262729,1,5,test,test
test,370,456,20262729,1,5,test,test
test,385,434,20262729,1,5,test,test
test,388,441,20262729,1,5,test,test
test,406,360,20262729,1,5,test,test
test,409,429,20262729,1,5,test,test
test,417,368,20262729,1,5,test,test
test,418,321,20262729,1,5,test,test
test,428,385,20262729,1,5,test,test
test,429,348,20262729,1,5,test,test
test,434,418,20262729,1,5,test,test
test,437,333,20262729,1,5,test,test
test,441,370,20262729,1,5,test,test
test,444,409,20262729,1,5,test,test
test,456,485,20262729,1,5,test,test
test,468,341,20262729,1,5,test,test
test,485,468,20262729,1,5,test,test
train,302,488,20262825,2,1,train,train
train,305,321,20262825,2,1,train,train
train,307,477,20262825,2,1,train,train
train,310,372,20262825,2,1,train,train
train,312,325,20262825,2,1,train,train
train,313,472,20262825,2,1,train,train
train,315,487,20262825,2,1,train,train
train,316,338,20262825,2,1,train,train
train,317,346,20262825,2,1,train,train
train,318,324,20262825,2,1,train,train
train,319,414,20262825,2,1,train,train
train,320,436,20262825,2,1,train,train
train,321,328,20262825,2,1,train,train
train,322,402,20262825,2,1,train,train
train,324,434,20262825,2,1,train,train
train,325,451,20262825,2,1,train,train
train,326,409,20262825,2,1,train,train
train,328,366,20262825,2,1,train,train
train,330,415,20262825,2,1,train,train
train,331,420,20262825,2,1,train,train
train,333,416,20262825,2,1,train,train
train,336,333,20262825,2,1,train,train
train,338,326,20262825,2,1,train,train
train,339,305,20262825,2,1,train,train
train,340,489,20262825,2,1,train,train
train,343,317,20262825,2,1,train,train
train,344,417,20262825,2,1,train,train
train,346,344,20262825,2,1,train,train
train,348,490,20262825,2,1,train,train
train,350,383,20262825,2,1,train,train
train,351,310,20262825,2,1,train,train
train,352,464,20262825,2,1,train,train
train,353,474,20262825,2,1,train,train
train,355,430,20262825,2,1,train,train
train,356,379,20262825,2,1,train,train
train,357,377,20262825,2,1,train,train
train,358,391,20262825,2,1,train,train
train,363,307,20262825,2,1,train,train
train,364,356,20262825,2,1,train,train
train,366,441,20262825,2,1,train,train
train,367,395,20262825,2,1,train,train
train,368,330,20262825,2,1,train,train
train,369,352,20262825,2,1,train,train
train,371,482,20262825,2,1,train,train
train,372,364,20262825,2,1,train,train
train,376,312,20262825,2,1,train,train
train,377,388,20262825,2,1,train,train
train,379,376,20262825,2,1,train,train
train,380,446,20262825,2,1,train,train
train,381,404,20262825,2,1,train,train
train,383,484,20262825,2,1,train,train
train,385,423,20262825,2,1,train,train
train,386,339,20262825,2,1,train,train
train,388,331,20262825,2,1,train,train
train,390,358,20262825,2,1,train,train
train,391,479,20262825,2,1,train,train
train,392,444,20262825,2,1,train,train
train,395,476,20262825,2,1,train,train
train,397,302,20262825,2,1,train,train
train,400,368,20262825,2,1,train,train
train,402,319,20262825,2,1,train,train
train,404,486,20262825,2,1,train,train
train,406,315,20262825,2,1,train,train
train,409,457,20262825,2,1,train,train
