pid,basename,source_kind,source_path,member_name,source_size,category,edaic_path_same_windows_name,edaic_size_same_windows_name
309,309_CLNF_features3D.txt,zip,F:\309_P.zip,309_CLNF_features3D.txt,40458246,daic_only_optional_feature,,
309,309_CLNF_gaze.txt,zip,F:\309_P.zip,309_CLNF_gaze.txt,3269246,daic_only_optional_feature,,
309,309_CLNF_hog.bin,zip,F:\309_P.zip,309_CLNF_hog.bin,382299952,daic_only_optional_feature,,
309,309_CLNF_pose.txt,zip,F:\309_P.zip,309_CLNF_pose.txt,1868792,daic_only_optional_feature,,
309,309_COVAREP.csv,zip,F:\309_P.zip,309_COVAREP.csv,40674176,daic_only_optional_feature,,
309,309_FORMANT.csv,zip,F:\309_P.zip,309_FORMANT.csv,2338736,daic_only_optional_feature,,
309,309_TRANSCRIPT.csv,zip,F:\309_P.zip,309_TRANSCRIPT.csv,10343,name_conflict_different_size,F:\数据库\E-daic\data\data\309_P.tar\309_P\309_Transcript.csv,5231
310,310_AUDIO.wav,zip,F:\310_P.zip,310_AUDIO.wav,27036844,duplicate_same_name_size,F:\数据库\E-daic\data\data\310_P.tar\310_P\310_AUDIO.wav,27036844
310,310_CLNF_AUs.txt,zip,F:\310_P.zip,310_CLNF_AUs.txt,3209844,daic_only_optional_feature,,
310,310_CLNF_features.txt,zip,F:\310_P.zip,310_CLNF_features.txt,31607118,daic_only_optional_feature,,
310,310_CLNF_features3D.txt,zip,F:\310_P.zip,310_CLNF_features3D.txt,48147297,daic_only_optional_feature,,
310,310_CLNF_gaze.txt,zip,F:\310_P.zip,310_CLNF_gaze.txt,3880479,daic_only_optional_feature,,
310,310_CLNF_hog.bin,zip,F:\310_P.zip,310_CLNF_hog.bin,457684048,daic_only_optional_feature,,
310,310_CLNF_pose.txt,zip,F:\310_P.zip,310_CLNF_pose.txt,2236917,daic_only_optional_feature,,
310,310_COVAREP.csv,zip,F:\310_P.zip,310_COVAREP.csv,49068015,daic_only_optional_feature,,
310,310_FORMANT.csv,zip,F:\310_P.zip,310_FORMANT.csv,2800223,daic_only_optional_feature,,
310,310_TRANSCRIPT.csv,zip,F:\310_P.zip,310_TRANSCRIPT.csv,14421,name_conflict_different_size,F:\数据库\E-daic\data\data\310_P.tar\310_P\310_Transcript.csv,6815
311,311_AUDIO.wav,zip,F:\311_P.zip,311_AUDIO.wav,25139244,duplicate_same_name_size,F:\数据库\E-daic\data\data\311_P.tar\311_P\311_AUDIO.wav,25139244
311,311_CLNF_AUs.txt,zip,F:\311_P.zip,311_CLNF_AUs.txt,2654514,daic_only_optional_feature,,
311,311_CLNF_features.txt,zip,F:\311_P.zip,311_CLNF_features.txt,29439062,daic_only_optional_feature,,
311,311_CLNF_features3D.txt,zip,F:\311_P.zip,311_CLNF_features3D.txt,45523978,daic_only_optional_feature,,
311,311_CLNF_gaze.txt,zip,F:\311_P.zip,311_CLNF_gaze.txt,3629992,daic_only_optional_feature,,
311,311_CLNF_hog.bin,zip,F:\311_P.zip,311_CLNF_hog.bin,425532320,daic_only_optional_feature,,
311,311_CLNF_pose.txt,zip,F:\311_P.zip,311_CLNF_pose.txt,2132323,daic_only_optional_feature,,
311,311_COVAREP.csv,zip,F:\311_P.zip,311_COVAREP.csv,44104943,daic_only_optional_feature,,
311,311_FORMANT.csv,zip,F:\311_P.zip,311_FORMANT.csv,2605818,daic_only_optional_feature,,
311,311_TRANSCRIPT.csv,zip,F:\311_P.zip,311_TRANSCRIPT.csv,11762,name_conflict_different_size,F:\数据库\E-daic\data\data\311_P.tar\311_P\311_Transcript.csv,5700
312,312_AUDIO.wav,zip,F:\312_P.zip,312_AUDIO.wav,25280044,duplicate_same_name_size,F:\数据库\E-daic\data\data\312_P.tar\312_P\312_AUDIO.wav,25280044
312,312_CLNF_AUs.txt,zip,F:\312_P.zip,312_CLNF_AUs.txt,2847510,daic_only_optional_feature,,
312,312_CLNF_features.txt,zip,F:\312_P.zip,312_CLNF_features.txt,29607413,daic_only_optional_feature,,
312,312_CLNF_features3D.txt,zip,F:\312_P.zip,312_CLNF_features3D.txt,45722762,daic_only_optional_feature,,
312,312_CLNF_gaze.txt,zip,F:\312_P.zip,312_CLNF_gaze.txt,3658131,daic_only_optional_feature,,
312,312_CLNF_hog.bin,zip,F:\312_P.zip,312_CLNF_hog.bin,427945040,daic_only_optional_feature,,
312,312_CLNF_pose.txt,zip,F:\312_P.zip,312_CLNF_pose.txt,2100316,daic_only_optional_feature,,
312,312_COVAREP.csv,zip,F:\312_P.zip,312_COVAREP.csv,44910569,daic_only_optional_feature,,
312,312_FORMANT.csv,zip,F:\312_P.zip,312_FORMANT.csv,2567077,daic_only_optional_feature,,
312,312_TRANSCRIPT.csv,zip,F:\312_P.zip,312_TRANSCRIPT.csv,13541,name_conflict_different_size,F:\数据库\E-daic\data\data\312_P.tar\312_P\312_Transcript.csv,7811
313,313_AUDIO.wav,zip,F:\313_P.zip,313_AUDIO.wav,24121644,duplicate_same_name_size,F:\数据库\E-daic\data\data\313_P.tar\313_P\313_AUDIO.wav,24121644
313,313_CLNF_AUs.txt,zip,F:\313_P.zip,313_CLNF_AUs.txt,2474100,daic_only_optional_feature,,
313,313_CLNF_features.txt,zip,F:\313_P.zip,313_CLNF_features.txt,28247963,daic_only_optional_feature,,
313,313_CLNF_features3D.txt,zip,F:\313_P.zip,313_CLNF_features3D.txt,42932205,daic_only_optional_feature,,
313,313_CLNF_gaze.txt,zip,F:\313_P.zip,313_CLNF_gaze.txt,3489488,daic_only_optional_feature,,
313,313_CLNF_hog.bin,zip,F:\313_P.zip,313_CLNF_hog.bin,408339456,daic_only_optional_feature,,
313,313_CLNF_pose.txt,zip,F:\313_P.zip,313_CLNF_pose.txt,1982154,daic_only_optional_feature,,
313,313_COVAREP.csv,zip,F:\313_P.zip,313_COVAREP.csv,43330859,daic_only_optional_feature,,
313,313_FORMANT.csv,zip,F:\313_P.zip,313_FORMANT.csv,2479218,daic_only_optional_feature,,
313,313_TRANSCRIPT.csv,zip,F:\313_P.zip,313_TRANSCRIPT.csv,10924,name_conflict_different_size,F:\数据库\E-daic\data\data\313_P.tar\313_P\313_Transcript.csv,6113
314,314_AUDIO.wav,zip,F:\314_P.zip,314_AUDIO.wav,49494444,duplicate_same_name_size,F:\数据库\E-daic\data\data\314_P.tar\314_P\314_AUDIO.wav,49494444
314,314_CLNF_AUs.txt,zip,F:\314_P.zip,314_CLNF_AUs.txt,5576126,daic_only_optional_feature,,
314,314_CLNF_features.txt,zip,F:\314_P.zip,314_CLNF_features.txt,57972771,daic_only_optional_feature,,
314,314_CLNF_features3D.txt,zip,F:\314_P.zip,314_CLNF_features3D.txt,87837647,daic_only_optional_feature,,
314,314_CLNF_gaze.txt,zip,F:\314_P.zip,314_CLNF_gaze.txt,7277551,daic_only_optional_feature,,
314,314_CLNF_hog.bin,zip,F:\314_P.zip,314_CLNF_hog.bin,837714256,daic_only_optional_feature,,
314,314_CLNF_pose.txt,zip,F:\314_P.zip,314_CLNF_pose.txt,4096962,daic_only_optional_feature,,
314,314_COVAREP.csv,zip,F:\314_P.zip,314_COVAREP.csv,86665077,daic_only_optional_feature,,
314,314_FORMANT.csv,zip,F:\314_P.zip,314_FORMANT.csv,5105100,daic_only_optional_feature,,
314,314_TRANSCRIPT.csv,zip,F:\314_P.zip,314_TRANSCRIPT.csv,31740,name_conflict_different_size,F:\数据库\E-daic\data\data\314_P.tar\314_P\314_Transcript.csv,19234
315,315_AUDIO.wav,zip,F:\315_P.zip,315_AUDIO.wav,31212844,duplicate_same_name_size,F:\数据库\E-daic\data\data\315_P.tar\315_P\315_AUDIO.wav,31212844
315,315_CLNF_AUs.txt,zip,F:\315_P.zip,315_CLNF_AUs.txt,3532784,daic_only_optional_feature,,
315,315_CLNF_features.txt,zip,F:\315_P.zip,315_CLNF_features.txt,36552887,daic_only_optional_feature,,
315,315_CLNF_features3D.txt,zip,F:\315_P.zip,315_CLNF_features3D.txt,56251749,daic_only_optional_feature,,
315,315_CLNF_gaze.txt,zip,F:\315_P.zip,315_CLNF_gaze.txt,4529042,daic_only_optional_feature,,
315,315_CLNF_hog.bin,zip,F:\315_P.zip,315_CLNF_hog.bin,528314192,daic_only_optional_feature,,
315,315_CLNF_pose.txt,zip,F:\315_P.zip,315_CLNF_pose.txt,2633961,daic_only_optional_feature,,
315,315_COVAREP.csv,zip,F:\315_P.zip,315_COVAREP.csv,56002383,daic_only_optional_feature,,
315,315_FORMANT.csv,zip,F:\315_P.zip,315_FORMANT.csv,3178796,daic_only_optional_feature,,
315,315_TRANSCRIPT.csv,zip,F:\315_P.zip,315_TRANSCRIPT.csv,14910,name_conflict_different_size,F:\数据库\E-daic\data\data\315_P.tar\315_P\315_Transcript.csv,8506
316,316_AUDIO.wav,zip,F:\316_P.zip,316_AUDIO.wav,27808044,duplicate_same_name_size,F:\数据库\E-daic\data\data\316_P.tar\316_P\316_AUDIO.wav,27808044
316,316_CLNF_AUs.txt,zip,F:\316_P.zip,316_CLNF_AUs.txt,2901263,daic_only_optional_feature,,
316,316_CLNF_features.txt,zip,F:\316_P.zip,316_CLNF_features.txt,32547762,daic_only_optional_feature,,
316,316_CLNF_features3D.txt,zip,F:\316_P.zip,316_CLNF_features3D.txt,50702367,daic_only_optional_feature,,
316,316_CLNF_gaze.txt,zip,F:\316_P.zip,316_CLNF_gaze.txt,4014059,daic_only_optional_feature,,
316,316_CLNF_hog.bin,zip,F:\316_P.zip,316_CLNF_hog.bin,470694864,daic_only_optional_feature,,
316,316_CLNF_pose.txt,zip,F:\316_P.zip,316_CLNF_pose.txt,2350031,daic_only_optional_feature,,
316,316_COVAREP.csv,zip,F:\316_P.zip,316_COVAREP.csv,50309480,daic_only_optional_feature,,
316,316_FORMANT.csv,zip,F:\316_P.zip,316_FORMANT.csv,2866790,daic_only_optional_feature,,
316,316_TRANSCRIPT.csv,zip,F:\316_P.zip,316_TRANSCRIPT.csv,11897,name_conflict_different_size,F:\数据库\E-daic\data\data\316_P.tar\316_P\316_Transcript.csv,6042
317,317_AUDIO.wav,zip,F:\317_P.zip,317_AUDIO.wav,25762032,duplicate_same_name_size,F:\数据库\E-daic\data\data\317_P.tar\317_P\317_AUDIO.wav,25762032
317,317_CLNF_AUs.txt,zip,F:\317_P.zip,317_CLNF_AUs.txt,2874720,daic_only_optional_feature,,
317,317_CLNF_features.txt,zip,F:\317_P.zip,317_CLNF_features.txt,30163424,daic_only_optional_feature,,
317,317_CLNF_features3D.txt,zip,F:\317_P.zip,317_CLNF_features3D.txt,46536022,daic_only_optional_feature,,
317,317_CLNF_gaze.txt,zip,F:\317_P.zip,317_CLNF_gaze.txt,3780416,daic_only_optional_feature,,
317,317_CLNF_hog.bin,zip,F:\317_P.zip,317_CLNF_hog.bin,435987440,daic_only_optional_feature,,
317,317_CLNF_pose.txt,zip,F:\317_P.zip,317_CLNF_pose.txt,2145481,daic_only_optional_feature,,
317,317_COVAREP.csv,zip,F:\317_P.zip,317_COVAREP.csv,46669094,daic_only_optional_feature,,
317,317_FORMANT.csv,zip,F:\317_P.zip,317_FORMANT.csv,2665547,daic_only_optional_feature,,
317,317_TRANSCRIPT.csv,zip,F:\317_P.zip,317_TRANSCRIPT.csv,10867,name_conflict_different_size,F:\数据库\E-daic\data\data\317_P.tar\317_P\317_Transcript.csv,5374
318,318_AUDIO.wav,zip,F:\318_P.zip,318_AUDIO.wav,18828844,duplicate_same_name_size,F:\数据库\E-daic\data\data\318_P.tar\318_P\318_AUDIO.wav,18828844
318,318_CLNF_AUs.txt,zip,F:\318_P.zip,318_CLNF_AUs.txt,2153613,daic_only_optional_feature,,
318,318_CLNF_features.txt,zip,F:\318_P.zip,318_CLNF_features.txt,22046090,daic_only_optional_feature,,
318,318_CLNF_features3D.txt,zip,F:\318_P.zip,318_CLNF_features3D.txt,33419792,daic_only_optional_feature,,
318,318_CLNF_gaze.txt,zip,F:\318_P.zip,318_CLNF_gaze.txt,2748173,daic_only_optional_feature,,
318,318_CLNF_hog.bin,zip,F:\318_P.zip,318_CLNF_hog.bin,318711376,daic_only_optional_feature,,
318,318_CLNF_pose.txt,zip,F:\318_P.zip,318_CLNF_pose.txt,1560221,daic_only_optional_feature,,
318,318_COVAREP.csv,zip,F:\318_P.zip,318_COVAREP.csv,34072221,daic_only_optional_feature,,
318,318_FORMANT.csv,zip,F:\318_P.zip,318_FORMANT.csv,1946718,daic_only_optional_feature,,
318,318_TRANSCRIPT.csv,zip,F:\318_P.zip,318_TRANSCRIPT.csv,8985,name_conflict_different_size,F:\数据库\E-daic\data\data\318_P.tar\318_P\318_Transcript.csv,4909
319,319_AUDIO.wav,zip,F:\319_P.zip,319_AUDIO.wav,21755632,duplicate_same_name_size,F:\数据库\E-daic\data\data\319_P.tar\319_P\319_AUDIO.wav,21755632
319,319_CLNF_AUs.txt,zip,F:\319_P.zip,319_CLNF_AUs.txt,2537842,daic_only_optional_feature,,
319,319_CLNF_features.txt,zip,F:\319_P.zip,319_CLNF_features.txt,25474368,daic_only_optional_feature,,
319,319_CLNF_features3D.txt,zip,F:\319_P.zip,319_CLNF_features3D.txt,39267815,daic_only_optional_feature,,
319,319_CLNF_gaze.txt,zip,F:\319_P.zip,319_CLNF_gaze.txt,2990122,daic_only_optional_feature,,
319,319_CLNF_hog.bin,zip,F:\319_P.zip,319_CLNF_hog.bin,368216816,daic_only_optional_feature,,
319,319_CLNF_pose.txt,zip,F:\319_P.zip,319_CLNF_pose.txt,1818360,daic_only_optional_feature,,
319,319_COVAREP.csv,zip,F:\319_P.zip,319_COVAREP.csv,39444934,daic_only_optional_feature,,
319,319_FORMANT.csv,zip,F:\319_P.zip,319_FORMANT.csv,2252668,daic_only_optional_feature,,
319,319_TRANSCRIPT.csv,zip,F:\319_P.zip,319_TRANSCRIPT.csv,10317,name_conflict_different_size,F:\数据库\E-daic\data\data\319_P.tar\319_P\319_Transcript.csv,5938
320,320_AUDIO.wav,zip,F:\320_P.zip,320_AUDIO.wav,26907188,duplicate_same_name_size,F:\数据库\E-daic\data\data\320_P.tar\320_P\320_AUDIO.wav,26907188
320,320_CLNF_AUs.txt,zip,F:\320_P.zip,320_CLNF_AUs.txt,3026485,daic_only_optional_feature,,
320,320_CLNF_features.txt,zip,F:\320_P.zip,320_CLNF_features.txt,31504843,daic_only_optional_feature,,
320,320_CLNF_features3D.txt,zip,F:\320_P.zip,320_CLNF_features3D.txt,49313648,daic_only_optional_feature,,
320,320_CLNF_gaze.txt,zip,F:\320_P.zip,320_CLNF_gaze.txt,3841369,daic_only_optional_feature,,
320,320_CLNF_hog.bin,zip,F:\320_P.zip,320_CLNF_hog.bin,455378560,daic_only_optional_feature,,
320,320_CLNF_pose.txt,zip,F:\320_P.zip,320_CLNF_pose.txt,2225894,daic_only_optional_feature,,
320,320_COVAREP.csv,zip,F:\320_P.zip,320_COVAREP.csv,47042073,daic_only_optional_feature,,
320,320_FORMANT.csv,zip,F:\320_P.zip,320_FORMANT.csv,2786773,daic_only_optional_feature,,
320,320_TRANSCRIPT.csv,zip,F:\320_P.zip,320_TRANSCRIPT.csv,14230,name_conflict_different_size,F:\数据库\E-daic\data\data\320_P.tar\320_P\320_Transcript.csv,7124
321,321_AUDIO.wav,zip,F:\321_P.zip,321_AUDIO.wav,26300844,duplicate_same_name_size,F:\数据库\E-daic\data\data\321_P.tar\321_P\321_AUDIO.wav,26300844
321,321_CLNF_AUs.txt,zip,F:\321_P.zip,321_CLNF_AUs.txt,2707107,daic_only_optional_feature,,
