pid,path,bytes,sha256
315,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\315_TRANSCRIPT.csv,14910,22325be3ab849d7b649bcde77a93f8f41c829d76a4909dabcae8042d8bbb5b12
316,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\316_TRANSCRIPT.csv,11897,16bcb26591d023803cb47387aac64c56d16c9a8a5ce9389e4f76b09b10694fda
317,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\317_TRANSCRIPT.csv,10867,34ceefce2d7f95c21b81f8f20ae5f6ee71fd61d844d5eb0c238b8205891287a9
318,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\318_TRANSCRIPT.csv,8985,cc67133e857545395386b1f79bdec571e70f65c809e17e78111f11a9dffa7b63
319,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\319_TRANSCRIPT.csv,10317,4b4fb99c79f093a56f33aabde779eb0b2e9c64b77ee2c6d85c66b071252d2a5f
320,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\320_TRANSCRIPT.csv,14230,d6616954ffb5c573c163a986f7381b390ba49adb42bcd3aa2f246df1463767cb
321,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\321_TRANSCRIPT.csv,13382,cac4466713c0522bb452ea797c509c177baccdf18223deb070aaea19264c769a
322,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\322_TRANSCRIPT.csv,17808,01a877094f0e7552e6ea2aec6b46cabce32c96f2f6f5d1e0e1746f64f6190833
323,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\323_TRANSCRIPT.csv,14662,0ab532aa15caae2803c45f5caefc27a4c491644e80f97f1924d085c1bc0e05c5
324,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\324_TRANSCRIPT.csv,13530,3834105dc9187cb5cf7a92bb32f33fbe7cf822487f97dec0203eb99ef4604e94
325,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\325_TRANSCRIPT.csv,15645,9f438ac3899b50bb1a22de35a623906f8e6d1c12225b56b424df809071e392a2
326,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\326_TRANSCRIPT.csv,10295,1ed2c0b8d6fdba56e4e08046628c3dc2387cffc5a78337dc5349aa58a3b58a9d
327,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\327_TRANSCRIPT.csv,11030,323f7238dee9a97030045facf19deac3ec20b12ec563a6505aa1aa0f2b799954
328,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\328_TRANSCRIPT.csv,18598,39c7ad8f5beb0af323ae2ade912b5efe45bcbfa34f220d1ee11d106a999f8664
329,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\329_TRANSCRIPT.csv,10131,2a695d5cdeb577d89445281091d55f2f81b12aa806c93af31f4cee634efe4f00
330,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\330_TRANSCRIPT.csv,9874,034d139dc6de5eef89c55df33b119964961c6fe29dc7065377bd315afab895d3
331,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\331_TRANSCRIPT.csv,15187,b6ab8dc1828b13bad5269684cd8289254dc75149df239874e02f0f64319e4b6d
332,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\332_TRANSCRIPT.csv,13447,15c8effea00b14cbe87299990f481553d008b2907c903906fb9025a3f6f0e347
333,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\333_TRANSCRIPT.csv,15738,e48b01759f2407a0f553cdbaacc1d7cc48b7aae46b60c811efd4bd39f41a799a
334,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\334_TRANSCRIPT.csv,15792,4b93fe1dc972af5a217bcdd6755c0d48d63f62ecfd42ac2e92df84ae07fe7b53
335,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\335_TRANSCRIPT.csv,16293,845df9fdfc49b99a967489a47073f7ca8804d6632ea06b5651fbdbb682810c78
336,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\336_TRANSCRIPT.csv,13488,e37d44701746b518236bcc50fa6e564cba52f6fcc334aebcdee328eb97849cfe
337,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\337_TRANSCRIPT.csv,36654,70b795a63926d309aec665c101225de1425294106200c76230f82a4f1a622e8e
338,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\338_TRANSCRIPT.csv,9711,90efb974c5f7b42be3bd53ae744bb7e5f80c934458bb54efd0fb7ab04775da6e
339,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\339_TRANSCRIPT.csv,13464,9c1a1e8d6bd5668e4951189a7cff31d1d86029f3b7a8026e85f36f855a1a7883
340,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\340_TRANSCRIPT.csv,9401,beb2b3771ad15096d15f22af029dc6e2dfa7bd0945604ab1ccdc9e0e9911f350
341,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\341_TRANSCRIPT.csv,15748,da1263c6a64c3236953275a910b5e29354722326b9a625c3a4113ec0400a55ce
343,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\343_TRANSCRIPT.csv,12319,cbf7ae6fba7949eb4cd3091c1e0009c0d82410c1a54dc3530e22fadd185be92d
344,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\344_TRANSCRIPT.csv,19529,260a41cf4b12c543c44ccacac49685791de7124d039e462d5819d223b77812c9
345,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\345_TRANSCRIPT.csv,13593,7c3bca66a6d3649e4502bd0b5c1e144dacacc19b73ffb0b917cc4c4bdadafdda
346,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\346_TRANSCRIPT.csv,22989,513de65e956f76d9b4c18079978c8133406f4bb79da9a51ff5c79456d4c42f8e
347,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\347_TRANSCRIPT.csv,8385,35df258025499fe5ca93979f88559f8b17100d5949b37903d9ec06a73792c122
348,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\348_TRANSCRIPT.csv,12710,4a8aa88a525354fdb64b397881d51afc2129ea25bbc9064fe3d70e4154d00258
349,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\349_TRANSCRIPT.csv,17727,9b929565bdea48226ec0aa762b9ef21e26de723955b159cf443abd4c035847be
350,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\350_TRANSCRIPT.csv,14905,a3b11ee62e0a4b1491634c6c0c9e20755a4af4922e26816b00a5bc78e7ee751a
351,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\351_TRANSCRIPT.csv,13403,c7ac8893951dc0e6e09c6723b6e85f67f23ccd232d88429b895185f7c16d548a
352,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\352_TRANSCRIPT.csv,13597,4396a8c00e0341cd3f25563f5edf4b9522687322569d596b34469caa2cd90c57
353,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\353_TRANSCRIPT.csv,13435,00e6c5ccf3f4da3f187cdc8a7ca636791aecd21578d71137bf2a40484ae0c435
354,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\354_TRANSCRIPT.csv,9408,71d616f96cc0500cb803ab2b7d3b12878e41eb790c7167017e585bfd35e284c9
355,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\355_TRANSCRIPT.csv,11843,ff063ee603680fb7fa22d21491c579f68b0cb45f87b96f73b317683fd7322b36
356,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\356_TRANSCRIPT.csv,16574,fc0b8f239ca5bacdc2e31af4ad9ddace4f26039e3db1bbbbf8ee1bde744f1b4c
357,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\357_TRANSCRIPT.csv,6919,0889ac876ade45a7659e0f861ab91f24ec3a0a73e11bf554c44073b44ffe4190
358,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\358_TRANSCRIPT.csv,9544,88ce3be087a3eab3a82d44d2f5e8226378c9ec230ebb64273f9ae674174fb17a
359,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\359_TRANSCRIPT.csv,20241,e494668777cac1de9dc5880ccd949cba3970c0f93cf2b0167cad2dbda24c6827
360,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\360_TRANSCRIPT.csv,6879,bab197bd47520d5e26177d80ae8388ee0acff2e4484d841b1e9781bb002754b8
361,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\361_TRANSCRIPT.csv,10932,50ddf6e13a6731059694949bc0d17db4bd9130c3fb32bfe9d8b2b1325fa3a192
362,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\362_TRANSCRIPT.csv,9281,1eff7f2fd5bbae6edb864b923dad161a7f119c38af6d7d6f8f6834c4bdd6d766
363,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\363_TRANSCRIPT.csv,19831,f9e3ad232823165ed5db7322f3af10c9dc5a71dad5e8dca069d9f523fbea6dd2
364,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\364_TRANSCRIPT.csv,37583,a68b854b7f0e41dbe5c636c732c79fbfc794185502a41e46c5f3665cd0e4f87f
365,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\365_TRANSCRIPT.csv,26252,badf971be7fb8851fe2a74e795bb8beb3337f19747209b7c6eb6e3093e0ddd1d
366,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\366_TRANSCRIPT.csv,25770,4bb3925ff033bcc8a4574346c231b61bd54d345f27bddf1ba6e567e2e7a63fa5
367,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\367_TRANSCRIPT.csv,28043,b5ea319528f3f86135f0d47be6a3ac1448f6a664ccbe2dc8c0137250b3c2e862
368,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\368_TRANSCRIPT.csv,28576,1700b93dae5376863ccbbba3323f656aacfe5629c65631a4e5c0bae62768d1fb
369,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\369_TRANSCRIPT.csv,21486,32d2d05dfd5121187c6844d28a9966ff9a79bb6ef4a38e2514ba4cda454106c2
370,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\370_TRANSCRIPT.csv,23224,cb3b7e9244bb8eaecb4522af2f30eeab9db66b2d8cd34c8bd7991a3a05272868
371,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\371_TRANSCRIPT.csv,14052,57d4e4d0b426fece0b954cbd1b827ce782acf118dcd1968a7d306c3efef2ddac
372,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\372_TRANSCRIPT.csv,25904,e6e9931a8db0ebebfc59ea38fc0211025514fe3e6bc743d07a9a5973a9fe07cb
373,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\373_TRANSCRIPT.csv,27151,c72d7f03e1fc391448abb1b5d05aacda22feabd91267e32b30a00923692140ef
374,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\374_TRANSCRIPT.csv,24293,55a6573fe62b99b968058c37a0ad5e05814fbc4ff453f6729ef9f4da702be9df
375,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\375_TRANSCRIPT.csv,10072,5a96df59d9a0c70cfc1864d5dc4f2d11fd187aa4258dfebcc37d1ec8e62d87cb
376,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\376_TRANSCRIPT.csv,19625,f0804700effbc5c7c65474c79b2798ed2193fef5f91b33bb75adbda73007555b
377,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\377_TRANSCRIPT.csv,26527,e6b5080e382167ad0e926798db427fc300ac69d422d98b1eb5b25668abe23268
378,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\378_TRANSCRIPT.csv,15916,bb99a366507899e357ba73ef23ab0a2aece3e02aebda11c1eeedb4a671c77b37
379,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\379_TRANSCRIPT.csv,26063,bfd64da0b72ab6599efb15cb75f32a2865ed78d5cf638c71b35bb634b7ef33a8
380,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\380_TRANSCRIPT.csv,35618,4915aa337ddd60314e5b216422b4e337896e30d5cfe14c3b69c428c5cd752564
381,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\381_TRANSCRIPT.csv,18572,59f5f9dda88ac830f78ea58a7c1ccc645233afbac54b87e11bde543ce6781f48
382,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\382_TRANSCRIPT.csv,15713,584c4a22557da9ddc7db16b49272706221a6caf39adb747be4107e2cc9b22a98
383,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\383_TRANSCRIPT.csv,22568,68f7a4b4a188b81f56d3b3282207ad975d55df5ca323d46832cb5a0735292880
384,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\384_TRANSCRIPT.csv,16396,be8016a91d6496c293a4c420d26cfc30266fc6c4fe4655235ea8de3c64ed5257
385,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\385_TRANSCRIPT.csv,7661,60e750b8074b837be3bd3ee7014800d343268fb7d985834a983c9157e241e9b1
386,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\386_TRANSCRIPT.csv,21311,36c9ce761dec60f46d1c5f1b9ee1937183f84db42386e1f76e03f58572f40f6b
387,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\387_TRANSCRIPT.csv,10106,34e9eb54fecd9cac70b96a82d69af5a91b97fad9071cc21a2c508820eadbdc75
388,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\388_TRANSCRIPT.csv,10290,5e4d8df44cff2266b5173c6331991e848fe496fcbd7c9b18e828e727aae41952
389,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\389_TRANSCRIPT.csv,12510,4eee01df0b3ad3c3e2bf70c45e018c03704d6980761889a846789587fc994e59
390,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\390_TRANSCRIPT.csv,19735,0a4fb3f088f2c3176edadbe251001df2dd6af0b6dad5d22576934a1b8cc27612
391,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\391_TRANSCRIPT.csv,11653,c50389ce40d460ed54768aee265625c930af288177f5a42963db1b63b8feca2d
392,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\392_TRANSCRIPT.csv,11630,fd26a286ab5460ef745d7df4b6cc04f8669eede4ce78a646177eb995da4fc2c2
393,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\393_TRANSCRIPT.csv,10831,4816ca2158d95664a2f9363e32cccce8a656cfe9f3b3be2c39b4a0ff5090d04c
395,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\395_TRANSCRIPT.csv,15290,2528782fbfc95cd50c6814a2468c6f6a8b932824654d5c979507f2c7326be632
396,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\396_TRANSCRIPT.csv,14485,f941278015a1b8674701b0c8caaf64863f7c135d56e4d019358dfc5689769f9f
397,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\397_TRANSCRIPT.csv,19924,0e437643c247da42419c044045081aeaf194ba7a5ed463fc0a084b40890b24b2
399,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\399_TRANSCRIPT.csv,13773,b2e55d63c92861449edb3525b351d118adf7c5da2ce7ef611d050d0341a5d86b
400,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\400_TRANSCRIPT.csv,16106,35052c774a1b2c3be6c6710daeaf3f18b9a3a455c6c95ba76595ebdb57f765a2
401,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\401_TRANSCRIPT.csv,16241,c416d92ccb3715b782a16621adccf4ca53880d9ebc5362cd5be7c2fbffe99538
402,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\402_TRANSCRIPT.csv,14504,e0a6eb18291a930b06a27efca06d752df134988f42845164bb24b62a7ca59f49
403,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\403_TRANSCRIPT.csv,15659,a96f8f9e2e46dca3f1691c4b1340e1e21abce160ab658bc30862f7c94dceff7b
404,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\404_TRANSCRIPT.csv,15910,34e75a2ed113559bb4417c031a62b97671036ed7add8d768e64c38ce086201b8
405,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\405_TRANSCRIPT.csv,28442,1267a9e866aad2c74b9ad990976ea2351483d02a8c7b3d6a916ed8a61fe8ca7d
406,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\406_TRANSCRIPT.csv,12735,ea9363939167137554c886e94ca24c4547d3346ed6fce999664d365e9d6047de
407,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\407_TRANSCRIPT.csv,28056,ed6f7c0229e0ea56f4df047b20eaacc5773cab625e692f0817b179ea99e91117
408,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\408_TRANSCRIPT.csv,12037,13029dfbe30a232ced906d5c3f66aeba26d738c42427e9b624cf8e1e877d14f9
409,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\409_TRANSCRIPT.csv,23242,8a2a0cd2bda2e880b2affb1854b85150009f86568f1f88df6fa67d9552681b04
410,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\410_TRANSCRIPT.csv,17705,e54d557d3fac08d353a11b1152889f25ff404388d3f2fd01138ed99fd071415b
411,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\411_TRANSCRIPT.csv,26849,7b468d1420f1bb49c931af5b5d1b0ea95fa80e4ee1c792329aa02b9f8f370fcf
412,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\412_TRANSCRIPT.csv,14007,6e6ab3560f8f7fea703fe1d4da7c8ec81d3106a81e7cee597b667ea2f2d4d5ee
413,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\413_TRANSCRIPT.csv,18372,3df9c46a5cc98b928d272482b12d330ff6013d14ac67f89b7179c0a0169ddd18
414,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\414_TRANSCRIPT.csv,17135,9863597f9cbca71a3b2852d1f173aa60cd0a762ac022fcc16bb7aad39288ce04
415,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\415_TRANSCRIPT.csv,15150,0cb55a4ed3cc110ffe35d3fe1e9765fae4e47b57244cee8a30c88d1baf963aa6
416,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\416_TRANSCRIPT.csv,17885,3744d84b258a4d1b02ea6c382d1b2d6be90948a949467c606360ac8080022111
417,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\417_TRANSCRIPT.csv,15410,0a80a2ddd251ded96be1a42eae3a197a5c91889f7ebb46fcc56492343cd6d669
418,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\418_TRANSCRIPT.csv,19639,8e7c456c8e482c27a7ff6966ed3450e6a2134db68977c077e374b907fd388623
419,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\419_TRANSCRIPT.csv,17431,8560af888ccca7f5f8bda87c4e4245906a67bd8469f79aa0053bd264121e064d
420,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\420_TRANSCRIPT.csv,16932,58e9f129613667b8b260c73524ce56ba413438bffbe86f6480da5dc1e7b3bffc
421,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\421_TRANSCRIPT.csv,14948,df8fc548c0425537806a2588f63954d8d583c7a95f969b38c77607ec9ee63036
422,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\422_TRANSCRIPT.csv,25038,81d6fadb20f22a592c98f344ecd551ae1d2c8a72103f354aa44593a189cd9c6e
423,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\423_TRANSCRIPT.csv,15968,657da0f4e2e49fa02182273fc866274c3ebe88bed32bd405826729927afa33f7
424,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\424_TRANSCRIPT.csv,21916,35aa2d19cf7ae4e9d50e8c2b14fb2213a93168dda95ee118dd0f1cc78cb6994c
425,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\425_TRANSCRIPT.csv,18758,0ce141598c592d53d3b7b010cf5ec470454a3f1bcc3ed275c185a21b2e2ceaa4
426,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\426_TRANSCRIPT.csv,17640,93972344c4589aec0ac9f0b20c2b53f48f2c85ae850e003b4eaa4c72c0b11fd1
427,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\427_TRANSCRIPT.csv,16591,65bbfb8fe51aa86666684776a815fb5d322ce5f6eb8f542e2f91cfa496356c56
428,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\428_TRANSCRIPT.csv,14405,e69ecdd1e1f77aeebcba22bf3b83cdf046820a3274ba580c9d7b129a3a0cb81a
429,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\429_TRANSCRIPT.csv,18291,e8828e503d421cd60089de88a674d0051660b944717ea9f6085198a7719a2e01
430,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\430_TRANSCRIPT.csv,17005,9029883a0bd55b2910f82f646a846b6acd8504a6d18d5bb9f344b7b9119b2395
431,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\431_TRANSCRIPT.csv,14470,838bdd1c9ad5ff52d22e0010959f61b70075440f47bb7c9e0bcf6ce1d17d511d
432,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\432_TRANSCRIPT.csv,17554,39e81f72d912379c974d8c8fb0e29e1704d4333ed86d2842504cc4121a0245f2
433,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\433_TRANSCRIPT.csv,14863,517437c0dd6b68ab92c422316a3a086ddebedd288b720fa60d6e1cd3e73995d8
434,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\434_TRANSCRIPT.csv,24097,50d555c066ab911828692cd20182a046c6d572f296a425f255b66111be81d9a2
435,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\435_TRANSCRIPT.csv,17159,8d5b3bc6f93b5872c9645e8d21ba27eff5a992895217afe3f157402b3c828f78
436,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\436_TRANSCRIPT.csv,15544,4a37cc2ada0a61bead30284eaf1cb2c47063b8c81401b5688cfc83f83ca83c0f
437,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\437_TRANSCRIPT.csv,15501,11350c654e220239a71be6ed985a43d98ca843d51ea0c5ecb9337c6c06d31107
438,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\438_TRANSCRIPT.csv,26926,e442f9b3240128c351087c2536fa244a07119554028ba6d88033798b116eac3c
439,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\439_TRANSCRIPT.csv,25086,64a4ed4133d97512d6605e0896a39ff95fe82e3ee8811b63fe8671e72368685e
440,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\440_TRANSCRIPT.csv,23168,194b5ce8af2f8b519cd4e160c0289b08cdfad825194cffd75b9cebe9a41c9f8b
441,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\441_TRANSCRIPT.csv,16677,e8646c7c2a1c0fb5f8a7e2d87174af4d51e6788eb56267426ed107b20edf20a3
442,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\442_TRANSCRIPT.csv,19809,d8b7486406f0b73f533adb78c76380a41cec890526930b03c38528fdc7346fbb
443,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\443_TRANSCRIPT.csv,11732,0a457cd748640f20333b860b921ae866c1e083ea7260f5437404ce9494cc4965
444,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\444_TRANSCRIPT.csv,27864,3b91920354fbd3030b1d5917b67302f6af230b7ace6601bdb83baf89b7ccd541
445,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\445_TRANSCRIPT.csv,13276,db096db9fb3eb5eef51d3b1099a7b276106615dd67038e55d15e75c982f31da5
446,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\446_TRANSCRIPT.csv,19051,3327763c2cabf2905dbce2be2fa86af7e16638df735c663461f8b4cf70224d9f
447,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\447_TRANSCRIPT.csv,15347,062123b333b505c146c65cb30a050c93c226ce231e1b3aa875e078c6cc130c95
448,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\448_TRANSCRIPT.csv,23049,5a8342b323e4377f5bdb865ac48f3e4e373ba5f6afe47846086dbaaf03bc1ba9
449,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\449_TRANSCRIPT.csv,23800,a0c06072fc85b6c78d01cb163423e44d27dfa29dd54e74f568d0261a8f60141e
450,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\450_TRANSCRIPT.csv,23447,3543dabf78e1eb8e825a90d52a190c206d8ee1134bbb50b6a93d8c419359d861
451,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\451_TRANSCRIPT.csv,16238,e38777ade35efb1a1dcaca108537c6cbeed6a0b206dc5afac281bba5739f5c25
452,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\452_TRANSCRIPT.csv,12316,39f72cf29916702024bd3174c571de4b70a90eda3b84ce22b8105d8cc1ae6e22
453,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\453_TRANSCRIPT.csv,20192,26708ea2e643ccf704fb7ad525c4a44dc4d89ee0af3bb57b04c37515e584a341
454,F:\数据库\E-daic\DAIC-WOZ_original_transcripts\454_TRANSCRIPT.csv,14382,67adf7f1a1d7094f861650c46a682d2a99815c878af89e0c28d376ca59491c89
