"path","bytes","sha256"
"analysis_v2/06_tables_figures/supplement/figure_s2_legend.md","461","33fca5745020d6c42773aa5060c340b85226df0e7afacb2385c0a58f9f7b0fdc"
"analysis_v2/06_tables_figures/supplement/figure_s2_source_data.csv","736","8adc28602fa370979973e1cec20a15082c41e10463a249c9a2da740395397407"
"analysis_v2/06_tables_figures/supplement/table_s1_threshold_stability.csv","2969","ce3de84b4825c8ac64791ad75ff65778c665ded76df028a91c96510991ae15e8"
"analysis_v2/06_tables_figures/supplement/table_s1_threshold_stability.md","1875","fc342a79ea38e5b2f03e8119385315b66ecea9b74294ac8c23c436cde7392901"
"analysis_v2/06_tables_figures/supplement/table_s2_tfidf_calibration.csv","2340","035ac0942feb67d59cf6a4d2ae45f6f43f35415ff2508782e8154cce7384770d"
"analysis_v2/06_tables_figures/supplement/table_s2_tfidf_calibration.md","1593","ccbbe4b17b9d09ec549ec8b04571ac45af0395f768604008aa1ab04fb43e1506"
"analysis_v2/06_tables_figures/supplement/table_s3_probability_distributions.csv","4529","55d2b2377794117f5ff12d01284be490132c5910236ca67fd40e2b0d54791c93"
"analysis_v2/06_tables_figures/supplement/table_s3_probability_distributions.md","2946","184b9e5153e1e6f9e94ebc8d75b3b5ae1a0387d5df680b183f0b18d916a32916"
"analysis_v2/06_tables_figures/supplement/table_s4_c5_controls.csv","2174","d4368b0a0250918658f588cb72d875dadf01236fc9a97e0af96d9952fabd16be"
"analysis_v2/06_tables_figures/supplement/table_s4_c5_controls.md","1539","d8fb3518965bd9a2abe0794ebad8a587ae6fc620dc4516ffecdc709110168988"
"analysis_v2/06_tables_figures/supplement/table_s5_c5_paired_tests.csv","4163","1cb92b97db5a4598d7884663dc74c84311cae7382ee16f44896be2c4ee891462"
"analysis_v2/06_tables_figures/supplement/table_s5_c5_paired_tests.md","3932","c6d822bcf99377de58643e0971bff395eb576f8fb829c42d775af0af8024669e"
"analysis_v2/06_tables_figures/supplement/table_s6_c4_controls.csv","736","8adc28602fa370979973e1cec20a15082c41e10463a249c9a2da740395397407"
"analysis_v2/06_tables_figures/supplement/table_s6_c4_controls.md","590","356accb5d06a6a0bcbf15c596ae92ad2150476f35d2fe689072d3140d31a3cee"
"analysis_v2/06_tables_figures/supplement/table_s7_c4_paired_tests.csv","1293","3f985cab139abff8a3b865e8963e2201e41f33ff9b3e63dafcfe990292b24506"
"analysis_v2/06_tables_figures/supplement/table_s7_c4_paired_tests.md","1245","6b9061849f1610da3e7548b596a048ad429a842e16db44e737186eae448467bc"
"analysis_v2/06_tables_figures/supplementary_table_S1_dp_validity.csv","1043","4684297d84699266938eccf32a7098ad1d1d48ad0ff4670a1bc29baf17ae595e"
"analysis_v2/06_tables_figures/validation_report.md","5509","0274bc302c0c99443b6dfde3fde9bded8edfb3eac854923ff14e2402a25c334b"
"analysis_v2/10_source_importance/08_identification_sensitivity/identification_sensitivity_plan.md","5341","a720a3a8fa39808f39b78cff1427c67cfdc00ceb8c877c6ec0ecfc26b01357d0"
"analysis_v2/10_source_importance/08_identification_sensitivity/run_formal_10x/primary_contrasts.csv","1895","f626f88d61da3f9a2618baa56804765822451a0ccb1948275fc48d1cc229f433"
"analysis_v2/10_source_importance/08_identification_sensitivity/run_formal_10x/repeat_contrasts.csv","7854","eebc489c76414b747e05ddab48daacab0bcc51587a1914f80f01061e33c6c08f"
"analysis_v2/10_source_importance/08_identification_sensitivity/run_formal_10x/run_manifest.json","5361","84202face33c47b10a26ac5bf8e6ff679b86185186b3cfcd2c3d0c61a67ab56e"
"analysis_v2/12_submission_audit/c5_retained_alignment_metrics.csv","392","f87102a9d04e967c228878347e875299d472a9f1e0a95194e35c4fb81c492dbf"
"analysis_v2/12_submission_audit/c5_retained_alignment_paired_differences.csv","785","d0aa7b4f9af9940c10a028d93c3f9cc90298756d30ca56671a1f472a1aca2649"
"analysis_v2/12_submission_audit/c5_retained_alignment_probability_change_summary.csv","318","a84348193fd3cc385beb996b703a16852797d7ce543b3bf9cf956441b768c74a"
"analysis_v2/12_submission_audit/c5_traceability_summary.json","774","256fb807c8bd8ab497adc63fed22b280bccca9bb10cad56f27d1331b7400e47b"
"analysis_v2/12_submission_audit/c5_traceability_summary.md","1328","e95ca940d87d2b3cb39e5e09ecdde91e277612a3d2fc4da01880b96abf7a0bbe"
"analysis_v2/12_submission_audit/claim_evidence_matrix.md","5669","e4b3465d057c70f4cbd9c56a2df25eeae508bf23c29109993567b5392de9e952"
"analysis_v2/12_submission_audit/figures/figure_1_source_signal_paths.pdf","23597","e0b586f022908296e19c71d1f53cacf82a5deef5ae02a2dbbf17c8c81a5e2b12"
"analysis_v2/12_submission_audit/figures/figure_1_source_signal_paths.png","702456","fd99510261a9e762f42cb931c380336c70607b862e6b3e1f2b45744aed5a3321"
"analysis_v2/12_submission_audit/figures/figure_1_source_signal_paths.svg","70585","23e839678ed8a789ba3a749818bba66883eb15bda6dfec70b07d03a456886d7a"
"analysis_v2/12_submission_audit/figures/figure_2_locked_source_performance.pdf","18330","c91d4543e1cba2931876f760cc5be199e01d9b237193664ed36d974e23b8ab23"
"analysis_v2/12_submission_audit/figures/figure_2_locked_source_performance.png","277435","821c78cc797004f65ba5a10f380140b132792d48a340bce4a267ea29942695c3"
"analysis_v2/12_submission_audit/figures/figure_2_locked_source_performance.svg","47109","776c684c4b10bb4e4bba86842b857df3f9bef1eb0f06ed21acd73d456b18858f"
"analysis_v2/12_submission_audit/figures/figure_3_calibration_threshold_locked.pdf","20330","4a58d663d10a66a511be99410d05cb13544c3189d7278dd7213e7e76d93232d2"
"analysis_v2/12_submission_audit/figures/figure_3_calibration_threshold_locked.png","984637","5045107663df35aa9f4f22c49129e7412ff9978ee58aa02a235a18daabee8c8f"
"analysis_v2/12_submission_audit/figures/figure_3_calibration_threshold_locked.svg","102148","2dde91702548f22b9a8e79979c0a0cb9ab06bba2941a3ac5b71141a59470bc14"
"analysis_v2/12_submission_audit/figures/figure_4_structure_controls_locked.pdf","21398","fc639bc2bc2058e8137510e638bca09df89cf68ede4ea0a2a9b993b3f83f522d"
"analysis_v2/12_submission_audit/figures/figure_4_structure_controls_locked.png","573738","703e714321a398a8fff751649f56726e0b483190289415de1c6e1da2cc4df4a5"
"analysis_v2/12_submission_audit/figures/figure_4_structure_controls_locked.svg","85368","635f4647c76ae7fbec8fc88a2ac92d732cab9671be5c9abc04ccfd942e0d7a79"
"analysis_v2/12_submission_audit/frozen_data_summary.md","17190","87ab77e08621d3e6995052e6daaf2ff8549bedfb62b8d95dcd3a939ca19d009d"
"analysis_v2/12_submission_audit/locked_brier_fold_metrics.csv","7493","79d304c213eb011fdf8852ee71fa94f6323eeed15b9af3f09d3cc0b567ecf179"
"analysis_v2/12_submission_audit/locked_brier_skill_metrics.csv","4822","347459249aaf74c192ddfe2e1fec90687e355df8d598d202c204db2f3441591f"
"analysis_v2/12_submission_audit/locked_calibration_curve_data.csv","2075","efa852c2acb463198bf90ec1d3a1c331f63c966fd784506593798b728c355cd5"
"analysis_v2/12_submission_audit/locked_core_paired_comparisons.csv","1448","f22a077c3989025b88df25a67cf9a607cb343aeed4f8c98edb7714f137c19e00"
"analysis_v2/12_submission_audit/locked_source_metrics.csv","2613","268ef4107e3bbcdec96752e7c666e33f620a573677a393cbbb5c8c593bb3fab4"
"analysis_v2/12_submission_audit/locked_template_control_auc_ci.csv","290","61326f6884e5145aa3f1a1fad90a773b89beb171ee5c910aad2bc7ac79053df0"
"analysis_v2/12_submission_audit/locked_template_control_metrics.csv","323","1306c98cfc35b7c129afbc0f90a1cad0643e34233c3c0b8ed3968d217df3d2b7"
"analysis_v2/12_submission_audit/locked_threshold_curve_data.csv","6495","7381dc1a0c8047f6b507393bb8723801f540cc3be807d2a714131a87d62619d0"
"analysis_v2/12_submission_audit/model_configuration.md","1599","b945ece80481f4ee71439484aa3cefb34b0ce0334b89dbaaf6b84bef74382769"
"analysis_v2/12_submission_audit/post_submission_audit_sensitivity_plan.md","18049","53ca31563d72424ceba85222d794e8bae7278e766d182d7b67cc001a7f1fede0"
"analysis_v2/12_submission_audit/recomputation_verification.json","11816","ca8bded0644695d653c7c7800a31bebcafb6e352d49a91f9bcd5570f32075226"
"analysis_v2/12_submission_audit/reviewer_requirement_matrix.md","5932","5abd84e7ea8767ac4bcc3246f2381341e50587e7acf8cdc1acc32d229c6021cf"
"analysis_v2/12_submission_audit/run_manifest.json","5536","d028dd636281c1279f9badbf81d7dce2d6646e61e5396fa846a0c38dc42f7ae6"
"analysis_v2/12_submission_audit/structural_baseline_auc_ci.csv","341","a8e89a275e22c27fd923ed59438f21eaddedac0ff22c7563a9c180f702451530"
"analysis_v2/12_submission_audit/structural_baseline_metrics.csv","390","7ed96db2ba482f4c97f7d8cc68808e0d82cd6d0316096ec80a41ed24bc490d25"
"analysis_v2/12_submission_audit/structural_feature_dictionary.md","1670","fe3c56b0ebd51118bffee4ef2091c5088fad0d60a3537ac67c3242f52f97f821"
"analysis_v2/12_submission_audit/structure_control_figure_data.csv","1367","0e4d1aebb43ba367b75955fd880bbe466f7ceacaebbe7220b9877a53b50894f9"
"analysis_v2/12_submission_audit/submission_audit_summary.md","6387","716232f5d76a8c0ae8317b68ab9a48d8f428ede0209317dc52c43477d381b67a"
"analysis_v2/12_submission_audit/submission_figure_contract.md","1124","07685bd515f9f75edf16bbc276b42546deb74ab7116de19467ef55adfc4bc26c"
"analysis_v2/12_submission_audit/symmetric_half_min_audit_summary.csv","759","9fca61880f3139098b44b6fc427a3e4b3e26875d9dac68e37d111231d5fc56f9"
"analysis_v2/12_submission_audit/symmetric_half_min_draw_metrics.csv","8197","9e0046a9a18e714dde3fffbc3dcd3549540a6133e4837bd16b983889ebb1a94c"
"analysis_v2/12_submission_audit/symmetric_half_min_metrics.csv","678","8c980a25439e0826a8961e734f21635e87cbffe6464dbcb090ded5bb7eebecb6"
"analysis_v2/12_submission_audit/symmetric_half_min_paired_comparison.csv","637","c4cde79b34f679578b1b9add63b6a35d5277b08753af25cd6355b9812e5a6dfa"
"analysis_v2/12_submission_audit/symmetric_position_metrics.csv","1081","d40447e54a7d15495df392cee9d54e534302c78e082ee5f425ebf326e0c74561"
"analysis_v2/12_submission_audit/symmetric_position_paired_comparisons.csv","719","c6d1d7e74c8646c96af78f07ee3ce2062bc95e804c67ec372904d39a501b6996"
"analysis_v2/12_submission_audit/targeted_literature_search_log.md","4264","3c098a82428c0df3781d3c35c7e4bfcc9483b3776858dff802984aba313f83b3"
"analysis_v2/12_submission_audit/token_matched_draw_metrics.csv","8182","2394542f00f6753aff3ca8bf7e0ff74f69d5168a05f38b9ecdbc5c2515768199"
"analysis_v2/12_submission_audit/token_matched_ensemble_comparison_audit_only.csv","277","f9bd53c87b6ff089e5b559532eb6ff555044c8c9a680217499ae274c28b1addf"
"analysis_v2/12_submission_audit/token_matched_ensemble_metrics_audit_only.csv","398","2a1f1337a70bc3d6446cbaad0b117af43d1b1a5fcc2d2f475a54ccb20a72c560"
"analysis_v2/12_submission_audit/token_matched_metrics.csv","681","f903c436b23b600d5bc9bf0ad91f5343dcc669b11da0e0905e8765707456002a"
"analysis_v2/12_submission_audit/token_matched_paired_comparison.csv","643","3f2f5f7c734660005766a3c5fbb8b614c8525659a289b2bd7a8e14cc393e1178"
"analysis_v2/12_submission_audit/token_matching_asymmetry_summary.csv","790","1ceb963a996163d8ccdd42b8f9d3cac1f35ccbce101a946fbcc6102b2713453b"
"analysis_v2/15_interviewer_signal_explanation/final/explanation_block_shapley.csv","1535","6791aaa4a2309afede7fe3871eb8851c8668a28053a79d37f8a7d28b907818f3"
"analysis_v2/15_interviewer_signal_explanation/final/explanation_repeat_stability.csv","20609","e8de05fdbd14ff1b8fa70027435dce88af4db08a0e706e2d784c5df2b3885bfe"
"analysis_v2/15_interviewer_signal_explanation/final/explanation_subset_metrics.csv","86332","a550ba89d14e0f470d87327002bc7e5cf2c3f8cb9c5f5e691de3fefe72c1b726"
"analysis_v2/15_interviewer_signal_explanation/final/fake_domain_explanation_results.csv","24296","682da41d7c873d3b3fef75e764961cc351e769edc9a9a0b264c451d552c50df0"
"analysis_v2/15_interviewer_signal_explanation/final/fake_domain_residual_results.csv","37669","6ac82cb7eb5af954d8cda70e082f2aca8edc8e93d30b3f0fa7648691990950f3"
"analysis_v2/15_interviewer_signal_explanation/final/fake_domain_summary.csv","1194","129764097d03b1c2e5d3fccd9ef81c838a23ad3b61aa7b7b2e627ae74646544c"
"analysis_v2/15_interviewer_signal_explanation/final/figures/explanation_block_shapley_forest.pdf","12890","915f8917f75489ced39f8fcb53f1858cfcede29460cc0e9b631c886e7056fe35"
"analysis_v2/15_interviewer_signal_explanation/final/figures/explanation_block_shapley_forest.png","48796","18798d11cdba611dc57d4ceff579253579d4de5f6c6bb6bfc315391c425cc0f9"
"analysis_v2/15_interviewer_signal_explanation/final/figures/explanation_block_shapley_forest.svg","26133","1fa3686839cfd46fed5ad7804f6b93c687886540ad342f5f8c5e86f07afd2661"
"analysis_v2/15_interviewer_signal_explanation/final/figures/fake_domain_negative_control_plot.pdf","15663","6ef95fad69b5f3c8945c9828bfdc0b10db7a0a012997ee2e9aecd74efd015346"
"analysis_v2/15_interviewer_signal_explanation/final/figures/fake_domain_negative_control_plot.png","85568","473ab2d08ed92afb1c3455e192eb07d459cc0d3d26d2ca601e3a779e8a118458"
"analysis_v2/15_interviewer_signal_explanation/final/figures/fake_domain_negative_control_plot.svg","49490","9490ae0e8dfb2085771a6a5261380262c6d8353f85f9ea0641fd4a348028f360"
"analysis_v2/15_interviewer_signal_explanation/final/figures/interviewer_score_recoverability_forest.pdf","18076","8fcef167763b4ddfffcca0b6f6095252fc7884991e58a214f49d42f423c84d09"
"analysis_v2/15_interviewer_signal_explanation/final/figures/interviewer_score_recoverability_forest.png","126270","716b4fb1dfef07e73b524ae362c6526a25dd8555e2acef96899563687ffb990a"
"analysis_v2/15_interviewer_signal_explanation/final/figures/interviewer_score_recoverability_forest.svg","47080","1258f97b1c335b6fbb77c35acb17c64155b78a510f4c69aa2519c5703517dd66"
"analysis_v2/15_interviewer_signal_explanation/final/figures/pairing_dependence_plot.pdf","19146","46e0f30f43226f5505a7313e0d4b6cca6474523de6cc49689f7ae4f4eeab42c5"
"analysis_v2/15_interviewer_signal_explanation/final/figures/pairing_dependence_plot.png","145127","ba5566aebfb2d3874a87f280246165fe3f90f0c10de594d31deeacf3a552da36"
"analysis_v2/15_interviewer_signal_explanation/final/figures/pairing_dependence_plot.svg","130236","91f6d4370fc1043f7336ba283468063310d5e9c30b17f80fe3975c5cd4e6bdef"
"analysis_v2/15_interviewer_signal_explanation/final/figures/residual_signal_forest.pdf","11851","c5021e3117d588188de2147faca34d9ed05ae29cbe757831b77985fddcb57ec5"
"analysis_v2/15_interviewer_signal_explanation/final/figures/residual_signal_forest.png","58398","2ff3e36c452148db7fd314a703fff727c6bf215441dc3acb47f89df59d2d9afa"
"analysis_v2/15_interviewer_signal_explanation/final/figures/residual_signal_forest.svg","23460","1556ed4b55d7b362c823a1922c7a650df968dc280459eec02ab4884543bc1762"
"analysis_v2/15_interviewer_signal_explanation/final/global_fdr_sensitivity.csv","1279","3d62f4a5aee917d3e24141140ced1f78078e5a6644833ed96b2d40ee3b28c0f9"
"analysis_v2/15_interviewer_signal_explanation/final/input_availability.json","4839","b529769068af0adcded746ae4ccd9bdc268da685382a15ec2309607082e49df1"
"analysis_v2/15_interviewer_signal_explanation/final/interviewer_path_feature_dictionary.md","22546","524b8238faf1ce5b181cd8472706e7ffe9992a681f102e8debbc13e070e9a293"
"analysis_v2/15_interviewer_signal_explanation/final/label_conditioned_recoverability_metrics.csv","48963","a634b75bc446a520c3abdcd8861d263d97fbfe11c0cd12a7c229df4953dab151"
"analysis_v2/15_interviewer_signal_explanation/final/label_only_recoverability_metrics.csv","35928","96e3bb9c10e17b8ce29d4473780a64a25ad3581b442597be89b88079353364b4"
"analysis_v2/15_interviewer_signal_explanation/final/pairing_deltas.csv","60839","24661078e3e7778450e61710eee81c71bbb1f63e8e7d80268f2a67c7a5acce01"
"analysis_v2/15_interviewer_signal_explanation/final/pairing_draw_stability.csv","4905","e7622ba51761cdb97dbcb420266afabc9e7bad6b795a011092d95a07100fae9b"
"analysis_v2/15_interviewer_signal_explanation/final/pairing_inner_training_quality.csv","175370","6de8e60825c85be71660fa468904ed2924fcd46b02e27e8e57b9a5e9ea361e33"
"analysis_v2/15_interviewer_signal_explanation/final/pairing_metrics.csv","134070","b8e29d4a20ebddf18df014ba48eef39b4f6cdb5bc0e7a8c335e236365967e156"
"analysis_v2/15_interviewer_signal_explanation/final/recoverability_fold_metrics.csv","1045296","d922c22b404a489b8c8507f498fe8f89691bf7d65bd70dbf122fcb9d52797adb"
"analysis_v2/15_interviewer_signal_explanation/final/recoverability_scale_sensitivity.csv","214568","943b03d2f6f78b2f98596ab8686fd2a94a595cde406ab59adcaedf8cc3383036"
"analysis_v2/15_interviewer_signal_explanation/final/residual_signal_deltas.csv","9149","9374f0f56eec05e80048cbd3b2e4f4e5b0f25101d7f6f52f670fa91c332c2e90"
"analysis_v2/15_interviewer_signal_explanation/final/residual_signal_metrics.csv","9344","e8183429cb74a3ba1f7a79ae6f49a4951cdadd31cdabc2328fc2a6f43133c753"
"analysis_v2/15_interviewer_signal_explanation/final/run_manifest.json","37536","e665d0b003bd4ed22e1880901720d02ea7d58c198c3b3879bdb6c807f0533394"
"analysis_v2/15_interviewer_signal_explanation/final/structural_feature_audit.csv","2241","6afdfb74d0031c618746e1e10bbe6df2fef17edd69482fd63f278acc015550c2"
"analysis_v2/15_interviewer_signal_explanation/final/structural_feature_audit.json","6741","6f8cc1dda844559394e0faafe9020167fd0d467b3501850c6898a5ca62bb572e"
"analysis_v2/15_interviewer_signal_explanation/interviewer_signal_explanation_plan.md","32922","e31265f624644247164ce59354542a7f0d79755cfc234964ad2a73826ca6777e"
"analysis_v2/15_interviewer_signal_explanation/rerun_verification.json","12230","96ab93ec14ba6d0956eea660956d7afb0909d78b4bec8286b30f6bf63d04242f"
"analysis_v2/16_interviewer_signal_revision/c5_agreement_data_gap.md","3555","f1cd85de4e95d0e9bbde71d9e8d24ab7bfbfcb5bae2cfc99331b37ba3974ce84"
"analysis_v2/16_interviewer_signal_revision/c5_agreement_material_inventory.md","2001","149a788b8faaf435724058e6d2a7d3cdc45d9845c157ba6d401799ef9d3e0c31"
"analysis_v2/16_interviewer_signal_revision/c5_stage1_validity_summary.md","2340","5667fcc8a20be6791bf6bc020ef2080bfd5cd800497eec14c83b0071a1ce730b"
"analysis_v2/16_interviewer_signal_revision/final/block_increment_contrasts.csv","8269","60ce8e2c937c9d29af685a5f5c11aa0a8b5738dc1966956f5b32e8aa97283ec6"
"analysis_v2/16_interviewer_signal_revision/final/c5_human_validation_field_dictionary.md","1054","f4aede6b67900b08f9a9d0be94ecdb56ceccabb036eb16622eb4693357a668af"
"analysis_v2/16_interviewer_signal_revision/final/c5_human_validation_source_hash.json","1078","465ba79788bee9d1619281d2caa9b21cdee5e9a24eee157092fe4d2238d31351"
"analysis_v2/16_interviewer_signal_revision/final/r_absorption_sensitivity_metrics.csv","2109","1b1277b2d1db90716dd0e71474c7deb4bf26faa4da2352cdfed4829cd7658a7b"
"analysis_v2/16_interviewer_signal_revision/final/run_manifest.json","20862","24e5b87e5e878d4b20f4d5c90d4180344e8a48917979f08b1500cf4a64789720"
