representation,repeat,outer_fold,draw,domain_type,participant_id,label,interviewer_logit,predicted_interviewer_logit,outer_train_mean_null_prediction
tfidf,1,3,1,fake,383,0,-0.4995768493028707,-0.3647933364909982,-0.1527325332380422
tfidf,1,3,1,fake,393,0,-0.548674928750991,-0.49906813912438863,-0.1527325332380422
tfidf,1,3,1,fake,395,0,-0.1850492584463646,-0.39241470581091065,-0.1527325332380422
tfidf,1,3,1,fake,397,0,-0.5467771325229672,-0.5135153593105369,-0.1527325332380422
tfidf,1,3,1,fake,425,0,0.3739369654898017,0.16343653641906683,-0.1527325332380422
tfidf,1,3,1,fake,430,0,0.02686477499655429,0.026497230370859937,-0.1527325332380422
tfidf,1,3,1,fake,436,0,-0.7352200754801274,-0.5232596167666885,-0.1527325332380422
tfidf,1,3,1,fake,439,0,-0.30106388568503345,-0.280056921847322,-0.1527325332380422
tfidf,1,3,1,fake,446,0,-0.33886272860743694,-0.3402280367562448,-0.1527325332380422
tfidf,1,3,1,fake,447,0,-0.6311612402005569,-0.5440272609549478,-0.1527325332380422
tfidf,1,3,1,fake,459,1,0.10093028341543828,-0.005255039011983181,-0.1527325332380422
tfidf,1,3,1,fake,474,0,-0.7708908428382037,-0.46788264714589745,-0.1527325332380422
tfidf,1,3,1,fake,475,0,-0.7845665446857457,-0.5877707260006476,-0.1527325332380422
tfidf,1,3,1,fake,489,0,-0.6323107624981888,-0.5036906398449771,-0.1527325332380422
tfidf,1,3,1,fake,491,0,-0.07275805921783857,-0.1712573145177307,-0.1527325332380422
tfidf,1,4,1,fake,318,0,-0.3460905048930942,0.16857315020383892,-0.15967299402876906
tfidf,1,4,1,fake,322,0,0.4747155509686242,0.3081877402513079,-0.15967299402876906
tfidf,1,4,1,fake,326,0,-0.2582354245206282,0.18846326524723708,-0.15967299402876906
tfidf,1,4,1,fake,327,0,0.3891506796359692,0.37111172660210856,-0.15967299402876906
tfidf,1,4,1,fake,335,1,-0.07914923089242676,0.11184716217349369,-0.15967299402876906
tfidf,1,4,1,fake,343,0,0.5291772239170245,0.41563581443491315,-0.15967299402876906
tfidf,1,4,1,fake,347,1,0.22940558397211386,0.1387734004123268,-0.15967299402876906
tfidf,1,4,1,fake,351,1,0.8331745859348387,0.4406550797871829,-0.15967299402876906
tfidf,1,4,1,fake,374,0,0.35027259238276837,0.19029914704559733,-0.15967299402876906
tfidf,1,4,1,fake,377,1,0.20811625829740038,-0.11039893525910677,-0.15967299402876906
tfidf,1,4,1,fake,389,1,0.20443521116420155,0.0302539824373792,-0.15967299402876906
tfidf,1,4,1,fake,414,1,-0.27100556567713463,-0.13993173573349021,-0.15967299402876906
tfidf,1,4,1,fake,415,0,-0.752725231480988,-0.6279871814727743,-0.15967299402876906
tfidf,1,4,1,fake,419,0,-0.641554699097783,-0.42507137313834586,-0.15967299402876906
tfidf,1,4,1,fake,445,0,-0.45966218624871924,-0.527879196295004,-0.15967299402876906
tfidf,1,4,1,fake,448,1,-0.11575636906524031,-0.06160701628638199,-0.15967299402876906
tfidf,1,4,1,fake,449,0,-0.5731410436085246,-0.40282612378405125,-0.15967299402876906
tfidf,1,4,1,fake,455,0,-0.7034638444605144,-0.6082411104369839,-0.15967299402876906
tfidf,1,4,1,fake,458,0,-0.14129796076240503,-0.26343186859471773,-0.15967299402876906
tfidf,1,4,1,fake,463,0,-0.821189131942134,-0.5235917478574149,-0.15967299402876906
tfidf,1,4,1,fake,464,0,-0.8337113234195364,-0.5976929234733445,-0.15967299402876906
tfidf,1,4,1,fake,471,0,-0.861635663727115,-0.5156628011426887,-0.15967299402876906
tfidf,1,4,1,fake,472,0,-0.5987776852564959,-0.4092214447081235,-0.15967299402876906
tfidf,1,4,1,fake,477,0,-0.48262245092077427,-0.5222835947963513,-0.15967299402876906
tfidf,1,4,1,fake,478,0,0.1028342391543983,-0.10510226741196024,-0.15967299402876906
tfidf,1,4,1,fake,483,1,-0.10821818036555443,0.04657066104643537,-0.15967299402876906
tfidf,1,4,1,fake,488,0,-0.6260831433412948,-0.39958291001764956,-0.15967299402876906
tfidf,1,4,1,fake,492,0,-0.5325598372322766,-0.533579515215974,-0.15967299402876906
tfidf,1,5,1,fake,302,0,-0.2135217988787335,-0.13298907494050566,-0.13132131936899535
tfidf,1,5,1,fake,321,1,0.5415362834636385,0.3684719499547404,-0.13132131936899535
tfidf,1,5,1,fake,325,1,0.2704476289080334,0.3399090675559392,-0.13132131936899535
tfidf,1,5,1,fake,330,1,0.2077544766388804,0.11707157070048493,-0.13132131936899535
tfidf,1,5,1,fake,333,0,0.18280162927725088,0.1863312107332558,-0.13132131936899535
tfidf,1,5,1,fake,336,0,-0.1522213149339816,0.1038874365032671,-0.13132131936899535
tfidf,1,5,1,fake,340,0,-0.0532169633523252,0.09223315434657212,-0.13132131936899535
tfidf,1,5,1,fake,341,0,0.04387599236450876,0.13187654456897033,-0.13132131936899535
tfidf,1,5,1,fake,348,1,0.3246644346336065,0.34626133104246803,-0.13132131936899535
tfidf,1,5,1,fake,350,1,0.6595478683415626,0.290228163028181,-0.13132131936899535
tfidf,1,5,1,fake,360,0,0.14136242564500892,0.0871241091834688,-0.13132131936899535
tfidf,1,5,1,fake,368,0,-0.18245463691769112,-0.21648040201061175,-0.13132131936899535
tfidf,1,5,1,fake,370,0,-0.42067493272267786,-0.4737852700254116,-0.13132131936899535
tfidf,1,5,1,fake,385,0,-0.4136181715248177,-0.3648862105330525,-0.13132131936899535
tfidf,1,5,1,fake,388,1,-0.29184652443523174,-0.31614764689604413,-0.13132131936899535
tfidf,1,5,1,fake,406,0,-0.688547846903915,-0.5628441798168713,-0.13132131936899535
tfidf,1,5,1,fake,409,1,-0.2424247555064135,-0.33047214802893393,-0.13132131936899535
tfidf,1,5,1,fake,417,0,-0.2619257935703291,-0.1343267898944372,-0.13132131936899535
tfidf,1,5,1,fake,418,1,0.29562742332006153,0.019070135680891664,-0.13132131936899535
tfidf,1,5,1,fake,428,0,-0.5742622866149637,-0.4315105210160576,-0.13132131936899535
tfidf,1,5,1,fake,429,0,-0.3098720876801796,-0.40939292344506406,-0.13132131936899535
tfidf,1,5,1,fake,434,0,-0.5525761303085714,-0.2973961613105808,-0.13132131936899535
tfidf,1,5,1,fake,437,0,-0.6267447712170022,-0.5184477443176128,-0.13132131936899535
tfidf,1,5,1,fake,441,1,0.036399678874018015,-0.13712920712748594,-0.13132131936899535
tfidf,1,5,1,fake,444,0,-0.36104583868423434,-0.357814601532106,-0.13132131936899535
tfidf,1,5,1,fake,456,0,-0.7628888757634836,-0.6535152281994314,-0.13132131936899535
tfidf,1,5,1,fake,468,0,-0.7819225422296068,-0.4586318432636698,-0.13132131936899535
tfidf,1,5,1,fake,485,0,-0.6243201023194219,-0.437670253693735,-0.13132131936899535
tfidf,1,1,2,fake,319,1,0.7021057344536314,0.26477171356911555,-0.17679388669548066
tfidf,1,1,2,fake,331,0,0.5432219623774535,0.15949229023999958,-0.17679388669548066
tfidf,1,1,2,fake,345,1,0.8086939082985112,0.29211887486278587,-0.17679388669548066
tfidf,1,1,2,fake,346,1,0.5869899020795952,0.33119058445004346,-0.17679388669548066
tfidf,1,1,2,fake,357,0,0.17424893858987572,0.05368287287071963,-0.17679388669548066
tfidf,1,1,2,fake,358,0,0.7132434506354575,0.21106338158903923,-0.17679388669548066
tfidf,1,1,2,fake,362,1,0.8394931311097791,0.40185463581960634,-0.17679388669548066
tfidf,1,1,2,fake,363,0,-0.34792521554752687,-0.36134423912821023,-0.17679388669548066
tfidf,1,1,2,fake,364,0,0.21956490972088683,-0.19134478244975056,-0.17679388669548066
tfidf,1,1,2,fake,369,0,-0.47973288928452734,-0.3443620486721516,-0.17679388669548066
tfidf,1,1,2,fake,372,1,0.43307543112848684,0.1944214880634075,-0.17679388669548066
tfidf,1,1,2,fake,391,0,-0.3189371511008544,-0.5690411687372647,-0.17679388669548066
tfidf,1,1,2,fake,400,0,-0.08969133717340501,-0.11454605234821001,-0.17679388669548066
tfidf,1,1,2,fake,402,1,0.16649611207276982,0.03560879582229179,-0.17679388669548066
tfidf,1,1,2,fake,403,0,-0.7732268012224185,-0.5976653587051381,-0.17679388669548066
tfidf,1,1,2,fake,404,0,-0.14877459581218846,-0.4777024285124246,-0.17679388669548066
tfidf,1,1,2,fake,413,1,0.22845672511165488,-0.08706714461649685,-0.17679388669548066
tfidf,1,1,2,fake,416,0,-0.6674219809309218,-0.5884418767191634,-0.17679388669548066
tfidf,1,1,2,fake,420,0,-0.6247994165942848,-0.3897848451651064,-0.17679388669548066
tfidf,1,1,2,fake,423,0,-0.010122991979763837,-0.29583428186860283,-0.17679388669548066
tfidf,1,1,2,fake,426,1,0.1627744726375322,0.007517474979417738,-0.17679388669548066
tfidf,1,1,2,fake,433,1,-0.8044783117208003,-0.6735436656904757,-0.17679388669548066
tfidf,1,1,2,fake,451,0,-0.07683748977276054,-0.08678883246751,-0.17679388669548066
tfidf,1,1,2,fake,454,0,-0.6465184665506347,-0.6019552394783296,-0.17679388669548066
tfidf,1,1,2,fake,473,0,-0.6730468937290233,-0.556683908290059,-0.17679388669548066
tfidf,1,1,2,fake,476,0,-0.7571731567280353,-0.6135195138129271,-0.17679388669548066
tfidf,1,1,2,fake,484,0,0.07099082344671064,-0.1307188986220223,-0.17679388669548066
tfidf,1,1,2,fake,487,0,-0.49836467990088756,-0.3855492365403258,-0.17679388669548066
tfidf,1,1,2,fake,490,0,-0.4997918674030498,-0.39097603606964376,-0.17679388669548066
tfidf,1,2,2,fake,303,0,-0.05947879600921148,0.007471184656219848,-0.15687048650349145
tfidf,1,2,2,fake,304,0,-0.14339331586550294,0.1279027928701007,-0.15687048650349145
tfidf,1,2,2,fake,310,0,-0.18105785517683134,0.21775800535779571,-0.15687048650349145
tfidf,1,2,2,fake,312,0,-0.07363397773220194,0.21792934611484333,-0.15687048650349145
tfidf,1,2,2,fake,316,0,0.4958109538235306,0.43222618808396035,-0.15687048650349145
tfidf,1,2,2,fake,324,0,0.3946167486007911,0.2757956138800472,-0.15687048650349145
tfidf,1,2,2,fake,328,0,-0.040327482966321215,0.20585912955207797,-0.15687048650349145
tfidf,1,2,2,fake,339,1,0.678980302242895,0.5596641061932934,-0.15687048650349145
tfidf,1,2,2,fake,353,1,0.4545021132787713,0.32763795067972706,-0.15687048650349145
tfidf,1,2,2,fake,355,1,0.298069787857245,0.1444228507803485,-0.15687048650349145
tfidf,1,2,2,fake,366,0,-0.6752103865695549,-0.4247894528791454,-0.15687048650349145
tfidf,1,2,2,fake,375,0,-0.8677122997491687,-0.4721854858598004,-0.15687048650349145
tfidf,1,2,2,fake,376,1,0.2706636828277489,-0.03132729343531143,-0.15687048650349145
tfidf,1,2,2,fake,379,0,-0.6051891427429491,-0.4485938428217988,-0.15687048650349145
tfidf,1,2,2,fake,381,1,-0.01713030805009233,-0.23640514109092825,-0.15687048650349145
tfidf,1,2,2,fake,382,0,-0.7173170968640924,-0.4161869486239618,-0.15687048650349145
tfidf,1,2,2,fake,386,1,-0.4397938512671383,-0.45011120561186024,-0.15687048650349145
tfidf,1,2,2,fake,390,0,0.4590912606498587,0.1762433561530672,-0.15687048650349145
tfidf,1,2,2,fake,392,0,-0.6892278006229304,-0.5309419978456709,-0.15687048650349145
tfidf,1,2,2,fake,401,0,-0.6273176669642055,-0.46883112517948683,-0.15687048650349145
tfidf,1,2,2,fake,412,1,-0.6768288181914053,-0.552684666356162,-0.15687048650349145
tfidf,1,2,2,fake,422,1,-0.4416647477770037,-0.2788165043382678,-0.15687048650349145
tfidf,1,2,2,fake,427,0,-0.8455677472277129,-0.5428311331802425,-0.15687048650349145
tfidf,1,2,2,fake,440,1,0.2352258333258551,0.09673640576086456,-0.15687048650349145
tfidf,1,2,2,fake,443,0,-0.6255068725325924,-0.4062258736505605,-0.15687048650349145
tfidf,1,2,2,fake,457,0,-0.7796409834236101,-0.4193732623695326,-0.15687048650349145
tfidf,1,2,2,fake,479,0,-0.6755226357134596,-0.38789108361024277,-0.15687048650349145
tfidf,1,2,2,fake,482,0,-0.6927938399912903,-0.5031212680200914,-0.15687048650349145
tfidf,1,2,2,fake,486,0,-0.8656459530272318,-0.5809829389087062,-0.15687048650349145
tfidf,1,3,2,fake,305,0,0.21591952103918835,0.21514817498479039,-0.1527325332380422
tfidf,1,3,2,fake,307,0,-0.3053960795741474,0.08410710512395614,-0.1527325332380422
tfidf,1,3,2,fake,313,0,0.07871423904770478,0.11494317146805794,-0.1527325332380422
tfidf,1,3,2,fake,315,0,-0.4202867179589273,0.10052671754856252,-0.1527325332380422
tfidf,1,3,2,fake,317,0,0.5428573247122302,0.1725820980937865,-0.1527325332380422
tfidf,1,3,2,fake,320,1,0.8391951036692248,0.3148265329472516,-0.1527325332380422
tfidf,1,3,2,fake,338,1,0.5515936605574887,0.0860173550646039,-0.1527325332380422
tfidf,1,3,2,fake,344,1,0.28425383537812343,0.03393488190129665,-0.1527325332380422
tfidf,1,3,2,fake,352,1,-0.21155043302602478,0.15651322529613582,-0.1527325332380422
tfidf,1,3,2,fake,356,1,0.5012796244081582,0.18861472400125534,-0.1527325332380422
tfidf,1,3,2,fake,367,1,0.6244235035244244,0.4211729850451573,-0.1527325332380422
tfidf,1,3,2,fake,371,0,-0.35897006036123,-0.4141602149452415,-0.1527325332380422
tfidf,1,3,2,fake,380,1,-0.4613726267864364,-0.18390108620783394,-0.1527325332380422
tfidf,1,3,2,fake,383,0,-0.4995768493028707,-0.4012473786110831,-0.1527325332380422
tfidf,1,3,2,fake,393,0,-0.548674928750991,-0.49376781792124125,-0.1527325332380422
tfidf,1,3,2,fake,395,0,-0.1850492584463646,-0.3317366045501978,-0.1527325332380422
tfidf,1,3,2,fake,397,0,-0.5467771325229672,-0.4482162114778157,-0.1527325332380422
tfidf,1,3,2,fake,425,0,0.3739369654898017,0.2268484926437222,-0.1527325332380422
tfidf,1,3,2,fake,430,0,0.02686477499655429,0.003159682681214443,-0.1527325332380422
tfidf,1,3,2,fake,436,0,-0.7352200754801274,-0.526604022090261,-0.1527325332380422
tfidf,1,3,2,fake,439,0,-0.30106388568503345,-0.2968210635754019,-0.1527325332380422
tfidf,1,3,2,fake,446,0,-0.33886272860743694,-0.35849254228535954,-0.1527325332380422
tfidf,1,3,2,fake,447,0,-0.6311612402005569,-0.5477110929876785,-0.1527325332380422
tfidf,1,3,2,fake,459,1,0.10093028341543828,-0.012382503150470958,-0.1527325332380422
tfidf,1,3,2,fake,474,0,-0.7708908428382037,-0.5051124990615479,-0.1527325332380422
tfidf,1,3,2,fake,475,0,-0.7845665446857457,-0.6264281857873626,-0.1527325332380422
tfidf,1,3,2,fake,489,0,-0.6323107624981888,-0.5884804931483636,-0.1527325332380422
tfidf,1,3,2,fake,491,0,-0.07275805921783857,-0.12003512766757321,-0.1527325332380422
tfidf,1,4,2,fake,318,0,-0.3460905048930942,0.14553927873409042,-0.15967299402876906
tfidf,1,4,2,fake,322,0,0.4747155509686242,0.3248389927171985,-0.15967299402876906
tfidf,1,4,2,fake,326,0,-0.2582354245206282,0.19236481110673967,-0.15967299402876906
tfidf,1,4,2,fake,327,0,0.3891506796359692,0.3989730197088689,-0.15967299402876906
tfidf,1,4,2,fake,335,1,-0.07914923089242676,0.11908391141569993,-0.15967299402876906
tfidf,1,4,2,fake,343,0,0.5291772239170245,0.3984884221809769,-0.15967299402876906
tfidf,1,4,2,fake,347,1,0.22940558397211386,0.2002019841981019,-0.15967299402876906
tfidf,1,4,2,fake,351,1,0.8331745859348387,0.476418525328935,-0.15967299402876906
tfidf,1,4,2,fake,374,0,0.35027259238276837,0.19605668363122877,-0.15967299402876906
tfidf,1,4,2,fake,377,1,0.20811625829740038,-0.07053289642218885,-0.15967299402876906
tfidf,1,4,2,fake,389,1,0.20443521116420155,-0.11228547000514691,-0.15967299402876906
tfidf,1,4,2,fake,414,1,-0.27100556567713463,-0.1401853728283031,-0.15967299402876906
tfidf,1,4,2,fake,415,0,-0.752725231480988,-0.6473708962894562,-0.15967299402876906
tfidf,1,4,2,fake,419,0,-0.641554699097783,-0.448314171794182,-0.15967299402876906
tfidf,1,4,2,fake,445,0,-0.45966218624871924,-0.5427752614456027,-0.15967299402876906
tfidf,1,4,2,fake,448,1,-0.11575636906524031,-0.07990305350732117,-0.15967299402876906
tfidf,1,4,2,fake,449,0,-0.5731410436085246,-0.3958672740180573,-0.15967299402876906
tfidf,1,4,2,fake,455,0,-0.7034638444605144,-0.6332426594592995,-0.15967299402876906
tfidf,1,4,2,fake,458,0,-0.14129796076240503,-0.22083708398091068,-0.15967299402876906
tfidf,1,4,2,fake,463,0,-0.821189131942134,-0.4781543005187645,-0.15967299402876906
tfidf,1,4,2,fake,464,0,-0.8337113234195364,-0.5782803193583328,-0.15967299402876906
tfidf,1,4,2,fake,471,0,-0.861635663727115,-0.48383134280023243,-0.15967299402876906
tfidf,1,4,2,fake,472,0,-0.5987776852564959,-0.36698801054990715,-0.15967299402876906
tfidf,1,4,2,fake,477,0,-0.48262245092077427,-0.5429245838347709,-0.15967299402876906
tfidf,1,4,2,fake,478,0,0.1028342391543983,-0.11486324085055905,-0.15967299402876906
tfidf,1,4,2,fake,483,1,-0.10821818036555443,-0.11458555944653714,-0.15967299402876906
tfidf,1,4,2,fake,488,0,-0.6260831433412948,-0.4268293987232037,-0.15967299402876906
tfidf,1,4,2,fake,492,0,-0.5325598372322766,-0.583529763985895,-0.15967299402876906
tfidf,1,5,2,fake,302,0,-0.2135217988787335,-0.09097587869275106,-0.13132131936899535
tfidf,1,5,2,fake,321,1,0.5415362834636385,0.38010791791921617,-0.13132131936899535
tfidf,1,5,2,fake,325,1,0.2704476289080334,0.3255835814824107,-0.13132131936899535
tfidf,1,5,2,fake,330,1,0.2077544766388804,0.193082184144104,-0.13132131936899535
tfidf,1,5,2,fake,333,0,0.18280162927725088,0.19617791947203228,-0.13132131936899535
tfidf,1,5,2,fake,336,0,-0.1522213149339816,0.10022372832942308,-0.13132131936899535
tfidf,1,5,2,fake,340,0,-0.0532169633523252,0.12199117698215417,-0.13132131936899535
tfidf,1,5,2,fake,341,0,0.04387599236450876,0.13764029704870767,-0.13132131936899535
tfidf,1,5,2,fake,348,1,0.3246644346336065,0.372064251596939,-0.13132131936899535
tfidf,1,5,2,fake,350,1,0.6595478683415626,0.24011226370262012,-0.13132131936899535
tfidf,1,5,2,fake,360,0,0.14136242564500892,0.08444268533592697,-0.13132131936899535
tfidf,1,5,2,fake,368,0,-0.18245463691769112,-0.22848896332720442,-0.13132131936899535
tfidf,1,5,2,fake,370,0,-0.42067493272267786,-0.481621651643797,-0.13132131936899535
tfidf,1,5,2,fake,385,0,-0.4136181715248177,-0.4417563146985839,-0.13132131936899535
tfidf,1,5,2,fake,388,1,-0.29184652443523174,-0.20317780270706942,-0.13132131936899535
tfidf,1,5,2,fake,406,0,-0.688547846903915,-0.5644414159497921,-0.13132131936899535
tfidf,1,5,2,fake,409,1,-0.2424247555064135,-0.3282761291396758,-0.13132131936899535
tfidf,1,5,2,fake,417,0,-0.2619257935703291,-0.12078154934812009,-0.13132131936899535
tfidf,1,5,2,fake,418,1,0.29562742332006153,0.07788661273872505,-0.13132131936899535
tfidf,1,5,2,fake,428,0,-0.5742622866149637,-0.48059683879726706,-0.13132131936899535
tfidf,1,5,2,fake,429,0,-0.3098720876801796,-0.4618434682220352,-0.13132131936899535
tfidf,1,5,2,fake,434,0,-0.5525761303085714,-0.27234622515145945,-0.13132131936899535
tfidf,1,5,2,fake,437,0,-0.6267447712170022,-0.532539365140719,-0.13132131936899535
tfidf,1,5,2,fake,441,1,0.036399678874018015,-0.08163424423210014,-0.13132131936899535
tfidf,1,5,2,fake,444,0,-0.36104583868423434,-0.3149520154876989,-0.13132131936899535
tfidf,1,5,2,fake,456,0,-0.7628888757634836,-0.6391146193074013,-0.13132131936899535
tfidf,1,5,2,fake,468,0,-0.7819225422296068,-0.49643767237653874,-0.13132131936899535
tfidf,1,5,2,fake,485,0,-0.6243201023194219,-0.4678603150135176,-0.13132131936899535
tfidf,1,1,3,fake,319,1,0.7021057344536314,0.2697823349208855,-0.17679388669548066
tfidf,1,1,3,fake,331,0,0.5432219623774535,0.1692572257133374,-0.17679388669548066
tfidf,1,1,3,fake,345,1,0.8086939082985112,0.3222331090087181,-0.17679388669548066
tfidf,1,1,3,fake,346,1,0.5869899020795952,0.29646018538183466,-0.17679388669548066
tfidf,1,1,3,fake,357,0,0.17424893858987572,0.056227291460884815,-0.17679388669548066
tfidf,1,1,3,fake,358,0,0.7132434506354575,0.16462451625872365,-0.17679388669548066
tfidf,1,1,3,fake,362,1,0.8394931311097791,0.24038672330630423,-0.17679388669548066
tfidf,1,1,3,fake,363,0,-0.34792521554752687,-0.3602334162305231,-0.17679388669548066
tfidf,1,1,3,fake,364,0,0.21956490972088683,-0.2041728327502723,-0.17679388669548066
tfidf,1,1,3,fake,369,0,-0.47973288928452734,-0.34199765384343134,-0.17679388669548066
