representation,repeat,outer_fold,draw,partition,label,recipient_index,donor_index,recipient_id,donor_id,self_match,same_label,donor_reuse_count,one_to_one
tfidf,1,1,2,train,0,138,44,489,360,False,True,1,True
tfidf,1,1,2,train,0,140,30,491,343,False,True,1,True
tfidf,1,1,2,train,0,141,62,492,382,False,True,1,True
tfidf,1,1,2,train,1,13,61,320,381,False,True,1,True
tfidf,1,1,2,train,1,14,39,321,353,False,True,1,True
tfidf,1,1,2,train,1,17,13,325,320,False,True,1,True
tfidf,1,1,2,train,1,21,60,330,380,False,True,1,True
tfidf,1,1,2,train,1,24,35,335,348,False,True,1,True
tfidf,1,1,2,train,1,26,14,338,321,False,True,1,True
tfidf,1,1,2,train,1,27,57,339,376,False,True,1,True
tfidf,1,1,2,train,1,31,17,344,325,False,True,1,True
tfidf,1,1,2,train,1,34,110,347,448,False,True,1,True
tfidf,1,1,2,train,1,35,67,348,389,False,True,1,True
tfidf,1,1,2,train,1,36,87,350,418,False,True,1,True
tfidf,1,1,2,train,1,37,49,351,367,False,True,1,True
tfidf,1,1,2,train,1,38,26,352,338,False,True,1,True
tfidf,1,1,2,train,1,39,58,353,377,False,True,1,True
tfidf,1,1,2,train,1,40,104,355,441,False,True,1,True
tfidf,1,1,2,train,1,41,132,356,483,False,True,1,True
tfidf,1,1,2,train,1,49,83,367,414,False,True,1,True
tfidf,1,1,2,train,1,57,21,376,330,False,True,1,True
tfidf,1,1,2,train,1,58,81,377,412,False,True,1,True
tfidf,1,1,2,train,1,60,27,380,339,False,True,1,True
tfidf,1,1,2,train,1,61,118,381,459,False,True,1,True
tfidf,1,1,2,train,1,65,34,386,347,False,True,1,True
tfidf,1,1,2,train,1,66,80,388,409,False,True,1,True
tfidf,1,1,2,train,1,67,41,389,356,False,True,1,True
tfidf,1,1,2,train,1,80,90,409,422,False,True,1,True
tfidf,1,1,2,train,1,81,36,412,350,False,True,1,True
tfidf,1,1,2,train,1,83,38,414,352,False,True,1,True
tfidf,1,1,2,train,1,87,31,418,344,False,True,1,True
tfidf,1,1,2,train,1,90,103,422,440,False,True,1,True
tfidf,1,1,2,train,1,103,24,440,335,False,True,1,True
tfidf,1,1,2,train,1,104,66,441,388,False,True,1,True
tfidf,1,1,2,train,1,110,37,448,351,False,True,1,True
tfidf,1,1,2,train,1,118,40,459,355,False,True,1,True
tfidf,1,1,2,train,1,132,65,483,386,False,True,1,True
tfidf,1,1,3,test,0,22,46,331,363,False,True,1,True
tfidf,1,1,3,test,0,42,43,357,358,False,True,1,True
tfidf,1,1,3,test,0,43,124,358,473,False,True,1,True
tfidf,1,1,3,test,0,46,112,363,451,False,True,1,True
tfidf,1,1,3,test,0,47,91,364,423,False,True,1,True
tfidf,1,1,3,test,0,51,42,369,357,False,True,1,True
tfidf,1,1,3,test,0,69,47,391,364,False,True,1,True
tfidf,1,1,3,test,0,74,69,400,391,False,True,1,True
tfidf,1,1,3,test,0,77,85,403,416,False,True,1,True
tfidf,1,1,3,test,0,78,139,404,490,False,True,1,True
tfidf,1,1,3,test,0,85,78,416,404,False,True,1,True
tfidf,1,1,3,test,0,89,136,420,487,False,True,1,True
tfidf,1,1,3,test,0,91,51,423,369,False,True,1,True
tfidf,1,1,3,test,0,112,133,451,484,False,True,1,True
tfidf,1,1,3,test,0,113,74,454,400,False,True,1,True
tfidf,1,1,3,test,0,124,22,473,331,False,True,1,True
tfidf,1,1,3,test,0,127,89,476,420,False,True,1,True
tfidf,1,1,3,test,0,133,77,484,403,False,True,1,True
tfidf,1,1,3,test,0,136,113,487,454,False,True,1,True
tfidf,1,1,3,test,0,139,127,490,476,False,True,1,True
tfidf,1,1,3,test,1,12,93,319,426,False,True,1,True
tfidf,1,1,3,test,1,32,76,345,402,False,True,1,True
tfidf,1,1,3,test,1,33,12,346,319,False,True,1,True
tfidf,1,1,3,test,1,45,98,362,433,False,True,1,True
tfidf,1,1,3,test,1,54,45,372,362,False,True,1,True
tfidf,1,1,3,test,1,76,33,402,346,False,True,1,True
tfidf,1,1,3,test,1,82,32,413,345,False,True,1,True
tfidf,1,1,3,test,1,93,82,426,413,False,True,1,True
tfidf,1,1,3,test,1,98,54,433,372,False,True,1,True
tfidf,1,1,3,train,0,0,5,302,310,False,True,1,True
tfidf,1,1,3,train,0,1,128,303,477,False,True,1,True
tfidf,1,1,3,train,0,2,3,304,305,False,True,1,True
tfidf,1,1,3,train,0,3,0,305,302,False,True,1,True
tfidf,1,1,3,train,0,4,84,307,415,False,True,1,True
tfidf,1,1,3,train,0,5,64,310,385,False,True,1,True
tfidf,1,1,3,train,0,6,9,312,316,False,True,1,True
tfidf,1,1,3,train,0,7,62,313,382,False,True,1,True
tfidf,1,1,3,train,0,8,99,315,434,False,True,1,True
tfidf,1,1,3,train,0,9,116,316,457,False,True,1,True
tfidf,1,1,3,train,0,10,121,317,468,False,True,1,True
tfidf,1,1,3,train,0,11,8,318,315,False,True,1,True
tfidf,1,1,3,train,0,15,102,322,439,False,True,1,True
tfidf,1,1,3,train,0,16,88,324,419,False,True,1,True
tfidf,1,1,3,train,0,18,72,326,395,False,True,1,True
tfidf,1,1,3,train,0,19,55,327,374,False,True,1,True
tfidf,1,1,3,train,0,20,56,328,375,False,True,1,True
tfidf,1,1,3,train,0,23,134,333,485,False,True,1,True
tfidf,1,1,3,train,0,25,48,336,366,False,True,1,True
tfidf,1,1,3,train,0,28,95,340,428,False,True,1,True
tfidf,1,1,3,train,0,29,122,341,471,False,True,1,True
tfidf,1,1,3,train,0,30,19,343,327,False,True,1,True
tfidf,1,1,3,train,0,44,115,360,456,False,True,1,True
tfidf,1,1,3,train,0,48,1,366,303,False,True,1,True
tfidf,1,1,3,train,0,50,131,368,482,False,True,1,True
tfidf,1,1,3,train,0,52,16,370,324,False,True,1,True
tfidf,1,1,3,train,0,53,106,371,444,False,True,1,True
tfidf,1,1,3,train,0,55,25,374,336,False,True,1,True
tfidf,1,1,3,train,0,56,138,375,489,False,True,1,True
tfidf,1,1,3,train,0,59,86,379,417,False,True,1,True
tfidf,1,1,3,train,0,62,114,382,455,False,True,1,True
tfidf,1,1,3,train,0,63,71,383,393,False,True,1,True
tfidf,1,1,3,train,0,64,23,385,333,False,True,1,True
tfidf,1,1,3,train,0,68,59,390,379,False,True,1,True
tfidf,1,1,3,train,0,70,101,392,437,False,True,1,True
tfidf,1,1,3,train,0,71,70,393,392,False,True,1,True
tfidf,1,1,3,train,0,72,105,395,443,False,True,1,True
tfidf,1,1,3,train,0,73,68,397,390,False,True,1,True
tfidf,1,1,3,train,0,75,6,401,312,False,True,1,True
tfidf,1,1,3,train,0,79,4,406,307,False,True,1,True
tfidf,1,1,3,train,0,84,44,415,360,False,True,1,True
tfidf,1,1,3,train,0,86,18,417,326,False,True,1,True
tfidf,1,1,3,train,0,88,125,419,474,False,True,1,True
tfidf,1,1,3,train,0,92,120,425,464,False,True,1,True
tfidf,1,1,3,train,0,94,137,427,488,False,True,1,True
tfidf,1,1,3,train,0,95,111,428,449,False,True,1,True
tfidf,1,1,3,train,0,96,53,429,371,False,True,1,True
tfidf,1,1,3,train,0,97,96,430,429,False,True,1,True
tfidf,1,1,3,train,0,99,50,434,368,False,True,1,True
tfidf,1,1,3,train,0,100,140,436,491,False,True,1,True
tfidf,1,1,3,train,0,101,75,437,401,False,True,1,True
tfidf,1,1,3,train,0,102,79,439,406,False,True,1,True
tfidf,1,1,3,train,0,105,126,443,475,False,True,1,True
tfidf,1,1,3,train,0,106,94,444,427,False,True,1,True
tfidf,1,1,3,train,0,107,109,445,447,False,True,1,True
tfidf,1,1,3,train,0,108,73,446,397,False,True,1,True
tfidf,1,1,3,train,0,109,10,447,317,False,True,1,True
tfidf,1,1,3,train,0,111,11,449,318,False,True,1,True
tfidf,1,1,3,train,0,114,52,455,370,False,True,1,True
tfidf,1,1,3,train,0,115,117,456,458,False,True,1,True
tfidf,1,1,3,train,0,116,29,457,341,False,True,1,True
tfidf,1,1,3,train,0,117,107,458,445,False,True,1,True
tfidf,1,1,3,train,0,119,2,463,304,False,True,1,True
tfidf,1,1,3,train,0,120,97,464,430,False,True,1,True
tfidf,1,1,3,train,0,121,130,468,479,False,True,1,True
tfidf,1,1,3,train,0,122,92,471,425,False,True,1,True
tfidf,1,1,3,train,0,123,7,472,313,False,True,1,True
tfidf,1,1,3,train,0,125,15,474,322,False,True,1,True
tfidf,1,1,3,train,0,126,20,475,328,False,True,1,True
tfidf,1,1,3,train,0,128,119,477,463,False,True,1,True
tfidf,1,1,3,train,0,129,28,478,340,False,True,1,True
tfidf,1,1,3,train,0,130,141,479,492,False,True,1,True
tfidf,1,1,3,train,0,131,63,482,383,False,True,1,True
tfidf,1,1,3,train,0,134,129,485,478,False,True,1,True
tfidf,1,1,3,train,0,135,108,486,446,False,True,1,True
tfidf,1,1,3,train,0,137,123,488,472,False,True,1,True
tfidf,1,1,3,train,0,138,135,489,486,False,True,1,True
tfidf,1,1,3,train,0,140,100,491,436,False,True,1,True
tfidf,1,1,3,train,0,141,30,492,343,False,True,1,True
tfidf,1,1,3,train,1,13,90,320,422,False,True,1,True
tfidf,1,1,3,train,1,14,21,321,330,False,True,1,True
tfidf,1,1,3,train,1,17,36,325,350,False,True,1,True
tfidf,1,1,3,train,1,21,13,330,320,False,True,1,True
tfidf,1,1,3,train,1,24,41,335,356,False,True,1,True
tfidf,1,1,3,train,1,26,37,338,351,False,True,1,True
tfidf,1,1,3,train,1,27,118,339,459,False,True,1,True
tfidf,1,1,3,train,1,31,27,344,339,False,True,1,True
tfidf,1,1,3,train,1,34,81,347,412,False,True,1,True
tfidf,1,1,3,train,1,35,104,348,441,False,True,1,True
tfidf,1,1,3,train,1,36,39,350,353,False,True,1,True
tfidf,1,1,3,train,1,37,80,351,409,False,True,1,True
tfidf,1,1,3,train,1,38,57,352,376,False,True,1,True
tfidf,1,1,3,train,1,39,83,353,414,False,True,1,True
tfidf,1,1,3,train,1,40,35,355,348,False,True,1,True
tfidf,1,1,3,train,1,41,34,356,347,False,True,1,True
tfidf,1,1,3,train,1,49,66,367,388,False,True,1,True
tfidf,1,1,3,train,1,57,60,376,380,False,True,1,True
tfidf,1,1,3,train,1,58,17,377,325,False,True,1,True
tfidf,1,1,3,train,1,60,49,380,367,False,True,1,True
tfidf,1,1,3,train,1,61,67,381,389,False,True,1,True
tfidf,1,1,3,train,1,65,38,386,352,False,True,1,True
tfidf,1,1,3,train,1,66,132,388,483,False,True,1,True
tfidf,1,1,3,train,1,67,14,389,321,False,True,1,True
tfidf,1,1,3,train,1,80,103,409,440,False,True,1,True
tfidf,1,1,3,train,1,81,24,412,335,False,True,1,True
tfidf,1,1,3,train,1,83,58,414,377,False,True,1,True
tfidf,1,1,3,train,1,87,40,418,355,False,True,1,True
tfidf,1,1,3,train,1,90,87,422,418,False,True,1,True
tfidf,1,1,3,train,1,103,110,440,448,False,True,1,True
tfidf,1,1,3,train,1,104,61,441,381,False,True,1,True
tfidf,1,1,3,train,1,110,26,448,338,False,True,1,True
tfidf,1,1,3,train,1,118,65,459,386,False,True,1,True
tfidf,1,1,3,train,1,132,31,483,344,False,True,1,True
tfidf,1,1,4,test,0,22,42,331,357,False,True,1,True
tfidf,1,1,4,test,0,42,51,357,369,False,True,1,True
tfidf,1,1,4,test,0,43,112,358,451,False,True,1,True
tfidf,1,1,4,test,0,46,78,363,404,False,True,1,True
tfidf,1,1,4,test,0,47,124,364,473,False,True,1,True
tfidf,1,1,4,test,0,51,139,369,490,False,True,1,True
tfidf,1,1,4,test,0,69,127,391,476,False,True,1,True
tfidf,1,1,4,test,0,74,91,400,423,False,True,1,True
tfidf,1,1,4,test,0,77,113,403,454,False,True,1,True
tfidf,1,1,4,test,0,78,89,404,420,False,True,1,True
tfidf,1,1,4,test,0,85,43,416,358,False,True,1,True
tfidf,1,1,4,test,0,89,69,420,391,False,True,1,True
tfidf,1,1,4,test,0,91,74,423,400,False,True,1,True
tfidf,1,1,4,test,0,112,46,451,363,False,True,1,True
tfidf,1,1,4,test,0,113,77,454,403,False,True,1,True
tfidf,1,1,4,test,0,124,133,473,484,False,True,1,True
tfidf,1,1,4,test,0,127,22,476,331,False,True,1,True
tfidf,1,1,4,test,0,133,136,484,487,False,True,1,True
tfidf,1,1,4,test,0,136,47,487,364,False,True,1,True
tfidf,1,1,4,test,0,139,85,490,416,False,True,1,True
tfidf,1,1,4,test,1,12,98,319,433,False,True,1,True
