url,status,content_length,content_type,error
https://dcapswoz.ict.usc.edu/wwwdaicwoz/351_P.zip,200,395306077,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/352_P.zip,200,398950823,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/353_P.zip,200,409858377,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/354_P.zip,200,300229072,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/355_P.zip,200,341467688,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/356_P.zip,200,506288800,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/357_P.zip,200,195637296,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/358_P.zip,200,315885987,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/359_P.zip,200,499007063,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/360_P.zip,200,223132132,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/361_P.zip,200,333483661,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/362_P.zip,200,302766369,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/363_P.zip,200,658378684,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/364_P.zip,200,947818674,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/365_P.zip,200,714178656,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/366_P.zip,200,667978436,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/367_P.zip,200,817278992,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/368_P.zip,200,694095833,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/369_P.zip,200,519160027,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/370_P.zip,200,615238725,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/371_P.zip,200,465926300,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/372_P.zip,200,761008929,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/373_P.zip,200,660192733,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/374_P.zip,200,668327874,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/375_P.zip,200,300779609,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/376_P.zip,200,543467174,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/377_P.zip,200,676925666,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/378_P.zip,200,450868463,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/379_P.zip,200,507843825,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/380_P.zip,200,1003461895,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/381_P.zip,200,566780332,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/382_P.zip,200,434519612,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/383_P.zip,200,717474826,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/384_P.zip,200,541956579,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/385_P.zip,200,276841757,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/386_P.zip,200,545095094,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/387_P.zip,200,311798892,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/388_P.zip,200,410138790,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/389_P.zip,200,408977698,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/390_P.zip,200,701172549,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/391_P.zip,200,339450121,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/392_P.zip,200,331321839,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/393_P.zip,200,301142651,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/395_P.zip,200,432926067,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/396_P.zip,200,402340567,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/397_P.zip,200,505788765,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/399_P.zip,200,369881637,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/400_P.zip,200,464352870,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/401_P.zip,200,481070707,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/402_P.zip,200,418293984,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/403_P.zip,200,445815093,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/404_P.zip,200,583403633,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/405_P.zip,200,821331326,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/406_P.zip,200,364592608,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/407_P.zip,200,654635587,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/408_P.zip,200,352125227,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/409_P.zip,200,537319324,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/410_P.zip,200,548710933,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/411_P.zip,200,694920702,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/412_P.zip,200,441282921,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/413_P.zip,200,516297827,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/414_P.zip,200,507853134,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/415_P.zip,200,403264758,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/416_P.zip,200,434386996,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/417_P.zip,200,450593053,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/418_P.zip,200,513017131,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/419_P.zip,200,464591524,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/420_P.zip,200,379275134,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/421_P.zip,200,434759524,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/422_P.zip,200,653031938,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/423_P.zip,200,517240740,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/424_P.zip,200,542681170,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/425_P.zip,200,604386015,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/426_P.zip,200,438483391,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/427_P.zip,200,435889898,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/428_P.zip,200,350382844,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/429_P.zip,200,503624510,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/430_P.zip,200,474222800,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/431_P.zip,200,411016133,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/432_P.zip,200,395079196,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/433_P.zip,200,411810845,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/434_P.zip,200,634998421,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/435_P.zip,200,609820683,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/436_P.zip,200,363433770,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/437_P.zip,200,430660635,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/438_P.zip,200,750265218,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/439_P.zip,200,655002825,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/440_P.zip,200,723597534,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/441_P.zip,200,477321639,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/442_P.zip,200,496710077,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/443_P.zip,200,361306660,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/444_P.zip,200,681757552,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/445_P.zip,200,362238228,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/446_P.zip,200,519306760,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/447_P.zip,200,425496647,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/448_P.zip,200,648356257,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/449_P.zip,200,537409710,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/450_P.zip,200,661364831,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/451_P.zip,200,614260932,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/452_P.zip,200,459206512,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/453_P.zip,200,524487275,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/454_P.zip,200,416158632,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/455_P.zip,200,381030858,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/456_P.zip,200,442233880,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/457_P.zip,200,496803363,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/458_P.zip,200,500760324,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/459_P.zip,200,506197754,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/461_P.zip,200,514500468,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/462_P.zip,200,465991441,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/463_P.zip,200,435613013,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/464_P.zip,200,508623991,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/465_P.zip,200,608419517,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/466_P.zip,200,764370986,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/467_P.zip,200,456865998,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/468_P.zip,200,495083306,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/469_P.zip,200,562543982,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/470_P.zip,200,479018247,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/471_P.zip,200,531168307,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/472_P.zip,200,470067932,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/473_P.zip,200,268286880,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/474_P.zip,200,474427387,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/475_P.zip,200,302175596,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/476_P.zip,200,307834987,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/477_P.zip,200,634851417,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/478_P.zip,200,477215889,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/479_P.zip,200,467816257,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/480_P.zip,200,440476993,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/481_P.zip,200,578459636,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/482_P.zip,200,528925044,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/483_P.zip,200,778116028,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/484_P.zip,200,506084096,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/485_P.zip,200,296338923,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/486_P.zip,200,344331441,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/487_P.zip,200,528892266,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/488_P.zip,200,404726082,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/489_P.zip,200,365493220,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/490_P.zip,200,350149236,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/491_P.zip,200,436247614,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/492_P.zip,200,472780075,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/DAICWOZDepression_Documentation_AVEC2017.pdf,200,94469,application/pdf,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/dev_split_Depression_AVEC2017.csv,200,1112,text/csv,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/documents.zip,200,6111757,application/zip,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/full_test_split.csv,200,620,text/csv,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/test_split_Depression_AVEC2017.csv,200,304,text/csv,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/train_split_Depression_AVEC2017.csv,200,3074,text/csv,
https://dcapswoz.ict.usc.edu/wwwdaicwoz/util.zip,200,1214,application/zip,
