pairing_condition,draw_id,recipient_participant_id,donor_participant_id,donor_row_index,self_match,standardized_structural_distance
random,1,302,305,3,False,10.216486630607806
random,1,303,472,123,False,11.599136261063396
random,1,304,328,20,False,0.5435732468932811
random,1,305,386,65,False,17.538523870216313
random,1,307,358,43,False,12.012044121010756
random,1,310,458,117,False,65.6061487541664
random,1,312,344,31,False,6.007130840279983
random,1,313,379,59,False,21.788012809351557
random,1,315,366,48,False,12.872305579080237
random,1,316,490,139,False,21.72061466803398
random,1,317,327,19,False,1.3738007627611852
random,1,318,464,120,False,14.305800734919973
random,1,319,376,57,False,9.943438250377298
random,1,320,486,135,False,33.820845921486395
random,1,321,372,54,False,35.305808039542185
random,1,322,404,78,False,14.500323513365249
random,1,324,353,39,False,1.3822908712173527
random,1,325,307,4,False,9.118466638214626
random,1,326,392,70,False,11.373418976146246
random,1,327,482,131,False,16.824538318580075
random,1,328,455,114,False,13.126860574729676
random,1,330,369,51,False,9.859396376974166
random,1,331,318,11,False,4.722758622513781
random,1,333,303,1,False,9.202410285025833
random,1,335,475,126,False,11.655088895532526
random,1,336,457,116,False,12.111170568179654
random,1,338,389,67,False,23.22068278470751
random,1,339,367,49,False,22.14796484233816
random,1,340,418,87,False,13.943082941992522
random,1,341,427,94,False,14.063143755987317
random,1,343,445,107,False,29.130928265064576
random,1,344,380,60,False,13.11599233097291
random,1,345,317,10,False,1.4854022542396594
random,1,346,330,21,False,0.10210322411160677
random,1,347,400,74,False,20.429749531405154
random,1,348,381,61,False,18.441852205496893
random,1,350,341,29,False,5.0076400265958965
random,1,351,425,92,False,10.004133695747305
random,1,352,429,96,False,34.344091028209874
random,1,353,371,53,False,15.14930535017014
random,1,355,484,133,False,14.92375302040668
random,1,356,451,112,False,56.9795581209917
random,1,357,447,109,False,14.383116130607108
random,1,358,368,50,False,17.286219161935588
random,1,360,436,100,False,19.65897141595731
random,1,362,474,125,False,26.9467606198507
random,1,363,343,30,False,24.917843345773036
random,1,364,403,77,False,5.46602425802406
random,1,366,340,28,False,12.492473879345704
random,1,367,370,52,False,2.835932920322432
random,1,368,437,101,False,1.9988016178409578
random,1,369,434,99,False,0.4460161181626129
random,1,370,385,64,False,3.7437080292043055
random,1,371,406,79,False,7.5055497359075
random,1,372,473,124,False,2.614605268202993
random,1,374,391,69,False,9.410519227082498
random,1,375,456,115,False,3.1089933926164313
random,1,376,423,91,False,2.793684778899471
random,1,377,419,88,False,26.90560538154127
random,1,379,443,105,False,4.687196698404399
random,1,380,333,23,False,13.870495376340214
random,1,381,439,102,False,3.5598321176387837
random,1,382,345,32,False,23.42228833899612
random,1,383,335,24,False,10.638284812375481
random,1,385,397,73,False,2.446648006121937
random,1,386,395,72,False,0.19858068472851453
random,1,388,477,128,False,0.4578914755811454
random,1,389,448,110,False,12.863044175868842
random,1,390,471,122,False,11.810987519072519
random,1,391,352,38,False,19.83774307964218
random,1,392,346,33,False,11.661886097114659
random,1,393,415,84,False,0.8518338589636648
random,1,395,347,34,False,9.924187271876018
random,1,397,412,81,False,0.2849045109309707
random,1,400,491,140,False,0.5824637623964023
random,1,401,478,129,False,2.2759152782128163
random,1,402,313,7,False,7.401032017198447
random,1,403,383,63,False,0.23677430815753814
random,1,404,325,17,False,18.979885339583905
random,1,406,336,25,False,11.257560301311088
random,1,409,339,27,False,34.990034365596024
random,1,412,375,56,False,4.131282976867288
random,1,413,420,89,False,6.559968127990954
random,1,414,382,62,False,5.407499077921603
random,1,415,441,104,False,11.012760301711259
random,1,416,312,6,False,15.276677314231549
random,1,417,319,12,False,11.5538441945767
random,1,418,357,42,False,26.57270427986542
random,1,419,422,90,False,1.496815284894991
random,1,420,377,58,False,7.9462477811312615
random,1,422,355,40,False,8.748640035048457
random,1,423,426,93,False,2.382907967459272
random,1,425,479,130,False,7.548504685256202
random,1,426,315,8,False,12.20364785324014
random,1,427,390,68,False,11.004575674742275
random,1,428,488,137,False,5.67047318155094
random,1,429,322,15,False,18.718460751564184
random,1,430,449,111,False,21.26239789826486
random,1,433,483,132,False,2.2427529756471354
random,1,434,363,46,False,0.497572187403774
random,1,436,492,141,False,0.6200966431835189
random,1,437,302,0,False,11.617130271076935
random,1,439,430,97,False,21.112048793177006
random,1,440,433,98,False,2.5020862658125975
random,1,441,331,22,False,22.10398538876512
random,1,443,320,13,False,27.22666858039883
random,1,444,487,136,False,0.16619043203862774
random,1,445,417,86,False,2.923702810451617
random,1,446,348,35,False,28.945489821631902
random,1,447,338,26,False,8.351778568130213
random,1,448,316,9,False,20.32821707562495
random,1,449,409,80,False,0.4166417599012223
random,1,451,454,113,False,122.27786991589807
random,1,454,393,71,False,13.779398869525785
random,1,455,446,108,False,0.056353936191719224
random,1,456,459,118,False,9.742494665947525
random,1,457,364,47,False,1.1632585775138635
random,1,458,321,14,False,127.19779775657764
random,1,459,463,119,False,9.826795534862333
random,1,463,351,37,False,19.118594663605077
random,1,464,413,82,False,5.788501126314495
random,1,468,310,5,False,9.621132801001258
random,1,471,489,138,False,1.5763077678259036
random,1,472,350,36,False,19.085256456770995
random,1,473,326,18,False,13.322566013351063
random,1,474,356,41,False,13.624080768798205
random,1,475,414,83,False,0.32049707384917003
random,1,476,416,85,False,1.4762307231376544
random,1,477,324,16,False,11.21534914411176
random,1,478,304,2,False,14.512865015431686
random,1,479,388,66,False,2.9617344160498558
random,1,482,476,127,False,0.3883562886766021
random,1,483,402,76,False,3.9726335803116104
random,1,484,440,103,False,0.863911231268717
random,1,485,401,75,False,0.6771862959656643
random,1,486,374,55,False,5.4360619367656025
random,1,487,468,121,False,0.7649275419392331
random,1,488,360,44,False,11.294685932866388
random,1,489,485,134,False,0.9952480618522684
random,1,490,362,45,False,24.408678217442166
random,1,491,428,95,False,0.3985388675868943
random,1,492,444,106,False,0.5311651743152079
structure_matched_random,1,302,303,1,False,0.5653343015770502
structure_matched_random,1,303,302,0,False,0.5653343015770502
structure_matched_random,1,304,335,24,False,0.014954384576411496
structure_matched_random,1,305,331,22,False,2.0187287207626614
structure_matched_random,1,307,347,34,False,0.8078791551349297
structure_matched_random,1,310,340,28,False,0.5307364008051898
structure_matched_random,1,312,356,41,False,0.006676687232520066
structure_matched_random,1,313,318,11,False,0.5180266016902589
structure_matched_random,1,315,310,5,False,0.10709092485464691
structure_matched_random,1,316,343,30,False,0.3349693368887058
structure_matched_random,1,317,322,15,False,0.308180159721187
structure_matched_random,1,318,313,7,False,0.5180266016902589
structure_matched_random,1,319,345,32,False,0.20732366157988666
structure_matched_random,1,320,321,14,False,0.6090228564381212
structure_matched_random,1,321,320,13,False,0.6090228564381212
structure_matched_random,1,322,317,10,False,0.308180159721187
structure_matched_random,1,324,330,21,False,0.084423159559054
structure_matched_random,1,325,351,37,False,0.2813188567249581
structure_matched_random,1,326,333,23,False,0.02670674893008033
structure_matched_random,1,327,316,9,False,0.3110122801372606
structure_matched_random,1,328,341,29,False,0.42570697575911703
structure_matched_random,1,330,346,33,False,0.10210322411160677
structure_matched_random,1,331,305,3,False,2.0187287207626614
structure_matched_random,1,333,326,18,False,0.02670674893008033
structure_matched_random,1,335,304,2,False,0.014954384576411496
structure_matched_random,1,336,344,31,False,0.7496333031970571
structure_matched_random,1,338,355,40,False,0.019900078822722735
structure_matched_random,1,339,348,35,False,0.8321014033874692
structure_matched_random,1,340,315,8,False,0.16558961136127667
structure_matched_random,1,341,328,20,False,0.42570697575911703
structure_matched_random,1,343,327,19,False,0.8956884523152425
structure_matched_random,1,344,336,25,False,0.7496333031970571
structure_matched_random,1,345,319,12,False,0.20732366157988666
structure_matched_random,1,346,324,16,False,0.19357082696501343
structure_matched_random,1,347,307,4,False,0.8078791551349297
structure_matched_random,1,348,339,27,False,0.8321014033874692
structure_matched_random,1,350,353,39,False,0.17989408156350054
structure_matched_random,1,351,325,17,False,0.2813188567249581
structure_matched_random,1,352,357,42,False,0.07036835269777668
structure_matched_random,1,353,350,36,False,0.17989408156350054
structure_matched_random,1,355,338,26,False,0.019900078822722735
structure_matched_random,1,356,312,6,False,0.006676687232520066
structure_matched_random,1,357,360,44,False,0.03572630041091843
structure_matched_random,1,358,362,45,False,0.5533822071484651
structure_matched_random,1,360,352,38,False,0.015943523425673782
structure_matched_random,1,362,358,43,False,0.5533822071484651
structure_matched_random,1,363,369,51,False,0.05873585642847886
structure_matched_random,1,364,483,132,False,0.06430901046913984
structure_matched_random,1,366,444,106,False,0.5495051484583537
structure_matched_random,1,367,448,110,False,0.8687510272707033
structure_matched_random,1,368,366,48,False,0.6215722131994695
structure_matched_random,1,369,363,46,False,0.05873585642847886
structure_matched_random,1,370,409,80,False,0.05355098909161954
structure_matched_random,1,371,478,129,False,0.223358516671239
structure_matched_random,1,372,380,60,False,0.6396713545757351
structure_matched_random,1,374,425,92,False,0.05197724808118809
structure_matched_random,1,375,413,82,False,0.1147561932026252
structure_matched_random,1,376,426,93,False,0.12557313730122815
structure_matched_random,1,377,441,104,False,2.060629609160137
structure_matched_random,1,379,454,113,False,1.3402939612443283
structure_matched_random,1,380,372,54,False,0.6396713545757351
structure_matched_random,1,381,457,116,False,0.04425509428818859
structure_matched_random,1,382,412,81,False,0.0494314578356377
structure_matched_random,1,383,464,120,False,0.17907670595808173
structure_matched_random,1,385,471,122,False,0.041852186650068464
structure_matched_random,1,386,436,100,False,0.042357609542566926
structure_matched_random,1,388,456,115,False,0.08486423934366599
structure_matched_random,1,389,459,118,False,0.6197714730131817
structure_matched_random,1,390,400,74,False,0.41357893733038625
structure_matched_random,1,391,472,123,False,0.018076761503841927
structure_matched_random,1,392,381,61,False,0.02742162485079889
structure_matched_random,1,393,488,137,False,0.008957699664570508
structure_matched_random,1,395,486,135,False,0.0064373940464941245
structure_matched_random,1,397,420,89,False,0.07519063923213581
structure_matched_random,1,400,390,68,False,0.41357893733038625
structure_matched_random,1,401,437,101,False,0.031083562276542066
structure_matched_random,1,402,417,86,False,0.06161646760819144
structure_matched_random,1,403,487,136,False,0.09200489824848235
structure_matched_random,1,404,415,84,False,0.028682022991245476
structure_matched_random,1,406,475,126,False,0.048757662567782384
structure_matched_random,1,409,370,52,False,0.05355098909161954
structure_matched_random,1,412,382,62,False,0.0494314578356377
structure_matched_random,1,413,375,56,False,0.1147561932026252
structure_matched_random,1,414,449,111,False,0.0206545178545507
structure_matched_random,1,415,404,78,False,0.028682022991245476
structure_matched_random,1,416,489,138,False,0.032697032046864104
structure_matched_random,1,417,402,76,False,0.06161646760819144
structure_matched_random,1,418,430,97,False,0.5821114673388421
structure_matched_random,1,419,455,114,False,0.038472628915089145
structure_matched_random,1,420,397,73,False,0.07519063923213581
structure_matched_random,1,422,482,131,False,0.0544452109510402
structure_matched_random,1,423,473,124,False,0.19989894222908713
structure_matched_random,1,425,374,55,False,0.05197724808118809
structure_matched_random,1,426,484,133,False,0.12297992662091181
structure_matched_random,1,427,463,119,False,0.009617125564078663
structure_matched_random,1,428,491,140,False,0.3985388675868943
structure_matched_random,1,429,479,130,False,0.36383669972075555
structure_matched_random,1,430,418,87,False,0.5821114673388421
structure_matched_random,1,433,474,125,False,0.036242939845474616
structure_matched_random,1,434,476,127,False,0.06121483092183096
structure_matched_random,1,436,386,65,False,0.042357609542566926
structure_matched_random,1,437,401,75,False,0.031083562276542066
structure_matched_random,1,439,446,108,False,0.006559289252563841
structure_matched_random,1,440,371,53,False,0.4396216637846223
structure_matched_random,1,441,377,58,False,2.060629609160137
structure_matched_random,1,443,485,134,False,0.09579909368534582
structure_matched_random,1,444,368,50,False,0.09989100922604835
structure_matched_random,1,445,492,141,False,0.14940301468318049
structure_matched_random,1,446,439,102,False,0.006559289252563841
structure_matched_random,1,447,468,121,False,0.009367469573002166
structure_matched_random,1,448,367,49,False,0.8687510272707033
structure_matched_random,1,449,414,83,False,0.0206545178545507
structure_matched_random,1,451,458,117,False,0.0
structure_matched_random,1,454,379,59,False,1.3402939612443283
structure_matched_random,1,455,419,88,False,0.038472628915089145
structure_matched_random,1,456,490,139,False,0.05084935328327017
structure_matched_random,1,457,392,70,False,0.0024434976281665225
structure_matched_random,1,458,451,112,False,0.0
structure_matched_random,1,459,389,67,False,0.6197714730131817
structure_matched_random,1,463,427,94,False,0.009617125564078663
structure_matched_random,1,464,383,63,False,0.17907670595808173
structure_matched_random,1,468,447,109,False,0.009367469573002166
structure_matched_random,1,471,385,64,False,0.041852186650068464
structure_matched_random,1,472,391,69,False,0.018076761503841927
structure_matched_random,1,473,423,91,False,0.19989894222908713
structure_matched_random,1,474,433,98,False,0.036242939845474616
structure_matched_random,1,475,406,79,False,0.048757662567782384
structure_matched_random,1,476,477,128,False,0.01547515066974222
structure_matched_random,1,477,434,99,False,0.025478316894792137
structure_matched_random,1,478,440,103,False,0.07010943800593666
structure_matched_random,1,479,429,96,False,0.36383669972075555
structure_matched_random,1,482,422,90,False,0.0544452109510402
structure_matched_random,1,483,364,47,False,0.06430901046913984
structure_matched_random,1,484,376,57,False,0.08023962902176818
structure_matched_random,1,485,443,105,False,0.09579909368534582
structure_matched_random,1,486,395,72,False,0.0064373940464941245
structure_matched_random,1,487,403,77,False,0.09200489824848235
structure_matched_random,1,488,393,71,False,0.008957699664570508
structure_matched_random,1,489,416,85,False,0.032697032046864104
structure_matched_random,1,490,388,66,False,0.022700734326688624
structure_matched_random,1,491,428,95,False,0.3985388675868943
structure_matched_random,1,492,445,107,False,0.14940301468318049
random,2,302,446,108,False,9.236477645115988
random,2,303,380,60,False,14.888201156520962
random,2,304,320,13,False,21.959971923889405
random,2,305,491,140,False,16.417512536469253
random,2,307,482,131,False,10.071118825771999
random,2,310,355,40,False,1.5450541451870203
random,2,312,376,57,False,12.82617951555066
random,2,313,333,23,False,2.0851683449987632
random,2,315,348,35,False,8.946634670381497
random,2,316,464,120,False,25.913674457548552
random,2,317,377,58,False,24.78267912421535
random,2,318,425,92,False,12.085552006722724
random,2,319,390,68,False,12.506330832884379
random,2,320,484,133,False,19.99517502558468
random,2,321,463,119,False,27.678663274442012
random,2,322,416,85,False,16.88738402078265
random,2,324,423,91,False,11.883923863164654
random,2,325,379,59,False,26.981798506724544
random,2,326,328,20,False,0.6812450478376187
random,2,327,307,4,False,10.023021431838377
random,2,328,413,82,False,12.0647971114739
random,2,330,318,11,False,2.266922608550699
random,2,331,485,134,False,13.345372503985299
random,2,333,414,83,False,15.574089733181498
random,2,335,381,61,False,12.867794483532725
random,2,336,364,47,False,13.850208588122138
random,2,338,369,51,False,6.838812666652151
random,2,339,429,96,False,32.58459926294769
random,2,340,335,24,False,1.980415530124376
random,2,341,474,125,False,14.043340130794308
random,2,343,346,33,False,6.107238639723575
random,2,344,371,53,False,18.11276447618133
random,2,345,419,88,False,20.29216836682441
random,2,346,415,84,False,13.215214620419504
random,2,347,362,45,False,16.813779096370304
random,2,348,313,7,False,10.293563591138158
random,2,350,402,76,False,10.271389469421548
random,2,351,458,117,False,87.13387233011042
random,2,352,441,104,False,44.649476826901385
random,2,353,427,94,False,16.24679563916077
random,2,355,487,136,False,8.729714790095256
random,2,356,457,116,False,11.16781163113242
random,2,357,366,48,False,15.935408270262517
random,2,358,325,17,False,4.648452740458801
random,2,360,401,75,False,19.339411277303743
random,2,362,406,79,False,23.267999732652765
random,2,363,412,81,False,3.6926733633955706
random,2,364,392,70,False,1.1386293952623323
random,2,366,468,121,False,2.340275188204702
random,2,367,455,114,False,2.3935480281258585
random,2,368,456,115,False,2.996222703835312
random,2,369,310,5,False,8.853628515480944
random,2,370,322,15,False,18.615947276094627
random,2,371,404,78,False,3.043389988548609
random,2,372,368,50,False,3.8889990207353673
random,2,374,459,118,False,4.928824589014989
random,2,375,391,69,False,5.5092649989597025
random,2,376,395,72,False,5.033945869703992
random,2,377,440,103,False,8.82897993419786
random,2,379,331,22,False,18.376872915629246
random,2,380,339,27,False,31.088931076218124
random,2,381,386,65,False,0.8849825085111938
random,2,382,447,109,False,2.0407758943459218
random,2,383,312,6,False,11.350879995523592
random,2,385,489,138,False,1.2264175562966582
random,2,386,382,62,False,0.3758878680822215
random,2,388,476,127,False,0.32123083282420023
random,2,389,422,90,False,7.885022057980124
random,2,390,389,67,False,2.023975434777826
random,2,391,483,132,False,5.225874121586804
random,2,392,445,107,False,2.2333369295936687
random,2,393,409,80,False,1.656799766224447
random,2,395,367,49,False,2.4138258595601907
random,2,397,375,56,False,5.862625239261079
random,2,400,473,124,False,5.0247452814355285
random,2,401,403,77,False,0.6786862592597204
random,2,402,472,123,False,4.135588588364214
random,2,403,345,32,False,22.93835202924388
random,2,404,436,100,False,0.026874222015126688
random,2,406,347,34,False,9.050112270838266
random,2,409,417,86,False,3.1836196057945343
random,2,412,317,10,False,17.449125031484105
random,2,413,340,28,False,9.21780264951978
random,2,414,315,8,False,10.839755355363245
random,2,415,471,122,False,0.17978704659253197
random,2,416,444,106,False,3.680727862771893
random,2,417,448,110,False,1.053308984461801
random,2,418,351,37,False,9.836588466592842
random,2,419,383,63,False,1.4282606080514493
random,2,420,397,73,False,0.07519063923213581
random,2,422,433,98,False,2.413527077196534
random,2,423,303,1,False,17.872584478625125
random,2,425,437,101,False,5.54277040984576
random,2,426,490,139,False,4.920181501693
random,2,427,420,89,False,1.444242832583516
random,2,428,439,102,False,9.818509301546783
random,2,429,326,18,False,16.3887765067833
random,2,430,336,25,False,26.302370268479688
random,2,433,316,9,False,21.416533097586946
random,2,434,388,66,False,0.6584154026901945
random,2,436,477,128,False,0.2659734031638331
random,2,437,330,21,False,11.71926669398024
random,2,439,475,126,False,0.16091600616819612
random,2,440,305,3,False,16.18434400926542
random,2,441,356,41,False,27.379118735991785
random,2,443,370,52,False,7.5262047917846955
random,2,444,488,137,False,0.9285046178787317
random,2,445,350,36,False,19.000500267778943
random,2,446,451,112,False,46.41721930482578
random,2,447,443,105,False,1.5118175501431341
random,2,448,478,129,False,6.704730210067136
random,2,449,341,29,False,16.536873829175484
random,2,451,385,64,False,66.06304080929173
random,2,454,324,16,False,23.180271683952483
random,2,455,430,97,False,20.714205414073867
random,2,456,374,55,False,6.030987201007285
random,2,457,393,71,False,1.4685201608843386
random,2,458,454,113,False,122.27786991589807
random,2,459,338,26,False,27.568956376364827
random,2,463,357,42,False,22.39438421483447
random,2,464,327,19,False,22.98275278512292
random,2,468,418,87,False,8.947317056735857
random,2,471,343,30,False,24.113373344401833
random,2,472,353,39,False,18.834638947485246
random,2,473,363,46,False,4.950370621650518
random,2,474,492,141,False,1.0039696835613952
random,2,475,304,2,False,11.15179792529312
random,2,476,360,44,False,16.56333719670266
random,2,477,319,12,False,17.15086746431193
random,2,478,426,93,False,0.6944621412683909
random,2,479,302,0,False,20.79999861712015
random,2,482,352,38,False,14.15253399443567
random,2,483,479,130,False,2.077196778725082
random,2,484,434,99,False,4.995785056166708
random,2,485,372,54,False,3.1708389101066645
random,2,486,358,43,False,19.45565141683999
random,2,487,449,111,False,0.9901303547604333
random,2,488,344,31,False,15.405076247837332
random,2,489,428,95,False,3.5600788989622036
random,2,490,400,74,False,8.793669152736596
random,2,491,486,135,False,5.312514329838823
random,2,492,321,14,False,34.08249308657665
structure_matched_random,2,302,303,1,False,0.5653343015770502
structure_matched_random,2,303,302,0,False,0.5653343015770502
structure_matched_random,2,304,335,24,False,0.014954384576411496
structure_matched_random,2,305,331,22,False,2.0187287207626614
structure_matched_random,2,307,347,34,False,0.8078791551349297
structure_matched_random,2,310,315,8,False,0.10709092485464691
structure_matched_random,2,312,356,41,False,0.006676687232520066
structure_matched_random,2,313,318,11,False,0.5180266016902589
structure_matched_random,2,315,340,28,False,0.16558961136127667
structure_matched_random,2,316,327,19,False,0.3110122801372606
structure_matched_random,2,317,322,15,False,0.308180159721187
structure_matched_random,2,318,313,7,False,0.5180266016902589
structure_matched_random,2,319,345,32,False,0.20732366157988666
structure_matched_random,2,320,321,14,False,0.6090228564381212
structure_matched_random,2,321,320,13,False,0.6090228564381212
structure_matched_random,2,322,317,10,False,0.308180159721187
structure_matched_random,2,324,330,21,False,0.084423159559054
structure_matched_random,2,325,351,37,False,0.2813188567249581
structure_matched_random,2,326,333,23,False,0.02670674893008033
structure_matched_random,2,327,343,30,False,0.8956884523152425
structure_matched_random,2,328,341,29,False,0.42570697575911703
structure_matched_random,2,330,346,33,False,0.10210322411160677
structure_matched_random,2,331,305,3,False,2.0187287207626614
structure_matched_random,2,333,326,18,False,0.02670674893008033
structure_matched_random,2,335,304,2,False,0.014954384576411496
structure_matched_random,2,336,344,31,False,0.7496333031970571
structure_matched_random,2,338,355,40,False,0.019900078822722735
structure_matched_random,2,339,348,35,False,0.8321014033874692
structure_matched_random,2,340,310,5,False,0.5307364008051898
structure_matched_random,2,341,328,20,False,0.42570697575911703
structure_matched_random,2,343,316,9,False,0.3349693368887058
structure_matched_random,2,344,336,25,False,0.7496333031970571
structure_matched_random,2,345,319,12,False,0.20732366157988666
structure_matched_random,2,346,324,16,False,0.19357082696501343
structure_matched_random,2,347,307,4,False,0.8078791551349297
structure_matched_random,2,348,339,27,False,0.8321014033874692
structure_matched_random,2,350,353,39,False,0.17989408156350054
structure_matched_random,2,351,325,17,False,0.2813188567249581
structure_matched_random,2,352,360,44,False,0.015943523425673782
structure_matched_random,2,353,350,36,False,0.17989408156350054
structure_matched_random,2,355,338,26,False,0.019900078822722735
structure_matched_random,2,356,312,6,False,0.006676687232520066
structure_matched_random,2,357,352,38,False,0.07036835269777668
structure_matched_random,2,358,362,45,False,0.5533822071484651
structure_matched_random,2,360,357,42,False,0.03572630041091843
structure_matched_random,2,362,358,43,False,0.5533822071484651
structure_matched_random,2,363,369,51,False,0.05873585642847886
structure_matched_random,2,364,483,132,False,0.06430901046913984
structure_matched_random,2,366,368,50,False,0.6215722131994695
structure_matched_random,2,367,448,110,False,0.8687510272707033
structure_matched_random,2,368,444,106,False,0.09989100922604835
structure_matched_random,2,369,363,46,False,0.05873585642847886
structure_matched_random,2,370,409,80,False,0.05355098909161954
structure_matched_random,2,371,440,103,False,0.4396216637846223
structure_matched_random,2,372,380,60,False,0.6396713545757351
structure_matched_random,2,374,425,92,False,0.05197724808118809
structure_matched_random,2,375,413,82,False,0.1147561932026252
structure_matched_random,2,376,484,133,False,0.08023962902176818
structure_matched_random,2,377,441,104,False,2.060629609160137
structure_matched_random,2,379,454,113,False,1.3402939612443283
structure_matched_random,2,380,372,54,False,0.6396713545757351
structure_matched_random,2,381,392,70,False,0.02742162485079889
structure_matched_random,2,382,412,81,False,0.0494314578356377
structure_matched_random,2,383,464,120,False,0.17907670595808173
structure_matched_random,2,385,471,122,False,0.041852186650068464
structure_matched_random,2,386,436,100,False,0.042357609542566926
structure_matched_random,2,388,490,139,False,0.022700734326688624
structure_matched_random,2,389,459,118,False,0.6197714730131817
structure_matched_random,2,390,400,74,False,0.41357893733038625
structure_matched_random,2,391,472,123,False,0.018076761503841927
structure_matched_random,2,392,457,116,False,0.0024434976281665225
structure_matched_random,2,393,488,137,False,0.008957699664570508
structure_matched_random,2,395,486,135,False,0.0064373940464941245
structure_matched_random,2,397,420,89,False,0.07519063923213581
structure_matched_random,2,400,390,68,False,0.41357893733038625
structure_matched_random,2,401,437,101,False,0.031083562276542066
