condition,draw_id,recipient_participant_id,donor_participant_id,donor_row_index,self_match,standardized_structural_distance
fake_d,1,302,401,75,False,12.132354809886019
fake_d,1,303,319,12,False,20.364567918227518
fake_d,1,304,471,122,False,11.977831347994695
fake_d,1,305,474,125,False,18.348930357638867
fake_d,1,307,317,10,False,5.546867691952253
fake_d,1,310,448,110,False,10.148891864819845
fake_d,1,312,414,83,False,9.956816564914824
fake_d,1,313,444,106,False,9.66644349745871
fake_d,1,315,395,72,False,10.437359555831273
fake_d,1,316,336,25,False,11.110591237027691
fake_d,1,317,434,99,False,13.278580894019514
fake_d,1,318,489,138,False,16.40953452712858
fake_d,1,319,352,38,False,14.000712567291037
fake_d,1,320,374,55,False,22.261288701041003
fake_d,1,321,341,29,False,11.728325092813964
fake_d,1,322,302,0,False,9.542337994209007
fake_d,1,324,370,52,False,14.233455788268158
fake_d,1,325,345,32,False,0.25781650664625155
fake_d,1,326,456,115,False,14.119837111200344
fake_d,1,327,445,107,False,24.194860443275545
fake_d,1,328,330,21,False,1.167647740927448
fake_d,1,330,313,7,False,0.8945336618450597
fake_d,1,331,459,118,False,18.44578751775721
fake_d,1,333,335,24,False,2.2674281782259427
fake_d,1,335,338,26,False,3.1046064812681924
fake_d,1,336,360,44,False,17.03493430993953
fake_d,1,338,451,112,False,46.6940173689706
fake_d,1,339,392,70,False,23.55968497980858
fake_d,1,340,310,5,False,0.5307364008051898
fake_d,1,341,312,6,False,3.2469600473245155
fake_d,1,343,355,40,False,17.021150032967093
fake_d,1,344,321,14,False,19.805488881791632
fake_d,1,345,348,35,False,3.38819392242688
fake_d,1,346,437,101,False,12.52065938342145
fake_d,1,347,315,8,False,0.604174645832603
fake_d,1,348,381,61,False,18.441852205496893
fake_d,1,350,428,95,False,11.942414060295267
fake_d,1,351,318,11,False,6.41923109681723
fake_d,1,352,449,111,False,9.656443047026276
fake_d,1,353,366,48,False,20.846237108442768
fake_d,1,355,423,91,False,14.082171614207939
fake_d,1,356,389,67,False,20.10362927437451
fake_d,1,357,490,139,False,21.67226622935015
fake_d,1,358,404,78,False,19.453144652132636
fake_d,1,360,331,22,False,16.95090916634313
fake_d,1,362,325,17,False,4.041657035450174
fake_d,1,363,427,94,False,2.1242529779540034
fake_d,1,364,333,23,False,11.387698130964734
fake_d,1,366,406,79,False,0.6793993696241011
fake_d,1,367,429,96,False,8.36477056694912
fake_d,1,368,320,13,False,42.16256930531427
fake_d,1,369,472,123,False,2.048766181212082
fake_d,1,370,491,140,False,15.780004981828796
fake_d,1,371,443,105,False,1.126486055840275
fake_d,1,372,397,73,False,0.9618140996207095
fake_d,1,374,316,9,False,13.017107212783804
fake_d,1,375,322,15,False,10.422323571748844
fake_d,1,376,386,65,False,5.465929183553127
fake_d,1,377,473,124,False,6.986871875896616
fake_d,1,379,403,77,False,8.808991919826708
fake_d,1,380,415,84,False,0.9952063502816111
fake_d,1,381,487,136,False,2.5231497916061385
fake_d,1,382,441,104,False,8.507518523924308
fake_d,1,383,344,31,False,12.286371652362702
fake_d,1,385,486,135,False,0.11345618639776581
fake_d,1,386,416,85,False,0.6155620626414262
fake_d,1,388,457,116,False,0.584689127547073
fake_d,1,389,377,58,False,4.349426926297373
fake_d,1,390,439,102,False,19.450828720148927
fake_d,1,391,385,64,False,0.7634019954179476
fake_d,1,392,463,119,False,0.7122492194781654
fake_d,1,393,485,134,False,1.975060927116925
fake_d,1,395,484,133,False,5.029484449291528
fake_d,1,397,340,28,False,14.065174441107299
fake_d,1,400,371,53,False,2.291907193327147
fake_d,1,401,433,98,False,0.2936712535944428
fake_d,1,402,436,100,False,2.7328922001585063
fake_d,1,403,328,20,False,12.595553056057815
fake_d,1,404,492,141,False,0.5594914539408177
fake_d,1,406,440,103,False,5.8611810285162695
fake_d,1,409,422,90,False,2.5891536790912006
fake_d,1,412,380,60,False,0.7057505964639212
fake_d,1,413,412,81,False,4.042653294051466
fake_d,1,414,418,87,False,15.08281889381147
fake_d,1,415,420,89,False,2.4693541698847516
fake_d,1,416,455,114,False,4.998325654935512
fake_d,1,417,327,19,False,14.783151924030419
fake_d,1,418,351,37,False,9.836588466592842
fake_d,1,419,305,3,False,22.498992719418112
fake_d,1,420,343,30,False,24.37770155197247
fake_d,1,422,430,97,False,12.029118032156559
fake_d,1,423,353,39,False,14.495920857345478
fake_d,1,425,362,45,False,11.456931380601212
fake_d,1,426,383,63,False,9.19784728395459
fake_d,1,427,417,86,False,2.5129532221973734
fake_d,1,428,368,50,False,8.934784267072079
fake_d,1,429,426,93,False,6.474885774229389
fake_d,1,430,458,117,False,109.16167043128998
fake_d,1,433,326,18,False,13.090352017230293
fake_d,1,434,447,109,False,0.2484012904981096
fake_d,1,436,488,137,False,1.4157895602173096
fake_d,1,437,402,76,False,2.5987278606556306
fake_d,1,439,477,128,False,1.4852370199695542
fake_d,1,440,388,66,False,2.1876684320480897
fake_d,1,441,382,62,False,8.507518523924308
fake_d,1,443,358,43,False,17.765033528116557
fake_d,1,444,479,130,False,8.168580666887534
fake_d,1,445,304,2,False,12.522426706741019
fake_d,1,446,482,131,False,1.8940547826841732
fake_d,1,447,375,56,False,2.217215522146
fake_d,1,448,346,33,False,10.589512243152415
fake_d,1,449,379,59,False,15.692853882242874
fake_d,1,451,476,127,False,65.54026480432657
fake_d,1,454,367,49,False,15.09468398472702
fake_d,1,455,324,16,False,13.468510924457936
fake_d,1,456,475,126,False,2.267269022657531
fake_d,1,457,303,1,False,16.19163015302974
fake_d,1,458,372,54,False,78.46590641070418
fake_d,1,459,339,27,False,17.34860981442598
fake_d,1,463,483,132,False,2.32701502851726
fake_d,1,464,350,36,False,18.74958829536451
fake_d,1,468,425,92,False,4.9962877423535605
fake_d,1,471,409,80,False,3.1457006054796075
fake_d,1,472,363,46,False,2.0713368843228728
fake_d,1,473,356,41,False,15.479443270253354
fake_d,1,474,478,129,False,2.204916632646666
fake_d,1,475,464,120,False,1.644073291630728
fake_d,1,476,468,121,False,0.2755451581201887
fake_d,1,477,347,34,False,9.080682740056497
fake_d,1,478,376,57,False,1.0824402763196361
fake_d,1,479,307,4,False,19.135243147274885
fake_d,1,482,393,71,False,0.4799150913457503
fake_d,1,483,391,69,False,5.225874121586804
fake_d,1,484,369,51,False,5.610648412002083
fake_d,1,485,454,113,False,6.131950696555644
fake_d,1,486,364,47,False,2.6897670498293142
fake_d,1,487,419,88,False,0.7239925037492169
fake_d,1,488,357,42,False,12.160030253522528
fake_d,1,489,400,74,False,8.801890132537588
fake_d,1,490,413,82,False,2.8748306053908004
fake_d,1,491,446,108,False,12.71209100499691
fake_d,1,492,390,68,False,16.66996637015713
fake_d,2,302,488,137,False,10.204143946721533
fake_d,2,303,380,60,False,14.888201156520962
fake_d,2,304,376,57,False,16.97986878702373
fake_d,2,305,390,68,False,17.665405645418492
fake_d,2,307,485,134,False,13.737130921127681
fake_d,2,310,377,58,False,27.177373482290616
fake_d,2,312,429,96,False,19.040129678301607
fake_d,2,313,489,138,False,14.042090921115776
fake_d,2,315,406,79,False,10.279756019087118
fake_d,2,316,455,114,False,27.06366884785367
fake_d,2,317,347,34,False,5.163329103150822
fake_d,2,318,476,127,False,10.89120626707618
fake_d,2,319,393,71,False,16.07171972215953
fake_d,2,320,315,8,False,17.60598256101716
fake_d,2,321,404,78,False,28.02152111820515
fake_d,2,322,397,73,False,18.457415678007962
fake_d,2,324,339,27,False,8.66818653617351
fake_d,2,325,333,23,False,3.6382034337828513
fake_d,2,326,350,36,False,1.6355104166284846
fake_d,2,327,362,45,False,10.371055119450777
fake_d,2,328,403,77,False,12.595553056057815
fake_d,2,330,486,135,False,12.299297225161126
fake_d,2,331,360,44,False,16.95090916634313
fake_d,2,333,322,15,False,0.7061058805726429
fake_d,2,335,341,29,False,0.8084785819592454
fake_d,2,336,303,1,False,3.405460167994696
fake_d,2,338,427,94,False,12.251312976540135
fake_d,2,339,451,112,False,112.67652838906832
fake_d,2,340,475,126,False,9.5602781601215
fake_d,2,341,345,32,False,10.928686611898236
fake_d,2,343,302,0,False,19.98475922491444
fake_d,2,344,327,19,False,12.231716164863801
fake_d,2,345,419,88,False,20.29216836682441
fake_d,2,346,374,55,False,11.302347112495617
fake_d,2,347,414,83,False,9.967268405667438
fake_d,2,348,367,49,False,18.07596737668451
fake_d,2,350,389,67,False,16.84773118431116
fake_d,2,351,331,22,False,2.990006794627771
fake_d,2,352,487,136,False,14.872587275330197
fake_d,2,353,316,9,False,4.0794980708800574
fake_d,2,355,364,47,False,14.95993597939387
fake_d,2,356,474,125,False,13.624080768798205
fake_d,2,357,358,43,False,5.675455742356343
fake_d,2,358,416,85,False,26.536122847285487
fake_d,2,360,479,130,False,35.03163661429243
fake_d,2,362,436,100,False,24.00702981696179
fake_d,2,363,449,111,False,0.6482010842253353
fake_d,2,364,356,41,False,12.912925105073539
fake_d,2,366,385,64,False,2.9183707153126703
fake_d,2,367,443,105,False,2.728786827917506
fake_d,2,368,386,65,False,2.234606865150507
fake_d,2,369,328,20,False,10.662195205718227
fake_d,2,370,473,124,False,10.91607672878627
fake_d,2,371,379,59,False,3.4644937010489025
fake_d,2,372,409,80,False,7.987304798969955
fake_d,2,374,415,84,False,5.345603190553029
fake_d,2,375,425,92,False,0.5452004777089715
fake_d,2,376,456,115,False,5.266602690517578
fake_d,2,377,491,140,False,6.31353590579686
fake_d,2,379,336,25,False,16.375154847180752
fake_d,2,380,321,14,False,28.225119712970315
fake_d,2,381,482,131,False,0.6205261025351171
fake_d,2,382,454,113,False,4.213530213602313
fake_d,2,383,370,52,False,3.5422082523406315
fake_d,2,385,348,35,False,23.050270469951496
fake_d,2,386,319,12,False,19.328659860171854
fake_d,2,388,395,72,False,0.025600212100861837
fake_d,2,389,318,11,False,22.262805258956135
fake_d,2,390,447,109,False,12.233386832582747
fake_d,2,391,463,119,False,0.6099985599686274
fake_d,2,392,423,91,False,0.2930559335854609
fake_d,2,393,477,128,False,0.4147318087780618
fake_d,2,395,355,40,False,11.419790568056829
fake_d,2,397,304,2,False,14.955460201380317
fake_d,2,400,369,51,False,11.711795169956323
fake_d,2,401,430,97,False,13.732589239235425
fake_d,2,402,484,133,False,3.267382337242708
fake_d,2,403,457,116,False,2.3012654422595404
fake_d,2,404,320,13,False,33.66243881922843
fake_d,2,406,375,56,False,5.007095814717931
fake_d,2,409,458,117,False,39.32826602041347
fake_d,2,412,441,104,False,8.247582653418212
fake_d,2,413,400,74,False,3.5748805276718074
fake_d,2,414,417,86,False,2.4619946902748917
fake_d,2,415,383,63,False,0.9777961552870662
fake_d,2,416,433,98,False,0.1515192087005086
fake_d,2,417,468,121,False,0.6808040313584028
fake_d,2,418,382,62,False,9.695728988178816
fake_d,2,419,325,17,False,20.827400280565843
fake_d,2,420,324,16,False,17.306405576762003
fake_d,2,422,418,87,False,7.371115496327505
fake_d,2,423,422,90,False,2.167426678849303
fake_d,2,425,312,6,False,12.274116118861665
fake_d,2,426,340,28,False,11.43398607182811
fake_d,2,427,326,18,False,13.22294311525283
fake_d,2,428,426,93,False,0.5150568536588641
fake_d,2,429,428,95,False,3.722054252004536
fake_d,2,430,351,37,False,11.242712150108636
fake_d,2,433,363,46,False,3.0881819850765515
fake_d,2,434,412,81,False,1.722228161957605
fake_d,2,436,346,33,False,13.125339292566595
fake_d,2,437,448,110,False,5.290633616611151
fake_d,2,439,446,108,False,0.006559289252563841
fake_d,2,440,483,132,False,0.4371298083712245
fake_d,2,441,335,24,False,27.245522445047392
fake_d,2,443,472,123,False,2.351078979746156
fake_d,2,444,352,38,False,13.295748600444742
fake_d,2,445,478,129,False,5.392543753273713
fake_d,2,446,305,3,False,23.19918186975071
fake_d,2,447,402,76,False,0.9457559184223858
fake_d,2,448,437,101,False,5.290633616611151
fake_d,2,449,445,107,False,1.3573111864609901
fake_d,2,451,338,26,False,46.6940173689706
fake_d,2,454,464,120,False,8.31187345313519
fake_d,2,455,366,48,False,0.9038710636370175
fake_d,2,456,344,31,False,14.748267490895937
fake_d,2,457,381,61,False,0.04425509428818859
fake_d,2,458,371,53,False,96.58346336755831
fake_d,2,459,372,54,False,14.337758335458398
fake_d,2,463,434,99,False,0.6873871429395912
fake_d,2,464,310,5,False,11.983416843199278
fake_d,2,468,492,141,False,0.9356341059600338
fake_d,2,471,439,102,False,1.404353603334474
fake_d,2,472,357,42,False,20.814498319351472
fake_d,2,473,368,50,False,6.4663599959120175
fake_d,2,474,353,39,False,17.234423598895674
fake_d,2,475,471,122,False,0.8653281391071891
fake_d,2,476,392,70,False,0.6815524720822146
fake_d,2,477,459,118,False,11.92524662971091
fake_d,2,478,330,21,False,11.391152160181337
fake_d,2,479,490,139,False,2.7443319551958743
fake_d,2,482,388,66,False,1.081923658797054
fake_d,2,483,317,10,False,10.907483591525244
fake_d,2,484,444,106,False,9.084993294223427
fake_d,2,485,420,89,False,2.3933472907111746
fake_d,2,486,401,75,False,0.04235760954256691
fake_d,2,487,391,69,False,0.5446528064642975
fake_d,2,488,307,4,False,9.856408304817428
fake_d,2,489,343,30,False,22.75162108750137
fake_d,2,490,413,82,False,2.8748306053908004
fake_d,2,491,440,103,False,0.7515331830244667
fake_d,2,492,313,7,False,11.651111048873291
fake_d,3,302,487,136,False,8.82484705087608
fake_d,3,303,440,103,False,21.09847736421975
fake_d,3,304,434,99,False,10.471162588493609
fake_d,3,305,451,112,False,96.66932402502992
fake_d,3,307,420,89,False,18.11586815716644
fake_d,3,310,474,125,False,12.449789078187615
fake_d,3,312,369,51,False,7.94294865825521
fake_d,3,313,364,47,False,12.611516744848874
fake_d,3,315,345,32,False,6.405135868215243
fake_d,3,316,406,79,False,26.258888749160533
fake_d,3,317,307,4,False,5.546867691952253
fake_d,3,318,441,104,False,30.22458271695041
fake_d,3,319,393,71,False,16.07171972215953
fake_d,3,320,344,31,False,23.165276425724763
fake_d,3,321,341,29,False,11.728325092813964
fake_d,3,322,403,77,False,17.418821195629455
fake_d,3,324,319,12,False,3.1140612919727433
fake_d,3,325,444,106,False,21.131484712127406
fake_d,3,326,492,141,False,14.74721511482716
fake_d,3,327,443,105,False,15.098684905502624
fake_d,3,328,324,16,False,0.9256756850474216
fake_d,3,330,476,127,False,11.381648647620787
fake_d,3,331,455,114,False,15.83747312430149
fake_d,3,333,422,90,False,11.853493002062624
fake_d,3,335,353,39,False,7.318298877962064
fake_d,3,336,397,73,False,14.009932231736341
fake_d,3,338,456,115,False,13.035530738432028
fake_d,3,339,471,122,False,29.331490704486328
fake_d,3,340,430,97,False,18.441668220119034
fake_d,3,341,382,62,False,14.454238428975588
fake_d,3,343,325,17,False,5.106528637783952
fake_d,3,344,355,40,False,6.697097765913844
fake_d,3,345,371,53,False,18.320757063617986
fake_d,3,346,412,81,False,16.24055787061827
fake_d,3,347,439,102,False,9.55751015399543
fake_d,3,348,419,88,False,28.556609934531117
fake_d,3,350,468,121,False,13.249780238983137
fake_d,3,351,463,119,False,19.118594663605077
fake_d,3,352,379,59,False,39.84943536575528
fake_d,3,353,485,134,False,13.595589654250267
fake_d,3,355,351,37,False,9.290636239788402
fake_d,3,356,473,124,False,15.479443270253354
fake_d,3,357,352,38,False,0.07036835269777668
fake_d,3,358,381,61,False,16.035248419991795
fake_d,3,360,338,26,False,4.939451925709762
fake_d,3,362,428,95,False,18.712533174507843
fake_d,3,363,423,91,False,3.2734076124081386
fake_d,3,364,374,55,False,2.202596385152938
fake_d,3,366,302,0,False,9.210857244760088
fake_d,3,367,415,84,False,2.032431722861049
fake_d,3,368,475,126,False,0.17488535460112034
fake_d,3,369,330,21,False,9.859396376974166
fake_d,3,370,375,56,False,6.943663954984934
fake_d,3,371,459,118,False,2.4485095990507224
fake_d,3,372,418,87,False,15.23028128600278
fake_d,3,374,362,45,False,11.170056124452467
fake_d,3,375,346,33,False,10.659180876923465
fake_d,3,376,343,30,False,14.244650631975617
fake_d,3,377,347,34,False,27.005949762816293
fake_d,3,379,331,22,False,18.376872915629246
fake_d,3,380,310,5,False,12.579126347181473
fake_d,3,381,429,96,False,3.828177676900573
fake_d,3,382,433,98,False,0.06597555898191142
fake_d,3,383,427,94,False,1.1798135061301638
fake_d,3,385,320,13,False,34.8671312468729
fake_d,3,386,303,1,False,13.375964756518071
fake_d,3,388,372,54,False,1.5421680774644022
fake_d,3,389,328,20,False,18.284811384287295
fake_d,3,390,313,7,False,19.37708461887513
fake_d,3,391,483,132,False,5.225874121586804
fake_d,3,392,490,139,False,0.6147700112247733
fake_d,3,393,488,137,False,0.008957699664570508
fake_d,3,395,348,35,False,22.998892801932037
fake_d,3,397,425,92,False,8.418982537229876
fake_d,3,400,357,42,False,33.55718823947518
fake_d,3,401,426,93,False,4.9143197128375125
fake_d,3,402,458,117,False,58.05366801104068
fake_d,3,403,385,64,False,0.7326513927072316
fake_d,3,404,339,27,False,29.172143982573957
fake_d,3,406,478,129,False,6.208019998919053
fake_d,3,409,305,3,False,23.456372612216235
fake_d,3,412,482,131,False,2.363303677145759
fake_d,3,413,383,63,False,5.3830842281839155
fake_d,3,414,358,43,False,15.962388584529002
fake_d,3,415,391,69,False,0.5741383131549423
fake_d,3,416,340,28,False,12.350804598113859
fake_d,3,417,326,18,False,10.644826910669064
fake_d,3,418,402,76,False,5.997003711076444
fake_d,3,419,486,135,False,2.122480969615298
fake_d,3,420,388,66,False,1.902917362786017
fake_d,3,422,409,80,False,2.5891536790912006
fake_d,3,423,390,68,False,6.733885859426981
fake_d,3,425,491,140,False,1.6269168301376637
fake_d,3,426,335,24,False,17.08659321026336
fake_d,3,427,360,44,False,21.082924831776324
fake_d,3,428,316,9,False,12.749952562987389
fake_d,3,429,404,78,False,3.1416078341028446
fake_d,3,430,447,109,False,13.93815507945754
fake_d,3,433,336,25,False,11.3216543093539
fake_d,3,434,436,100,False,0.3558306864726515
fake_d,3,436,457,116,False,0.6650995797403463
fake_d,3,437,366,48,False,3.1399248771928048
fake_d,3,439,416,85,False,5.705068583653076
fake_d,3,440,317,10,False,11.062770141206302
fake_d,3,441,464,120,False,15.164848586716367
fake_d,3,443,479,130,False,2.3879939453083656
fake_d,3,444,448,110,False,4.049430937174844
fake_d,3,445,413,82,False,5.064691080220253
fake_d,3,446,417,86,False,2.3260705267387727
fake_d,3,447,386,65,False,1.0082255577713912
fake_d,3,448,489,138,False,8.59201525455629
fake_d,3,449,437,101,False,2.7850753834606468
fake_d,3,451,472,123,False,65.97496130892225
fake_d,3,454,321,14,False,28.9731230357662
fake_d,3,455,454,113,False,16.869190829313716
fake_d,3,456,304,2,False,13.083633179558696
fake_d,3,457,368,50,False,3.51895543693695
fake_d,3,458,350,36,False,74.61474450677666
fake_d,3,459,414,83,False,21.626600973847868
fake_d,3,463,392,70,False,0.7122492194781654
fake_d,3,464,376,57,False,9.476913769999443
fake_d,3,468,333,23,False,12.155183604737445
fake_d,3,471,484,133,False,4.986730230177384
fake_d,3,472,395,72,False,0.5476122064921489
fake_d,3,473,327,19,False,17.053278638310875
fake_d,3,474,356,41,False,13.624080768798205
fake_d,3,475,363,46,False,0.6670543901479096
fake_d,3,476,370,52,False,3.5479721806532654
fake_d,3,477,380,60,False,1.3378129002031323
fake_d,3,478,322,15,False,11.277987938303134
fake_d,3,479,315,8,False,15.689773498949796
fake_d,3,482,449,111,False,1.935094052690844
fake_d,3,483,312,6,False,12.25230028533469
fake_d,3,484,377,58,False,11.442359152691722
fake_d,3,485,401,75,False,0.6771862959656643
fake_d,3,486,389,67,False,6.344968892086152
fake_d,3,487,367,49,False,2.8285462881021393
fake_d,3,488,400,74,False,11.233532615432356
fake_d,3,489,318,11,False,16.40953452712858
fake_d,3,490,477,128,False,0.48302708365111263
fake_d,3,491,445,107,False,9.546645173793602
fake_d,3,492,446,108,False,1.495586259488148
fake_d,4,302,368,50,False,8.146547861881803
fake_d,4,303,459,118,False,37.08365014437459
fake_d,4,304,350,36,False,5.976509033534943
fake_d,4,305,318,11,False,10.641329915429717
fake_d,4,307,303,1,False,2.193528092355669
fake_d,4,310,322,15,False,2.3975910827940736
fake_d,4,312,402,76,False,8.119869658827541
fake_d,4,313,427,94,False,12.200191852389217
fake_d,4,315,327,19,False,5.267188682323356
fake_d,4,316,476,127,False,21.13780114204177
fake_d,4,317,383,63,False,17.15786971608942
fake_d,4,318,339,27,False,15.891824502733726
fake_d,4,319,475,126,False,20.416123176119083
fake_d,4,320,380,60,False,32.96153175079565
fake_d,4,321,351,37,False,4.029745495194619
fake_d,4,322,348,35,False,2.2649933742148654
fake_d,4,324,420,89,False,17.306405576762003
fake_d,4,325,324,16,False,2.9128151244114235
fake_d,4,326,362,45,False,12.415624293462905
fake_d,4,327,353,39,False,2.6210477914965504
fake_d,4,328,492,141,False,12.901194729365809
fake_d,4,330,429,96,False,18.109110891277126
fake_d,4,331,336,25,False,2.3550929858758374
fake_d,4,333,319,12,False,4.081038841496374
fake_d,4,335,416,85,False,13.601931068539143
fake_d,4,336,434,99,False,10.772272942845724
fake_d,4,338,447,109,False,8.351778568130213
fake_d,4,339,401,75,False,29.393851251487742
fake_d,4,340,404,78,False,9.534191519364487
fake_d,4,341,472,123,False,15.146914908828437
fake_d,4,343,364,47,False,15.634252465889812
fake_d,4,344,316,9,False,14.255164287776116
fake_d,4,345,426,93,False,11.892857814698187
fake_d,4,346,468,121,False,11.447454749122707
fake_d,4,347,390,68,False,22.375006491757492
fake_d,4,348,489,138,False,24.248368056169088
fake_d,4,350,385,64,False,15.154253426945603
fake_d,4,351,313,7,False,5.157644724279603
fake_d,4,352,471,122,False,15.256381988172791
fake_d,4,353,485,134,False,13.595589654250267
fake_d,4,355,443,105,False,12.600244298959884
fake_d,4,356,347,34,False,1.5997896613690326
fake_d,4,357,425,92,False,20.305927933359282
fake_d,4,358,317,10,False,5.562675981422213
fake_d,4,360,312,6,False,7.848576110623615
fake_d,4,362,422,90,False,17.019145695750222
fake_d,4,363,315,8,False,9.262748978803135
fake_d,4,364,441,104,False,5.0384109910002
fake_d,4,366,406,79,False,0.6793993696241011
fake_d,4,367,400,74,False,8.365250248210788
fake_d,4,368,436,100,False,2.025227871528357
fake_d,4,369,310,5,False,8.853628515480944
fake_d,4,370,388,66,False,5.346726911930878
fake_d,4,371,355,40,False,18.13102390246732
fake_d,4,372,423,91,False,2.6626444868868484
fake_d,4,374,474,125,False,6.565567186311043
fake_d,4,375,367,49,False,1.2833285603930198
fake_d,4,376,477,128,False,5.075892525777111
fake_d,4,377,395,72,False,13.83705826348446
fake_d,4,379,344,31,False,15.953574836139204
fake_d,4,380,409,80,False,7.418262330414546
fake_d,4,381,389,67,False,4.0435846927356405
fake_d,4,382,374,55,False,7.095906031821901
fake_d,4,383,325,17,False,22.649029391454008
fake_d,4,385,490,139,False,0.27467778924106556
fake_d,4,386,392,70,False,0.8330390515867204
fake_d,4,388,483,132,False,2.6009003573360396
fake_d,4,389,479,130,False,2.612573080504457
fake_d,4,390,491,140,False,1.399525484263657
fake_d,4,391,419,88,False,1.8809391790844427
fake_d,4,392,458,117,False,75.09227779860728
fake_d,4,393,397,73,False,5.06785750764415
fake_d,4,395,372,54,False,1.5085098825699885
fake_d,4,397,375,56,False,5.862625239261079
