repeat,condition,draw_id,seed,recipient_participant_id,donor_participant_id,donor_row_index,self_match,standardized_structural_distance
1,fake_d,1,50360625,313,476,127,False,9.87172431491125
1,fake_d,1,50360625,315,395,72,False,10.437359555831273
1,fake_d,1,50360625,316,312,6,False,9.058328119504365
1,fake_d,1,50360625,317,423,91,False,13.327500591654465
1,fake_d,1,50360625,318,310,5,False,2.245690766270442
1,fake_d,1,50360625,319,305,3,False,8.15536027843175
1,fake_d,1,50360625,320,471,122,False,35.43773408191707
1,fake_d,1,50360625,321,360,44,False,37.66447495179062
1,fake_d,1,50360625,322,389,67,False,14.378467312350121
1,fake_d,1,50360625,324,482,131,False,10.365390003973213
1,fake_d,1,50360625,325,485,134,False,16.846805421928583
1,fake_d,1,50360625,326,445,107,False,15.885854953234986
1,fake_d,1,50360625,327,367,49,False,15.236436602516529
1,fake_d,1,50360625,328,468,121,False,11.303584287957605
1,fake_d,1,50360625,330,412,81,False,15.324868919937835
1,fake_d,1,50360625,331,385,64,False,14.258748729806491
1,fake_d,1,50360625,333,376,57,False,11.845755178019955
1,fake_d,1,50360625,335,344,31,False,1.0816542435994139
1,fake_d,1,50360625,336,330,21,False,3.2380333610802765
1,fake_d,1,50360625,338,428,95,False,15.989702088397797
1,fake_d,1,50360625,339,444,106,False,34.61259926823545
1,fake_d,1,50360625,340,375,56,False,9.162116283695786
1,fake_d,1,50360625,341,328,20,False,0.42570697575911703
1,fake_d,1,50360625,343,339,27,False,3.355877292273423
1,fake_d,1,50360625,344,322,15,False,8.645651072950841
1,fake_d,1,50360625,345,374,55,False,9.774082396441477
1,fake_d,1,50360625,346,379,59,False,20.237049182071548
1,fake_d,1,50360625,347,345,32,False,10.875621085757954
1,fake_d,1,50360625,348,456,115,False,24.05576952247408
1,fake_d,1,50360625,350,492,141,False,18.186813152149625
1,fake_d,1,50360625,351,403,77,False,22.108413019680018
1,fake_d,1,50360625,352,484,133,False,20.965536779464795
1,fake_d,1,50360625,353,422,90,False,11.663326984372905
1,fake_d,1,50360625,355,437,101,False,10.811692813261
1,fake_d,1,50360625,356,369,51,False,8.023810759182398
1,fake_d,1,50360625,357,440,103,False,23.924305567656077
1,fake_d,1,50360625,358,357,42,False,5.675455742356343
1,fake_d,1,50360625,360,371,53,False,28.684755037812625
1,fake_d,1,50360625,362,333,23,False,12.098110722849729
1,fake_d,1,50360625,363,459,118,False,15.052880216414348
1,fake_d,1,50360625,364,409,80,False,10.273907817725153
1,fake_d,1,50360625,366,338,26,False,9.695654071461353
1,fake_d,1,50360625,367,350,36,False,9.980243505334336
1,fake_d,1,50360625,368,434,99,False,0.9591174554288479
1,fake_d,1,50360625,369,433,98,False,2.9480405977542463
1,fake_d,1,50360625,370,383,63,False,3.5422082523406315
1,fake_d,1,50360625,371,479,130,False,1.280557013328854
1,fake_d,1,50360625,372,377,58,False,14.53175428810542
1,fake_d,1,50360625,374,416,85,False,7.700786658223754
1,fake_d,1,50360625,375,366,48,False,9.143675071214897
1,fake_d,1,50360625,376,327,19,False,11.276847370384044
1,fake_d,1,50360625,377,439,102,False,27.59556127693955
1,fake_d,1,50360625,379,449,111,False,15.692853882242874
1,fake_d,1,50360625,380,303,1,False,14.888201156520962
1,fake_d,1,50360625,381,307,4,False,12.378176286342574
1,fake_d,1,50360625,382,363,46,False,3.5409168845953225
1,fake_d,1,50360625,383,325,17,False,22.649029391454008
1,fake_d,1,50360625,385,315,8,False,10.288227365274894
1,fake_d,1,50360625,386,463,119,False,0.10303791340831879
1,fake_d,1,50360625,388,397,73,False,1.268183274451729
1,fake_d,1,50360625,389,340,28,False,16.306572516769105
1,fake_d,1,50360625,390,352,38,False,33.118468394678814
1,fake_d,1,50360625,391,425,92,False,9.254425122878748
1,fake_d,1,50360625,392,400,74,False,5.252010646630105
1,fake_d,1,50360625,393,372,54,False,4.2702497176676335
1,fake_d,1,50360625,395,415,84,False,0.03269703204686414
1,fake_d,1,50360625,397,319,12,False,24.871554773955516
1,fake_d,1,50360625,400,401,75,False,8.971673505024578
1,fake_d,1,50360625,401,380,60,False,0.6596780854442548
1,fake_d,1,50360625,402,370,52,False,2.8028111410662855
1,fake_d,1,50360625,403,426,93,False,8.806567568898693
1,fake_d,1,50360625,404,393,71,False,0.9261685770829885
1,fake_d,1,50360625,406,430,97,False,20.037674379914115
1,fake_d,1,50360625,409,351,37,False,20.978477457149097
1,fake_d,1,50360625,412,487,136,False,2.359741824869253
1,fake_d,1,50360625,413,420,89,False,6.559968127990954
1,fake_d,1,50360625,414,321,14,False,37.28607814713695
1,fake_d,1,50360625,415,473,124,False,1.5727500429966736
1,fake_d,1,50360625,416,388,66,False,0.6381798675230221
1,fake_d,1,50360625,417,441,104,False,12.813215796469528
1,fake_d,1,50360625,418,486,135,False,8.742370341076537
1,fake_d,1,50360625,419,478,129,False,7.642011400773784
1,fake_d,1,50360625,420,455,114,False,7.765032311249812
1,fake_d,1,50360625,422,346,33,False,10.962630795422175
1,fake_d,1,50360625,423,489,138,False,0.6497204690818608
1,fake_d,1,50360625,425,368,50,False,9.36453873813256
1,fake_d,1,50360625,426,313,7,False,12.937305924218549
1,fake_d,1,50360625,427,418,87,False,9.009609887638378
1,fake_d,1,50360625,428,490,139,False,3.578923673332855
1,fake_d,1,50360625,429,358,43,False,32.52815167178079
1,fake_d,1,50360625,430,348,35,False,10.346074197053271
1,fake_d,1,50360625,433,402,76,False,4.41169907580577
1,fake_d,1,50360625,434,419,88,False,1.2535243660139166
1,fake_d,1,50360625,436,464,120,False,0.6864915797416606
1,fake_d,1,50360625,437,472,123,False,0.5661275511832914
1,fake_d,1,50360625,439,413,82,False,5.467970847973119
1,fake_d,1,50360625,440,406,79,False,5.8611810285162695
1,fake_d,1,50360625,441,347,34,False,25.44712772582668
1,fake_d,1,50360625,443,391,69,False,2.3980555793630924
1,fake_d,1,50360625,444,390,68,False,17.88109082801172
1,fake_d,1,50360625,445,356,41,False,13.032454488910956
1,fake_d,1,50360625,446,436,100,False,2.7469722985825147
1,fake_d,1,50360625,447,475,126,False,0.6126389738013718
1,fake_d,1,50360625,448,458,117,False,49.07746159109244
1,fake_d,1,50360625,449,474,125,False,4.247637628644118
1,fake_d,1,50360625,451,477,128,False,63.7830757410844
1,fake_d,1,50360625,454,320,13,False,31.39684077978653
1,fake_d,1,50360625,455,304,2,False,11.48954657505475
1,fake_d,1,50360625,456,318,11,False,14.673674892284692
1,fake_d,1,50360625,457,417,86,False,1.117038434914776
1,fake_d,1,50360625,458,446,108,False,46.41721930482578
1,fake_d,1,50360625,459,454,113,False,6.65892652714026
1,fake_d,1,50360625,463,316,9,False,21.317921670732712
1,fake_d,1,50360625,464,429,96,False,3.294819597239441
1,fake_d,1,50360625,468,343,30,False,23.516589570895945
1,fake_d,1,50360625,471,324,16,False,12.132220362190882
1,fake_d,1,50360625,472,302,0,False,11.5130397319539
1,fake_d,1,50360625,473,326,18,False,13.322566013351063
1,fake_d,1,50360625,474,491,140,False,4.921171030087388
1,fake_d,1,50360625,475,364,47,False,6.955172360753358
1,fake_d,1,50360625,476,335,24,False,11.170889024414587
1,fake_d,1,50360625,477,448,110,False,3.392150393613988
1,fake_d,1,50360625,478,386,65,False,2.327202892126629
1,fake_d,1,50360625,479,336,25,False,15.258471151169745
1,fake_d,1,50360625,482,427,94,False,1.211283101126547
1,fake_d,1,50360625,483,331,22,False,11.318645714645353
1,fake_d,1,50360625,484,382,62,False,5.944770843604609
1,fake_d,1,50360625,485,483,132,False,1.1016419581988064
1,fake_d,1,50360625,486,404,78,False,0.053857605152511645
1,fake_d,1,50360625,487,451,112,False,57.78048309925832
1,fake_d,1,50360625,488,447,109,False,0.12687314410608755
1,fake_d,1,50360625,489,381,61,False,1.4731624547276851
1,fake_d,1,50360625,490,353,39,False,16.033828128145448
1,fake_d,1,50360625,491,341,29,False,16.66546847561704
1,fake_d,1,50360625,492,443,105,False,2.567366273701196
1,fake_d,2,50360626,302,374,55,False,19.77342371903536
1,fake_d,2,50360626,303,307,4,False,2.193528092355669
1,fake_d,2,50360626,304,444,106,False,10.34408931494036
1,fake_d,2,50360626,305,427,94,False,18.461097993888384
1,fake_d,2,50360626,307,416,85,False,15.095680521755597
1,fake_d,2,50360626,310,451,112,False,65.6061487541664
1,fake_d,2,50360626,312,328,20,False,1.3244418684637516
1,fake_d,2,50360626,313,302,0,False,2.632268241155393
1,fake_d,2,50360626,315,347,34,False,0.604174645832603
1,fake_d,2,50360626,316,340,28,False,7.578576401008062
1,fake_d,2,50360626,317,445,107,False,18.054480104349764
1,fake_d,2,50360626,318,458,117,False,47.990406866013856
1,fake_d,2,50360626,319,316,9,False,3.113059569390281
1,fake_d,2,50360626,320,313,7,False,21.300936903329582
1,fake_d,2,50360626,321,380,60,False,28.225119712970315
1,fake_d,2,50360626,322,358,43,False,8.471378280013193
1,fake_d,2,50360626,324,348,35,False,5.141422212053612
1,fake_d,2,50360626,325,364,47,False,14.306702500102329
1,fake_d,2,50360626,326,426,93,False,11.44518927824299
1,fake_d,2,50360626,327,352,38,False,22.996769559057288
1,fake_d,2,50360626,328,420,89,False,16.309083435610386
1,fake_d,2,50360626,330,429,96,False,18.109110891277126
1,fake_d,2,50360626,331,346,33,False,0.38055611557685765
1,fake_d,2,50360626,333,472,123,False,15.459267566793375
1,fake_d,2,50360626,335,459,118,False,24.862492571631694
1,fake_d,2,50360626,336,422,90,False,11.87824764330285
1,fake_d,2,50360626,338,395,72,False,11.182397244233892
1,fake_d,2,50360626,339,419,88,False,34.976977728946714
1,fake_d,2,50360626,340,434,99,False,8.88243382587124
1,fake_d,2,50360626,341,375,56,False,15.281749572048955
1,fake_d,2,50360626,343,483,132,False,14.701861747316162
1,fake_d,2,50360626,344,441,104,False,27.662911298786295
1,fake_d,2,50360626,345,379,59,False,29.364906653341116
1,fake_d,2,50360626,346,335,24,False,2.740331660437292
1,fake_d,2,50360626,347,368,50,False,8.706548899216662
1,fake_d,2,50360626,348,468,121,False,22.23059727180531
1,fake_d,2,50360626,350,456,115,False,17.290801052500747
1,fake_d,2,50360626,351,324,16,False,2.2904256564712897
1,fake_d,2,50360626,352,489,138,False,24.681290390559937
1,fake_d,2,50360626,353,482,131,False,11.825666367293753
1,fake_d,2,50360626,355,439,102,False,7.643596209937864
1,fake_d,2,50360626,356,317,10,False,2.617427192042605
1,fake_d,2,50360626,357,351,37,False,18.7828280077921
1,fake_d,2,50360626,358,331,22,False,11.494276425005902
1,fake_d,2,50360626,360,464,120,False,20.92818929254851
1,fake_d,2,50360626,362,402,76,False,12.005244037812103
1,fake_d,2,50360626,363,418,87,False,9.56029722877007
1,fake_d,2,50360626,364,344,31,False,16.77925717410489
1,fake_d,2,50360626,366,412,81,False,4.972335446094533
1,fake_d,2,50360626,367,319,12,False,11.84142909873915
1,fake_d,2,50360626,368,367,49,False,2.219770797506594
1,fake_d,2,50360626,369,485,134,False,2.579804619494422
1,fake_d,2,50360626,370,428,95,False,12.5756938069192
1,fake_d,2,50360626,371,491,140,False,0.5936862941802745
1,fake_d,2,50360626,372,478,129,False,5.349479898885171
1,fake_d,2,50360626,374,490,139,False,5.805881138996196
1,fake_d,2,50360626,375,479,130,False,6.097581319805792
1,fake_d,2,50360626,376,476,127,False,5.043209206621757
1,fake_d,2,50360626,377,305,3,False,21.773489442384736
1,fake_d,2,50360626,379,397,73,False,2.359195716580144
1,fake_d,2,50360626,380,447,109,False,2.392961057958396
1,fake_d,2,50360626,381,343,30,False,19.386482217998612
1,fake_d,2,50360626,382,471,122,False,1.4709821367767457
1,fake_d,2,50360626,383,382,62,False,1.7295688513927887
1,fake_d,2,50360626,385,353,39,False,14.549288018203795
1,fake_d,2,50360626,386,321,14,False,27.783080829698125
1,fake_d,2,50360626,388,376,57,False,5.097250756056775
1,fake_d,2,50360626,389,463,119,False,5.742379214668356
1,fake_d,2,50360626,390,448,110,False,12.832240651771654
1,fake_d,2,50360626,391,366,48,False,1.5956024232633474
1,fake_d,2,50360626,392,488,137,False,1.525525421364883
1,fake_d,2,50360626,393,455,114,False,0.5974147273800519
1,fake_d,2,50360626,395,320,13,False,33.61638467204329
1,fake_d,2,50360626,397,433,98,False,0.5093826251074105
1,fake_d,2,50360626,400,310,5,False,17.822583949608752
1,fake_d,2,50360626,401,362,45,False,23.666225385611764
1,fake_d,2,50360626,402,339,27,False,22.336809439984066
1,fake_d,2,50360626,403,315,8,False,10.771314698298486
1,fake_d,2,50360626,404,385,64,False,0.23061365195397537
1,fake_d,2,50360626,406,401,75,False,1.2495008382871722
1,fake_d,2,50360626,409,327,19,False,24.476296747341806
1,fake_d,2,50360626,412,304,2,False,13.835338219949493
1,fake_d,2,50360626,413,404,78,False,2.4833664170428684
1,fake_d,2,50360626,414,355,40,False,7.661655477302029
1,fake_d,2,50360626,415,449,111,False,2.32015925884947
1,fake_d,2,50360626,416,423,91,False,0.7471638224095799
1,fake_d,2,50360626,417,341,29,False,13.956968446114058
1,fake_d,2,50360626,418,415,84,False,8.733563008423019
1,fake_d,2,50360626,419,474,125,False,3.711350681150651
1,fake_d,2,50360626,420,377,58,False,7.9462477811312615
1,fake_d,2,50360626,422,312,6,False,9.03598939185917
1,fake_d,2,50360626,423,425,92,False,3.395678298536772
1,fake_d,2,50360626,425,430,97,False,2.406041227230685
1,fake_d,2,50360626,426,457,116,False,2.1761910135707376
1,fake_d,2,50360626,427,389,67,False,5.712276289969603
1,fake_d,2,50360626,428,369,51,False,5.796754391542018
1,fake_d,2,50360626,429,392,70,False,3.4472773636207528
1,fake_d,2,50360626,430,303,1,False,38.799118071530586
1,fake_d,2,50360626,433,443,105,False,1.0233642075810239
1,fake_d,2,50360626,434,381,61,False,0.8078598325503547
1,fake_d,2,50360626,436,486,135,False,0.0811254723277092
1,fake_d,2,50360626,437,338,26,False,10.610143091686462
1,fake_d,2,50360626,439,436,100,False,2.711590600245967
1,fake_d,2,50360626,440,388,66,False,2.1876684320480897
1,fake_d,2,50360626,441,403,77,False,16.377613134106753
1,fake_d,2,50360626,443,372,54,False,3.415018817240111
1,fake_d,2,50360626,444,370,52,False,1.5794381653730762
1,fake_d,2,50360626,445,446,108,False,1.2586171122275847
1,fake_d,2,50360626,446,390,68,False,19.48552601508116
1,fake_d,2,50360626,447,325,17,False,17.120069445899343
1,fake_d,2,50360626,448,350,36,False,10.474496218329787
1,fake_d,2,50360626,449,345,32,False,20.050331598779316
1,fake_d,2,50360626,451,475,126,False,51.57214028121454
1,fake_d,2,50360626,454,357,42,False,49.62567328466561
1,fake_d,2,50360626,455,473,124,False,6.629610584218998
1,fake_d,2,50360626,456,400,74,False,8.743510119025752
1,fake_d,2,50360626,457,336,25,False,12.111170568179654
1,fake_d,2,50360626,458,386,65,False,72.7792051573771
1,fake_d,2,50360626,459,393,71,False,14.181292141430378
1,fake_d,2,50360626,463,484,133,False,5.256499208268327
1,fake_d,2,50360626,464,318,11,False,14.305800734919973
1,fake_d,2,50360626,468,409,80,False,2.0791059317969403
1,fake_d,2,50360626,471,417,86,False,1.0336225468441131
1,fake_d,2,50360626,472,333,23,False,15.459267566793375
1,fake_d,2,50360626,473,330,21,False,14.019173383978865
1,fake_d,2,50360626,474,477,128,False,0.8609964107947152
1,fake_d,2,50360626,475,356,41,False,10.337988580353931
1,fake_d,2,50360626,476,371,53,False,3.5363284628372402
1,fake_d,2,50360626,477,487,136,False,0.6211850255640835
1,fake_d,2,50360626,478,322,15,False,11.277987938303134
1,fake_d,2,50360626,479,406,79,False,7.9422532656484215
1,fake_d,2,50360626,482,440,103,False,2.3325790477000306
1,fake_d,2,50360626,483,391,69,False,5.225874121586804
1,fake_d,2,50360626,484,413,82,False,0.6505351437884472
1,fake_d,2,50360626,485,437,101,False,0.709367651091059
1,fake_d,2,50360626,486,363,46,False,1.3619577716888278
1,fake_d,2,50360626,487,492,141,False,0.17164106365507334
1,fake_d,2,50360626,488,383,63,False,1.79896648768096
1,fake_d,2,50360626,489,454,113,False,4.123081596452602
1,fake_d,2,50360626,490,360,44,False,20.363581632136327
1,fake_d,2,50360626,491,326,18,False,12.822797270737238
1,fake_d,2,50360626,492,414,83,False,1.7604281863781113
1,fake_d,3,50360627,302,392,70,False,13.972907480064672
1,fake_d,3,50360627,303,355,40,False,2.8396640285639894
1,fake_d,3,50360627,304,428,95,False,15.233574400431896
1,fake_d,3,50360627,305,381,61,False,17.071458971599213
1,fake_d,3,50360627,307,444,106,False,9.267239676190037
1,fake_d,3,50360627,310,379,59,False,18.760125627416166
1,fake_d,3,50360627,312,488,137,False,8.935073246009807
1,fake_d,3,50360627,313,362,45,False,8.701935320177217
1,fake_d,3,50360627,315,417,86,False,8.191316092038521
1,fake_d,3,50360627,316,454,113,False,25.985224915869132
1,fake_d,3,50360627,317,448,110,False,10.5911329651887
1,fake_d,3,50360627,318,447,109,False,9.263882122597831
1,fake_d,3,50360627,319,313,7,False,4.979590219887079
1,fake_d,3,50360627,320,346,33,False,13.493337981498938
1,fake_d,3,50360627,321,487,136,False,33.497053547940986
1,fake_d,3,50360627,322,366,48,False,21.994341993579436
1,fake_d,3,50360627,324,352,38,False,12.854181344652908
1,fake_d,3,50360627,325,458,117,False,80.60491946160184
1,fake_d,3,50360627,326,468,121,False,12.10473752342507
1,fake_d,3,50360627,327,409,80,False,24.476296747341806
1,fake_d,3,50360627,328,415,84,False,12.34409408313852
1,fake_d,3,50360627,330,441,104,False,22.11316583034698
1,fake_d,3,50360627,331,456,115,False,15.391130198832467
1,fake_d,3,50360627,333,356,41,False,1.8397350940297272
1,fake_d,3,50360627,335,420,89,False,15.65550019582468
1,fake_d,3,50360627,336,486,135,False,11.478733501384758
1,fake_d,3,50360627,338,426,93,False,16.075993672883314
1,fake_d,3,50360627,339,331,22,False,9.122752906561429
1,fake_d,3,50360627,340,473,124,False,11.95687254331822
1,fake_d,3,50360627,341,358,43,False,17.844646855747012
1,fake_d,3,50360627,343,430,97,False,13.686163888605705
1,fake_d,3,50360627,344,449,111,False,15.871712920961631
1,fake_d,3,50360627,345,333,23,False,5.089479376218396
1,fake_d,3,50360627,346,401,75,False,13.067536365406927
1,fake_d,3,50360627,347,319,12,False,9.877468230166349
1,fake_d,3,50360627,348,371,53,False,16.74745680868326
1,fake_d,3,50360627,350,476,127,False,14.299039562209218
1,fake_d,3,50360627,351,353,39,False,0.8599138021208816
1,fake_d,3,50360627,352,324,16,False,12.854181344652908
1,fake_d,3,50360627,353,391,69,False,19.43411451615501
1,fake_d,3,50360627,355,491,140,False,19.470211672790594
1,fake_d,3,50360627,356,446,108,False,10.158271177214566
1,fake_d,3,50360627,357,492,141,False,19.008353676311906
1,fake_d,3,50360627,358,406,79,False,18.64760640944803
1,fake_d,3,50360627,360,464,120,False,20.92818929254851
1,fake_d,3,50360627,362,322,15,False,8.767584386353477
1,fake_d,3,50360627,363,302,0,False,9.876075304009683
1,fake_d,3,50360627,364,416,85,False,2.7531651411351477
1,fake_d,3,50360627,366,395,72,False,3.18007639428872
1,fake_d,3,50360627,367,325,17,False,12.299429714396139
1,fake_d,3,50360627,368,341,29,False,14.664244681710638
1,fake_d,3,50360627,369,403,77,False,1.2885841421484359
1,fake_d,3,50360627,370,326,18,False,16.41506731907746
1,fake_d,3,50360627,371,389,67,False,0.6649234538421994
1,fake_d,3,50360627,372,350,36,False,22.713290732473585
1,fake_d,3,50360627,374,422,90,False,3.748732400392858
1,fake_d,3,50360627,375,443,105,False,1.4214379665134818
1,fake_d,3,50360627,376,363,46,False,5.7770521707379086
1,fake_d,3,50360627,377,385,64,False,16.000275468114335
1,fake_d,3,50360627,379,474,125,False,4.2119968036384705
1,fake_d,3,50360627,380,412,81,False,0.7057505964639212
1,fake_d,3,50360627,381,344,31,False,15.674172425426818
1,fake_d,3,50360627,382,433,98,False,0.06597555898191142
1,fake_d,3,50360627,383,490,139,False,1.2432171982933031
1,fake_d,3,50360627,385,463,119,False,0.47756407797335687
1,fake_d,3,50360627,386,482,131,False,0.982166734557206
1,fake_d,3,50360627,388,348,35,False,22.84131500181229
1,fake_d,3,50360627,389,423,91,False,2.696610824802407
1,fake_d,3,50360627,390,400,74,False,0.41357893733038625
1,fake_d,3,50360627,391,390,68,False,16.458752001300816
1,fake_d,3,50360627,392,402,76,False,1.6035522590865687
1,fake_d,3,50360627,393,370,52,False,1.6440066080916962
1,fake_d,3,50360627,395,338,26,False,11.182397244233892
1,fake_d,3,50360627,397,328,20,False,15.655647099406787
1,fake_d,3,50360627,400,368,50,False,16.543492533235895
1,fake_d,3,50360627,401,418,87,False,8.857638897640117
1,fake_d,3,50360627,402,347,34,False,9.798289528656454
1,fake_d,3,50360627,403,457,116,False,2.3012654422595404
1,fake_d,3,50360627,404,434,99,False,0.20971254140616608
1,fake_d,3,50360627,406,303,1,False,9.555290366907641
1,fake_d,3,50360627,409,440,103,False,9.849741198731556
1,fake_d,3,50360627,412,485,134,False,0.8700066839307595
1,fake_d,3,50360627,413,339,27,False,18.13215692429222
1,fake_d,3,50360627,414,364,47,False,8.400467238886488
