reviewer_id,blind_id,domain,domain_label,count_bin,evidence_quote,line_number,polarity,uncertainty_reason
A,B023,self_worth_guilt,,,,,,
A,B023,sleep_fatigue_energy,,,,,,
A,B023,suicide_self_harm,,,,,,
A,B018,anhedonia_interest,,,,,,
A,B018,appetite_weight,,,,,,
A,B018,concentration_psychomotor,,,,,,
A,B018,depressed_mood,,,,,,
A,B018,functioning_impairment,,,,,,
A,B018,mental_health_history,,,,,,
A,B018,protective_or_absent_symptom,,,,,,
A,B018,self_worth_guilt,,,,,,
A,B018,sleep_fatigue_energy,,,,,,
A,B018,suicide_self_harm,,,,,,
A,B010,anhedonia_interest,,,,,,
A,B010,appetite_weight,,,,,,
A,B010,concentration_psychomotor,,,,,,
A,B010,depressed_mood,,,,,,
A,B010,functioning_impairment,,,,,,
A,B010,mental_health_history,,,,,,
A,B010,protective_or_absent_symptom,,,,,,
A,B010,self_worth_guilt,,,,,,
A,B010,sleep_fatigue_energy,,,,,,
A,B010,suicide_self_harm,,,,,,
A,B022,anhedonia_interest,,,,,,
A,B022,appetite_weight,,,,,,
A,B022,concentration_psychomotor,,,,,,
A,B022,depressed_mood,,,,,,
A,B022,functioning_impairment,,,,,,
A,B022,mental_health_history,,,,,,
A,B022,protective_or_absent_symptom,,,,,,
A,B022,self_worth_guilt,,,,,,
A,B022,sleep_fatigue_energy,,,,,,
A,B022,suicide_self_harm,,,,,,
A,B011,anhedonia_interest,,,,,,
A,B011,appetite_weight,,,,,,
A,B011,concentration_psychomotor,,,,,,
A,B011,depressed_mood,,,,,,
A,B011,functioning_impairment,,,,,,
A,B011,mental_health_history,,,,,,
A,B011,protective_or_absent_symptom,,,,,,
A,B011,self_worth_guilt,,,,,,
A,B011,sleep_fatigue_energy,,,,,,
A,B011,suicide_self_harm,,,,,,
A,B030,anhedonia_interest,,,,,,
A,B030,appetite_weight,,,,,,
A,B030,concentration_psychomotor,,,,,,
A,B030,depressed_mood,,,,,,
A,B030,functioning_impairment,,,,,,
A,B030,mental_health_history,,,,,,
A,B030,protective_or_absent_symptom,,,,,,
A,B030,self_worth_guilt,,,,,,
A,B030,sleep_fatigue_energy,,,,,,
A,B030,suicide_self_harm,,,,,,
A,B029,anhedonia_interest,,,,,,
A,B029,appetite_weight,,,,,,
A,B029,concentration_psychomotor,,,,,,
A,B029,depressed_mood,,,,,,
A,B029,functioning_impairment,,,,,,
A,B029,mental_health_history,,,,,,
A,B029,protective_or_absent_symptom,,,,,,
A,B029,self_worth_guilt,,,,,,
A,B029,sleep_fatigue_energy,,,,,,
A,B029,suicide_self_harm,,,,,,
