reviewer_id,blind_id,domain,domain_label,count_bin,evidence_quote,line_number,polarity,uncertainty_reason
B,B023,concentration_psychomotor,,,,,,
B,B023,depressed_mood,,,,,,
B,B023,functioning_impairment,,,,,,
B,B023,mental_health_history,,,,,,
B,B023,protective_or_absent_symptom,,,,,,
B,B023,self_worth_guilt,,,,,,
B,B023,sleep_fatigue_energy,,,,,,
B,B023,suicide_self_harm,,,,,,
B,B028,anhedonia_interest,,,,,,
B,B028,appetite_weight,,,,,,
B,B028,concentration_psychomotor,,,,,,
B,B028,depressed_mood,,,,,,
B,B028,functioning_impairment,,,,,,
B,B028,mental_health_history,,,,,,
B,B028,protective_or_absent_symptom,,,,,,
B,B028,self_worth_guilt,,,,,,
B,B028,sleep_fatigue_energy,,,,,,
B,B028,suicide_self_harm,,,,,,
B,B013,anhedonia_interest,,,,,,
B,B013,appetite_weight,,,,,,
B,B013,concentration_psychomotor,,,,,,
B,B013,depressed_mood,,,,,,
B,B013,functioning_impairment,,,,,,
B,B013,mental_health_history,,,,,,
B,B013,protective_or_absent_symptom,,,,,,
B,B013,self_worth_guilt,,,,,,
B,B013,sleep_fatigue_energy,,,,,,
B,B013,suicide_self_harm,,,,,,
B,B017,anhedonia_interest,,,,,,
B,B017,appetite_weight,,,,,,
B,B017,concentration_psychomotor,,,,,,
B,B017,depressed_mood,,,,,,
B,B017,functioning_impairment,,,,,,
B,B017,mental_health_history,,,,,,
B,B017,protective_or_absent_symptom,,,,,,
B,B017,self_worth_guilt,,,,,,
B,B017,sleep_fatigue_energy,,,,,,
B,B017,suicide_self_harm,,,,,,
B,B014,anhedonia_interest,,,,,,
B,B014,appetite_weight,,,,,,
B,B014,concentration_psychomotor,,,,,,
B,B014,depressed_mood,,,,,,
B,B014,functioning_impairment,,,,,,
B,B014,mental_health_history,,,,,,
B,B014,protective_or_absent_symptom,,,,,,
B,B014,self_worth_guilt,,,,,,
B,B014,sleep_fatigue_energy,,,,,,
B,B014,suicide_self_harm,,,,,,
B,B005,anhedonia_interest,,,,,,
B,B005,appetite_weight,,,,,,
B,B005,concentration_psychomotor,,,,,,
B,B005,depressed_mood,,,,,,
B,B005,functioning_impairment,,,,,,
B,B005,mental_health_history,,,,,,
B,B005,protective_or_absent_symptom,,,,,,
B,B005,self_worth_guilt,,,,,,
B,B005,sleep_fatigue_energy,,,,,,
B,B005,suicide_self_harm,,,,,,
