representation,repeat,outer_fold,draw,domain_type,participant_id,label,base_probability,enhanced_probability
tfidf,1,1,2,fake,426,1,0.615380928520017,0.6253466351771487
tfidf,1,1,2,fake,433,1,0.5560784146286882,0.5667097828284968
tfidf,1,1,2,fake,451,0,0.4330411410859875,0.41928057269083263
tfidf,1,1,2,fake,454,0,0.4842523469423681,0.5071986044011647
tfidf,1,1,2,fake,473,0,0.05101372854596085,0.045781108197017174
tfidf,1,1,2,fake,476,0,0.2234261448507809,0.21330639196163906
tfidf,1,1,2,fake,484,0,0.35524055531672566,0.3765641045783842
tfidf,1,1,2,fake,487,0,0.4146545744099894,0.382580144035259
tfidf,1,1,2,fake,490,0,0.33421153572462264,0.3072602711180237
tfidf,1,2,2,fake,303,0,0.07754320650684332,0.0779577947251139
tfidf,1,2,2,fake,304,0,0.13072745188558718,0.12918819102583098
tfidf,1,2,2,fake,310,0,0.5576552516634751,0.550500440271647
tfidf,1,2,2,fake,312,0,0.4522127795593939,0.4469717448878462
tfidf,1,2,2,fake,316,0,0.471390099808486,0.4711564068673403
tfidf,1,2,2,fake,324,0,0.5395426153097512,0.5422768929400176
tfidf,1,2,2,fake,328,0,0.6480993404607872,0.6452656931700452
tfidf,1,2,2,fake,339,1,0.7822844238026012,0.7815347668584031
tfidf,1,2,2,fake,353,1,0.7293243724061087,0.7313438083216178
tfidf,1,2,2,fake,355,1,0.5207971071303525,0.5262902157074807
tfidf,1,2,2,fake,366,0,0.027578973817596924,0.026991203086132322
tfidf,1,2,2,fake,375,0,0.0038295748888766174,0.003734337689198603
tfidf,1,2,2,fake,376,1,0.9774196421599387,0.9778382359099981
tfidf,1,2,2,fake,379,0,0.4771827980368846,0.475570369247459
tfidf,1,2,2,fake,381,1,0.9198735902455617,0.9211324452799654
tfidf,1,2,2,fake,382,0,0.11600524127346461,0.11277420493591546
tfidf,1,2,2,fake,386,1,0.9402753379468303,0.9401509112864912
tfidf,1,2,2,fake,390,0,0.9534521088647481,0.9541071245570008
tfidf,1,2,2,fake,392,0,0.059507475658863086,0.05920203939765845
tfidf,1,2,2,fake,401,0,0.621243336270659,0.6179943600329242
tfidf,1,2,2,fake,412,1,0.8660386961205192,0.8654847479314213
tfidf,1,2,2,fake,422,1,0.5764650761026011,0.5715140388872453
tfidf,1,2,2,fake,427,0,0.013102550018116865,0.012723189113908588
tfidf,1,2,2,fake,440,1,0.9651785530719676,0.9650418634142228
tfidf,1,2,2,fake,443,0,0.3064731638434528,0.30215158733091957
tfidf,1,2,2,fake,457,0,0.01757015239346933,0.01709873903252566
tfidf,1,2,2,fake,479,0,0.014990496338403825,0.014612497950372621
tfidf,1,2,2,fake,482,0,0.05389368481620879,0.053230117693187785
tfidf,1,2,2,fake,486,0,0.012842833038769307,0.0126569461715698
tfidf,1,3,2,fake,305,0,0.024312643227560365,0.33004199743672546
tfidf,1,3,2,fake,307,0,0.01834866608496496,0.10600409012474124
tfidf,1,3,2,fake,313,0,0.46076240408867236,0.4435845098930802
tfidf,1,3,2,fake,315,0,0.8681577790660868,0.7155794133038109
tfidf,1,3,2,fake,317,0,0.014154364103094086,0.5451683120788474
tfidf,1,3,2,fake,320,1,0.9873177028109755,0.9749042454025645
tfidf,1,3,2,fake,338,1,0.733661462290084,0.8119605868285026
tfidf,1,3,2,fake,344,1,0.9825770082201527,0.9026107440131524
tfidf,1,3,2,fake,352,1,0.5609449281799671,0.5059437551749288
tfidf,1,3,2,fake,356,1,0.9993031831989816,0.9768000712246494
tfidf,1,3,2,fake,367,1,0.9999148948638579,0.9958825668329911
tfidf,1,3,2,fake,371,0,0.7369391685318932,0.5476612964948804
tfidf,1,3,2,fake,380,1,0.9878306446226541,0.8059221554055691
tfidf,1,3,2,fake,383,0,0.031577154212126465,0.13085671879588123
tfidf,1,3,2,fake,393,0,0.03211727522284131,0.08634006032593056
tfidf,1,3,2,fake,395,0,0.9336903729960644,0.7857107997512867
tfidf,1,3,2,fake,397,0,0.045273542735326466,0.17202579384734099
tfidf,1,3,2,fake,425,0,0.2568060895102364,0.5443876721389286
tfidf,1,3,2,fake,430,0,0.0005416722123326898,0.05063389535411697
tfidf,1,3,2,fake,436,0,0.0025228101934741854,0.01646346813909849
tfidf,1,3,2,fake,439,0,0.06387486204146221,0.18351760762758462
tfidf,1,3,2,fake,446,0,0.08913055565480657,0.1457172595209702
tfidf,1,3,2,fake,447,0,0.1649185306765286,0.19911865290488917
tfidf,1,3,2,fake,459,1,0.9849085119155052,0.9099617038906097
tfidf,1,3,2,fake,474,0,0.02602867027161705,0.05128399881829286
tfidf,1,3,2,fake,475,0,0.014559794030379028,0.03151048257359807
tfidf,1,3,2,fake,489,0,0.0003753819086034473,0.0174354884678797
tfidf,1,3,2,fake,491,0,0.16137319993302088,0.20138452653712696
tfidf,1,4,2,fake,318,0,0.4985797710355768,0.39008139111332485
tfidf,1,4,2,fake,322,0,0.7782323103857439,0.7979199322497784
tfidf,1,4,2,fake,326,0,0.4040915602814432,0.3009896032929108
tfidf,1,4,2,fake,327,0,0.7708018749387086,0.7409318742713014
tfidf,1,4,2,fake,335,1,0.4122637587081581,0.3550965848068512
tfidf,1,4,2,fake,343,0,0.6644907755597941,0.6650155190097116
tfidf,1,4,2,fake,347,1,0.695763422329764,0.6886485979354668
tfidf,1,4,2,fake,351,1,0.9714901766386465,0.9777430145669713
tfidf,1,4,2,fake,374,0,0.15343841580662138,0.14304384974620735
tfidf,1,4,2,fake,377,1,0.9947047531800203,0.9958071564503248
tfidf,1,4,2,fake,389,1,0.46309807184858054,0.5211753422255619
tfidf,1,4,2,fake,414,1,0.7120957638758053,0.6720653232028427
tfidf,1,4,2,fake,415,0,0.04812926457292147,0.04593328916722573
tfidf,1,4,2,fake,419,0,0.007067465692280577,0.00563978618114413
tfidf,1,4,2,fake,445,0,0.1032504742394176,0.11014056901935361
tfidf,1,4,2,fake,448,1,0.4762068790027625,0.44862387643190843
tfidf,1,4,2,fake,449,0,0.20444001595746192,0.1905886696942241
tfidf,1,4,2,fake,455,0,0.04997442897127746,0.050339411220008436
tfidf,1,4,2,fake,458,0,0.09458690001030882,0.09414508085077984
tfidf,1,4,2,fake,463,0,0.010337568028342516,0.006465206204565434
tfidf,1,4,2,fake,464,0,0.11028067632369712,0.09088826968546207
tfidf,1,4,2,fake,471,0,0.17329037515581688,0.12285689844075742
tfidf,1,4,2,fake,472,0,0.13055818432678148,0.1122023480003686
tfidf,1,4,2,fake,477,0,0.35944961378711016,0.3898002066790844
tfidf,1,4,2,fake,478,0,0.7494328694080136,0.771947453656601
tfidf,1,4,2,fake,483,1,0.8677905216837438,0.8852140501538893
tfidf,1,4,2,fake,488,0,0.09505077166438543,0.08258264557361614
tfidf,1,4,2,fake,492,0,0.031146938244908877,0.03554383803478064
tfidf,1,5,2,fake,302,0,6.41287089163234e-05,6.480912750503575e-05
tfidf,1,5,2,fake,321,1,0.47820616296366925,0.479944836025193
tfidf,1,5,2,fake,325,1,0.990801097692298,0.9911071548158339
tfidf,1,5,2,fake,330,1,0.2500571005830267,0.2487726605982844
tfidf,1,5,2,fake,333,0,0.034170578306178506,0.03434437412019497
tfidf,1,5,2,fake,336,0,0.9444024922563597,0.944321098405609
tfidf,1,5,2,fake,340,0,0.12550566723276402,0.12769850691049764
tfidf,1,5,2,fake,341,0,0.056286815235752415,0.05753242127095648
tfidf,1,5,2,fake,348,1,0.5825491381279054,0.5919083550511082
tfidf,1,5,2,fake,350,1,0.6211714272438188,0.6074674740802481
tfidf,1,5,2,fake,360,0,0.1574913992653937,0.15292528809342276
tfidf,1,5,2,fake,368,0,0.08795199857635555,0.08591741810163443
tfidf,1,5,2,fake,370,0,0.00934372906105235,0.008724268146163417
tfidf,1,5,2,fake,385,0,0.0016299360253596562,0.001595963130695572
tfidf,1,5,2,fake,388,1,0.9998252379572216,0.9998267907924725
tfidf,1,5,2,fake,406,0,0.005122800188074013,0.005221260866147986
tfidf,1,5,2,fake,409,1,0.38952471237778113,0.3792466574943551
tfidf,1,5,2,fake,417,0,0.05616820317671976,0.05740407890805044
tfidf,1,5,2,fake,418,1,0.9827917090880876,0.9823333351694525
tfidf,1,5,2,fake,428,0,0.0025483453102407034,0.0025941956337631393
tfidf,1,5,2,fake,429,0,0.0069363183911024815,0.006907437191420321
tfidf,1,5,2,fake,434,0,0.3818851699333197,0.39633246636407554
tfidf,1,5,2,fake,437,0,0.8412779737784448,0.8350355796406467
tfidf,1,5,2,fake,441,1,0.9789379667621174,0.9783893218873466
tfidf,1,5,2,fake,444,0,0.07826270082683622,0.0801943330664934
tfidf,1,5,2,fake,456,0,0.0006158741488283599,0.0006133646813277925
tfidf,1,5,2,fake,468,0,0.008710410402988507,0.009056588473999769
tfidf,1,5,2,fake,485,0,0.0006482486656611368,0.0006724885473434687
tfidf,1,1,3,fake,319,1,0.7424262093043981,0.8178375624885582
tfidf,1,1,3,fake,331,0,0.4733219824893271,0.5862195442980513
tfidf,1,1,3,fake,345,1,0.9361906129344344,0.9574365956646212
tfidf,1,1,3,fake,346,1,0.7783539859750889,0.8050230124127613
tfidf,1,1,3,fake,357,0,0.41580972580999587,0.4358477040805464
tfidf,1,1,3,fake,358,0,0.2843497722478217,0.4299650480698322
tfidf,1,1,3,fake,362,1,0.3908745064860529,0.5557705419313304
tfidf,1,1,3,fake,363,0,0.05105728295555474,0.04921540440000276
tfidf,1,1,3,fake,364,0,0.5785636595421036,0.6858556910701749
tfidf,1,1,3,fake,369,0,0.20945940519513367,0.17309350715787672
tfidf,1,1,3,fake,372,1,0.712732873194376,0.7355174875792675
tfidf,1,1,3,fake,391,0,0.9061463716097381,0.9344962862898593
tfidf,1,1,3,fake,400,0,0.692568102187298,0.6969778785424879
tfidf,1,1,3,fake,402,1,0.9998193967356047,0.9998505698720308
tfidf,1,1,3,fake,403,0,0.021517700471330208,0.018005361403580483
tfidf,1,1,3,fake,404,0,0.04244067250047198,0.061785394607905775
tfidf,1,1,3,fake,413,1,0.9746716103389853,0.9815199553512597
tfidf,1,1,3,fake,416,0,0.14055860701235925,0.13671898835425175
tfidf,1,1,3,fake,420,0,0.12847740443548766,0.10071859619573736
tfidf,1,1,3,fake,423,0,0.9008475237448488,0.9328596802081216
tfidf,1,1,3,fake,426,1,0.8167371750692775,0.8405551116774401
tfidf,1,1,3,fake,433,1,0.9264565525752446,0.921292078439454
tfidf,1,1,3,fake,451,0,0.24112745565405133,0.18403623206947545
tfidf,1,1,3,fake,454,0,0.11236270011900028,0.12581183444583535
tfidf,1,1,3,fake,473,0,0.1172679170626428,0.12063066718785691
tfidf,1,1,3,fake,476,0,0.17486231355019052,0.1565839756356841
tfidf,1,1,3,fake,484,0,0.4466133296062597,0.534669910958227
tfidf,1,1,3,fake,487,0,0.44852024771799387,0.42266739465955927
tfidf,1,1,3,fake,490,0,0.1627927469778456,0.14798081983442696
tfidf,1,2,3,fake,303,0,0.07549677311540844,0.07887451050662897
tfidf,1,2,3,fake,304,0,0.04957968868251839,0.04625356076879907
tfidf,1,2,3,fake,310,0,0.4349269166305866,0.3894609964780498
tfidf,1,2,3,fake,312,0,0.5305674005541219,0.49713095007553076
tfidf,1,2,3,fake,316,0,0.5089718986226218,0.5030657538823552
tfidf,1,2,3,fake,324,0,0.4008584974706654,0.41442742686897294
tfidf,1,2,3,fake,328,0,0.5686726942323689,0.5488719962212987
tfidf,1,2,3,fake,339,1,0.6981801309584131,0.6971772581281858
tfidf,1,2,3,fake,353,1,0.9876067693837355,0.988052626896753
tfidf,1,2,3,fake,355,1,0.6913586890367811,0.710056110097646
tfidf,1,2,3,fake,366,0,0.0139341362746087,0.012752885616952944
tfidf,1,2,3,fake,375,0,0.00428559921497034,0.0035767373914570868
tfidf,1,2,3,fake,376,1,0.9906259552384424,0.990750174491815
tfidf,1,2,3,fake,379,0,0.4727704873540028,0.4562859963226938
tfidf,1,2,3,fake,381,1,0.9419143533903526,0.9462669026495008
tfidf,1,2,3,fake,382,0,0.23441921440431965,0.20259929897288398
tfidf,1,2,3,fake,386,1,0.5775451445947938,0.5890473462572345
tfidf,1,2,3,fake,390,0,0.9278400830075713,0.934476273138279
tfidf,1,2,3,fake,392,0,0.06718003007819086,0.06323616246009377
tfidf,1,2,3,fake,401,0,0.7280285978101552,0.7114122772332904
tfidf,1,2,3,fake,412,1,0.7690257582287888,0.769626237102069
tfidf,1,2,3,fake,422,1,0.6110786062671836,0.5922248119804596
tfidf,1,2,3,fake,427,0,0.022988528189464914,0.019486181113878332
tfidf,1,2,3,fake,440,1,0.8940714359561155,0.8944083407988694
tfidf,1,2,3,fake,443,0,0.15701817600891563,0.1399566105974911
tfidf,1,2,3,fake,457,0,0.01293268185374071,0.010958844467616123
tfidf,1,2,3,fake,479,0,0.015392423548471807,0.0122597597036476
tfidf,1,2,3,fake,482,0,0.03256209109163923,0.02880980398195239
tfidf,1,2,3,fake,486,0,0.009539485901484845,0.008930813380205006
tfidf,1,3,3,fake,305,0,0.5528346273405697,0.5528853098337003
tfidf,1,3,3,fake,307,0,0.6070122433621385,0.5658344014076091
tfidf,1,3,3,fake,313,0,0.5442097657540254,0.5437073066563136
tfidf,1,3,3,fake,315,0,0.5652836250785221,0.5144096951901729
tfidf,1,3,3,fake,317,0,0.6393820125548029,0.667709116071824
tfidf,1,3,3,fake,320,1,0.7367832632589456,0.7728019690958992
tfidf,1,3,3,fake,338,1,0.6926957893420855,0.7212850301566365
tfidf,1,3,3,fake,344,1,0.5808113154149823,0.6054646721459657
tfidf,1,3,3,fake,352,1,0.7054885571036116,0.665889244803463
tfidf,1,3,3,fake,356,1,0.6222231705166704,0.6483205593145039
tfidf,1,3,3,fake,367,1,0.942168408496291,0.9453946940500555
tfidf,1,3,3,fake,371,0,0.4926088943783679,0.5083514561574265
tfidf,1,3,3,fake,380,1,0.6901993287817902,0.6723844848566849
tfidf,1,3,3,fake,383,0,0.421264221632804,0.4134670417216029
tfidf,1,3,3,fake,393,0,0.3162751010088452,0.31307583887253315
tfidf,1,3,3,fake,395,0,0.4580798215144206,0.477373842975841
tfidf,1,3,3,fake,397,0,0.30433704925941063,0.3021828019727891
tfidf,1,3,3,fake,425,0,0.6763062091890268,0.6886065063792934
tfidf,1,3,3,fake,430,0,0.3646480653757439,0.36353954967824254
tfidf,1,3,3,fake,436,0,0.12675242567429806,0.1187874150933375
tfidf,1,3,3,fake,439,0,0.3600782031851769,0.35562149502307466
tfidf,1,3,3,fake,446,0,0.25076011636855244,0.25232351330132297
tfidf,1,3,3,fake,447,0,0.36023509383645475,0.35652634987531007
tfidf,1,3,3,fake,459,1,0.8543017196942663,0.8561423178337584
tfidf,1,3,3,fake,474,0,0.16865401667744825,0.15995663352636624
tfidf,1,3,3,fake,475,0,0.11204231663613479,0.10615033450456215
tfidf,1,3,3,fake,489,0,0.29353446968813046,0.2891231345013723
tfidf,1,3,3,fake,491,0,0.46919785623513816,0.4799528048204659
tfidf,1,4,3,fake,318,0,0.038394396601607185,0.1618842055533482
tfidf,1,4,3,fake,322,0,0.5699516108500072,0.7267981525992998
tfidf,1,4,3,fake,326,0,0.009660052046732533,0.08287227857066749
tfidf,1,4,3,fake,327,0,0.5810079270097186,0.678770932231678
tfidf,1,4,3,fake,335,1,0.8738263150755495,0.7760601848171186
tfidf,1,4,3,fake,343,0,0.7301721556467997,0.7382383977808789
tfidf,1,4,3,fake,347,1,0.4927959339967479,0.7089213544621176
tfidf,1,4,3,fake,351,1,0.5041457174153219,0.7491002932317394
tfidf,1,4,3,fake,374,0,0.006747589206890215,0.11193107958332399
tfidf,1,4,3,fake,377,1,0.9999037072317329,0.9949365733194687
tfidf,1,4,3,fake,389,1,0.9869172706068741,0.8860315297096351
tfidf,1,4,3,fake,414,1,0.982505925623474,0.7307668077668046
tfidf,1,4,3,fake,415,0,0.08688144918293207,0.1191526156252181
tfidf,1,4,3,fake,419,0,0.00020038376481105633,0.010173607289874499
tfidf,1,4,3,fake,445,0,0.011210078871669436,0.12350307011405934
tfidf,1,4,3,fake,448,1,0.03067176690342658,0.24183154939072665
tfidf,1,4,3,fake,449,0,0.027500546377387528,0.07485819594414618
