dataset,section,filename,url,size_text,expected_bytes,status,local_path,local_bytes,note
eDAIC,data,336_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/336_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\336_P.tar.gz,416235570,"found, size not checked"
eDAIC,data,337_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/337_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\337_P.tar.gz,838902030,"found, size not checked"
eDAIC,data,338_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/338_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\338_P.tar.gz,266483268,"found, size not checked"
eDAIC,data,339_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/339_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\339_P.tar.gz,340613935,"found, size not checked"
eDAIC,data,340_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/340_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\340_P.tar.gz,260093164,"found, size not checked"
eDAIC,data,341_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/341_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\341_P.tar.gz,377601050,"found, size not checked"
eDAIC,data,343_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/343_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\343_P.tar.gz,368039925,"found, size not checked"
eDAIC,data,344_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/344_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\344_P.tar.gz,436311548,"found, size not checked"
eDAIC,data,345_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/345_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\345_P.tar.gz,327298047,"found, size not checked"
eDAIC,data,346_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/346_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\346_P.tar.gz,541848754,"found, size not checked"
eDAIC,data,347_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/347_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\347_P.tar.gz,259323698,"found, size not checked"
eDAIC,data,348_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/348_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\348_P.tar.gz,324361150,"found, size not checked"
eDAIC,data,349_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/349_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\349_P.tar.gz,536511604,"found, size not checked"
eDAIC,data,350_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/350_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\350_P.tar.gz,394435703,"found, size not checked"
eDAIC,data,351_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/351_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\351_P.tar.gz,348998176,"found, size not checked"
eDAIC,data,352_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/352_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\352_P.tar.gz,341927950,"found, size not checked"
eDAIC,data,353_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/353_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\353_P.tar.gz,348951822,"found, size not checked"
eDAIC,data,354_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/354_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\354_P.tar.gz,254171642,"found, size not checked"
eDAIC,data,355_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/355_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\355_P.tar.gz,258087082,"found, size not checked"
eDAIC,data,356_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/356_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\356_P.tar.gz,431009593,"found, size not checked"
eDAIC,data,357_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/357_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\357_P.tar.gz,169903234,"found, size not checked"
eDAIC,data,358_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/358_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\358_P.tar.gz,274919357,"found, size not checked"
eDAIC,data,359_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/359_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\359_P.tar.gz,403651785,"found, size not checked"
eDAIC,data,360_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/360_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\360_P.tar.gz,192965942,"found, size not checked"
eDAIC,data,361_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/361_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\361_P.tar.gz,283548729,"found, size not checked"
eDAIC,data,362_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/362_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\362_P.tar.gz,261484160,"found, size not checked"
eDAIC,data,363_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/363_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\363_P.tar.gz,542265369,"found, size not checked"
eDAIC,data,364_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/364_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\364_P.tar.gz,810499346,"found, size not checked"
eDAIC,data,365_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/365_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\365_P.tar.gz,600841110,"found, size not checked"
eDAIC,data,366_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/366_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\366_P.tar.gz,466142603,"found, size not checked"
eDAIC,data,367_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/367_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\367_P.tar.gz,590037493,"found, size not checked"
eDAIC,data,368_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/368_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\368_P.tar.gz,542091854,"found, size not checked"
eDAIC,data,369_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/369_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\369_P.tar.gz,451319847,"found, size not checked"
eDAIC,data,370_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/370_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\370_P.tar.gz,521747994,"found, size not checked"
eDAIC,data,371_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/371_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\371_P.tar.gz,382525166,"found, size not checked"
eDAIC,data,372_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/372_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\372_P.tar.gz,657129630,"found, size not checked"
eDAIC,data,373_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/373_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\373_P.tar.gz,563464964,"found, size not checked"
eDAIC,data,374_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/374_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\374_P.tar.gz,580120828,"found, size not checked"
eDAIC,data,375_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/375_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\375_P.tar.gz,255258985,"found, size not checked"
eDAIC,data,376_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/376_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\376_P.tar.gz,463170108,"found, size not checked"
eDAIC,data,377_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/377_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\377_P.tar.gz,576172883,"found, size not checked"
eDAIC,data,378_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/378_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\378_P.tar.gz,385017709,"found, size not checked"
eDAIC,data,379_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/379_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\379_P.tar.gz,416449644,"found, size not checked"
eDAIC,data,380_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/380_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\380_P.tar.gz,759200198,"found, size not checked"
eDAIC,data,381_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/381_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\381_P.tar.gz,475657374,"found, size not checked"
eDAIC,data,382_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/382_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\382_P.tar.gz,367731605,"found, size not checked"
eDAIC,data,383_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/383_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\383_P.tar.gz,607794294,"found, size not checked"
eDAIC,data,384_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/384_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\384_P.tar.gz,467743287,"found, size not checked"
eDAIC,data,385_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/385_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\385_P.tar.gz,232549986,"found, size not checked"
eDAIC,data,386_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/386_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\386_P.tar.gz,466511859,"found, size not checked"
eDAIC,data,387_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/387_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\387_P.tar.gz,266647690,"found, size not checked"
eDAIC,data,388_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/388_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\388_P.tar.gz,325742129,"found, size not checked"
eDAIC,data,389_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/389_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\389_P.tar.gz,404289911,"found, size not checked"
eDAIC,data,390_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/390_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\390_P.tar.gz,547970543,"found, size not checked"
eDAIC,data,391_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/391_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\391_P.tar.gz,299401869,"found, size not checked"
eDAIC,data,392_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/392_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\392_P.tar.gz,282856740,"found, size not checked"
eDAIC,data,393_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/393_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\393_P.tar.gz,254071159,"found, size not checked"
eDAIC,data,395_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/395_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\395_P.tar.gz,397409548,"found, size not checked"
eDAIC,data,396_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/396_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\396_P.tar.gz,343363143,"found, size not checked"
eDAIC,data,397_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/397_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\397_P.tar.gz,437035975,"found, size not checked"
eDAIC,data,399_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/399_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\399_P.tar.gz,308307450,"found, size not checked"
eDAIC,data,400_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/400_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\400_P.tar.gz,397595393,"found, size not checked"
eDAIC,data,401_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/401_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\401_P.tar.gz,416092048,"found, size not checked"
eDAIC,data,402_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/402_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\402_P.tar.gz,379332740,"found, size not checked"
eDAIC,data,403_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/403_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\403_P.tar.gz,385880717,"found, size not checked"
eDAIC,data,404_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/404_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\404_P.tar.gz,502921349,"found, size not checked"
eDAIC,data,405_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/405_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\405_P.tar.gz,717628908,"found, size not checked"
eDAIC,data,406_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/406_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\406_P.tar.gz,321959587,"found, size not checked"
eDAIC,data,407_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/407_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\407_P.tar.gz,561074317,"found, size not checked"
eDAIC,data,408_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/408_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\408_P.tar.gz,294083304,"found, size not checked"
eDAIC,data,409_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/409_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\409_P.tar.gz,460816266,"found, size not checked"
eDAIC,data,410_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/410_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\410_P.tar.gz,430092570,"found, size not checked"
eDAIC,data,411_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/411_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\411_P.tar.gz,568074593,"found, size not checked"
eDAIC,data,412_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/412_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\412_P.tar.gz,380636965,"found, size not checked"
eDAIC,data,413_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/413_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\413_P.tar.gz,445204968,"found, size not checked"
eDAIC,data,414_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/414_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\414_P.tar.gz,434454904,"found, size not checked"
eDAIC,data,415_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/415_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\415_P.tar.gz,328589473,"found, size not checked"
eDAIC,data,416_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/416_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\416_P.tar.gz,377741167,"found, size not checked"
eDAIC,data,417_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/417_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\417_P.tar.gz,372571943,"found, size not checked"
eDAIC,data,418_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/418_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\418_P.tar.gz,442599397,"found, size not checked"
eDAIC,data,419_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/419_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\419_P.tar.gz,404721890,"found, size not checked"
eDAIC,data,420_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/420_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\420_P.tar.gz,458078235,"found, size not checked"
eDAIC,data,421_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/421_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\421_P.tar.gz,375756272,"found, size not checked"
eDAIC,data,422_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/422_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\422_P.tar.gz,589586500,"found, size not checked"
eDAIC,data,423_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/423_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\423_P.tar.gz,451604393,"found, size not checked"
eDAIC,data,424_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/424_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\424_P.tar.gz,457620977,"found, size not checked"
eDAIC,data,425_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/425_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\425_P.tar.gz,517138569,"found, size not checked"
eDAIC,data,426_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/426_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\426_P.tar.gz,381714326,"found, size not checked"
eDAIC,data,427_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/427_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\427_P.tar.gz,330470606,"found, size not checked"
eDAIC,data,428_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/428_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\428_P.tar.gz,304633185,"found, size not checked"
eDAIC,data,429_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/429_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\429_P.tar.gz,422652573,"found, size not checked"
eDAIC,data,430_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/430_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\430_P.tar.gz,404363749,"found, size not checked"
eDAIC,data,431_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/431_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\431_P.tar.gz,291219810,"found, size not checked"
eDAIC,data,432_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/432_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\432_P.tar.gz,354224542,"found, size not checked"
eDAIC,data,433_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/433_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\433_P.tar.gz,357951836,"found, size not checked"
eDAIC,data,434_P.tar.gz,https://dcapswoz.ict.usc.edu/wwwedaic/data/434_P.tar.gz,,,present_file,F:\数据库\E-daic\E-daic\data\434_P.tar.gz,512867352,"found, size not checked"
