representation,repeat,subset,r2,mae,rmse,spearman_rho,mse_improvement,target_mse,null_mse,interpretation_scope
bge,3,P+Q+R,-0.04833394042550454,0.3884161805802387,0.5056351852415787,0.44663667168911403,-0.04833394042550454,0.25566694055428557,0.2438792933199452,statistical_score_recoverability
bge,3,P+Q+R+D,0.0414032814413684,0.3718512332384047,0.48350996918460476,0.4464229208011048,0.0414032814413684,0.23378189030089747,0.2438792933199452,statistical_score_recoverability
bge,3,P+R,0.09275300269259545,0.36139370398870013,0.4703815010924346,0.47504877501880804,0.09275300269259545,0.22125875656997204,0.2438792933199452,statistical_score_recoverability
bge,3,P+R+D,0.05710564828042897,0.36954179968486994,0.47953353185438125,0.4511044843678947,0.05710564828042897,0.22995240817273685,0.2438792933199452,statistical_score_recoverability
bge,3,Q,-0.039570588157405995,0.3908672722906153,0.5035173685147594,0.13170617216167113,-0.039570588157405995,0.253529740396028,0.2438792933199452,statistical_score_recoverability
bge,3,Q+D,0.02892540856264958,0.366621675717408,0.48664667380009446,0.2530747646120736,0.02892540856264958,0.23682498512069552,0.2438792933199452,statistical_score_recoverability
bge,3,Q+R,0.07014670010177126,0.36903594239995136,0.476205801802539,0.45679612566037503,0.07014670010177126,0.2267719656703991,0.2438792933199452,statistical_score_recoverability
bge,3,Q+R+D,0.035249946498264184,0.37446643204438546,0.4850593378942237,0.44112944292746514,0.035249946498264184,0.23528256127838265,0.2438792933199452,statistical_score_recoverability
bge,3,R,0.08330412047857094,0.36708000136473146,0.47282464327379525,0.46682984381516,0.08330412047857094,0.22356314328699176,0.2438792933199452,statistical_score_recoverability
bge,3,R+D,0.051131677934363684,0.37228386804168734,0.4810502425309123,0.45054705558151775,0.051131677934363684,0.23140933583904955,0.2438792933199452,statistical_score_recoverability
bge,3,null,0.0,0.35845200428259194,0.49384136452908156,-0.08945516386078663,0.0,0.2438792933199452,0.2438792933199452,statistical_score_recoverability
bge,4,D,0.08456635359738196,0.23022111189605138,0.3526933427689054,0.4569637734156764,0.08456635359738196,0.12439259403350458,0.13588379072839465,statistical_score_recoverability
bge,4,P,0.023779161068127497,0.23886543796461357,0.36421503014306866,0.35495011431481316,0.023779161068127497,0.13265258818211642,0.13588379072839465,statistical_score_recoverability
bge,4,P+D,0.0776747155256674,0.2330346571381353,0.35401844011155303,0.44632652334180656,0.0776747155256674,0.12532905593901728,0.13588379072839465,statistical_score_recoverability
bge,4,P+Q,-0.004077899397485041,0.23655630061238883,0.36937502779253223,0.44726954196537655,-0.004077899397485041,0.13643791115673395,0.13588379072839465,statistical_score_recoverability
bge,4,P+Q+D,0.07060652286155489,0.2289435892005166,0.35537235226142105,0.49965527430316165,0.07060652286155489,0.12628950875181552,0.13588379072839465,statistical_score_recoverability
bge,4,P+Q+R,-0.05177352944678226,0.2713023365516766,0.3780462592977367,0.5460853201338668,-0.05177352944678226,0.1429189741690116,0.13588379072839465,statistical_score_recoverability
bge,4,P+Q+R+D,0.18619181728556577,0.23391816901560178,0.332540735539307,0.5819032630539972,0.18619181728556577,0.11058334079302334,0.13588379072839465,statistical_score_recoverability
bge,4,P+R,0.1916116250920794,0.23465235664864637,0.33143155667988966,0.5882948337248607,0.1916116250920794,0.10984687676325493,0.13588379072839465,statistical_score_recoverability
bge,4,P+R+D,0.17209229970865236,0.23709121282481074,0.335409058745908,0.5734328602173973,0.17209229970865236,0.11249923668881597,0.13588379072839465,statistical_score_recoverability
bge,4,Q,-0.02678324506861296,0.2426568561315235,0.37352804392217376,0.3585252026966142,-0.02678324506861296,0.13952319959632536,0.13588379072839465,statistical_score_recoverability
bge,4,Q+D,0.06450442708621928,0.23232946035140414,0.35653707332780393,0.5234696379437165,0.06450442708621928,0.12711868465715584,0.13588379072839465,statistical_score_recoverability
bge,4,Q+R,0.20594376841464002,0.23093646821341632,0.3284803963698941,0.5942589026197058,0.20594376841464002,0.10789937079932274,0.13588379072839465,statistical_score_recoverability
bge,4,Q+R+D,0.1877081968718094,0.23406023760557448,0.33223077730195527,0.585184967864021,0.1877081968718094,0.1103772893866614,0.13588379072839465,statistical_score_recoverability
bge,4,R,0.19695918891747088,0.23365390342176195,0.3303335125588966,0.5914591851061735,0.19695918891747088,0.1091202295194987,0.13588379072839465,statistical_score_recoverability
bge,4,R+D,0.17376799248210972,0.23715349135230573,0.33506945131220545,0.5751261025459408,0.17376799248210972,0.1122715372026624,0.13588379072839465,statistical_score_recoverability
bge,4,null,0.0,0.23402800823003464,0.3686241863041472,0.27342160652239333,0.0,0.13588379072839465,0.13588379072839465,statistical_score_recoverability
bge,5,D,0.09349807316938596,0.37735744184087067,0.49687297835097155,0.3800687357245505,0.09349807316938596,0.24688275661536502,0.272346642966923,statistical_score_recoverability
bge,5,P,0.03242891700286865,0.3880656223534796,0.5133368643358265,0.2065064093832449,0.03242891700286865,0.26351473628613875,0.272346642966923,statistical_score_recoverability
bge,5,P+D,0.10833298908701494,0.3716055240232691,0.49279054076402706,0.37698741174917383,0.10833298908701494,0.2428425170665022,0.272346642966923,statistical_score_recoverability
bge,5,P+Q,0.1394665636267146,0.3611941880178001,0.48411093001197,0.3981990439886755,0.1394665636267146,0.23436339255705452,0.272346642966923,statistical_score_recoverability
bge,5,P+Q+D,0.11537150042143995,0.3698012920207622,0.49084172819055116,0.4149847754882217,0.11537150042143995,0.2409256021330869,0.272346642966923,statistical_score_recoverability
bge,5,P+Q+R,0.32470365148613556,0.33798058436520306,0.4288527643907315,0.619741361425509,0.32470365148613556,0.18391469352557224,0.272346642966923,statistical_score_recoverability
bge,5,P+Q+R+D,0.32364094692838974,0.3347151099958966,0.429190071581741,0.6237816723282712,0.32364094692838974,0.18420411754433996,0.272346642966923,statistical_score_recoverability
bge,5,P+R,0.335204310447739,0.3356299714818669,0.42550543393526596,0.6286979427524828,0.335204310447739,0.181054874308439,0.272346642966923,statistical_score_recoverability
bge,5,P+R+D,0.3379870255669152,0.3308493750688497,0.42461395547885383,0.6318119998072051,0.3379870255669152,0.18029701118739808,0.272346642966923,statistical_score_recoverability
bge,5,Q,0.09122387764398954,0.3807267161793812,0.4974958553919391,0.38731032228185364,0.09122387764398954,0.24750212613215714,0.272346642966923,statistical_score_recoverability
bge,5,Q+D,0.10799718545672665,0.37795570645190185,0.4928833249947773,0.41296042884295814,0.10799718545672665,0.24293397205790732,0.272346642966923,statistical_score_recoverability
bge,5,Q+R,0.3299871079632324,0.336039146614524,0.42717181776279795,0.6232996850317798,0.3299871079632324,0.18247576189077308,0.272346642966923,statistical_score_recoverability
bge,5,Q+R+D,0.3270908938173267,0.333246535414285,0.4280940738794732,0.6242888067880576,0.3270908938173267,0.18326453609072382,0.272346642966923,statistical_score_recoverability
bge,5,R,0.3382963447538152,0.3340854102402572,0.42451474549801044,0.630412141050439,0.3382963447538152,0.1802127691452406,0.272346642966923,statistical_score_recoverability
bge,5,R+D,0.3394363846401448,0.3296054544322533,0.4241488926183238,0.6315647193681357,0.3394363846401448,0.17990228310935036,0.272346642966923,statistical_score_recoverability
bge,5,null,0.0,0.40040591789288277,0.5218684153758714,0.09063791832856942,0.0,0.272346642966923,0.272346642966923,statistical_score_recoverability
bge,6,D,0.01835285681023091,0.24130648046467978,0.3771828870145862,0.20564533451536415,0.01835285681023091,0.14226693025665807,0.14492675015013562,statistical_score_recoverability
bge,6,P,0.08560910248055609,0.2315358702726856,0.36403255506116305,0.29990297386161935,0.08560910248055609,0.1325197011443587,0.14492675015013562,statistical_score_recoverability
bge,6,P+D,0.08212061382002234,0.23080723594923394,0.3647263035056088,0.24515340817408546,0.08212061382002234,0.13302527646886547,0.14492675015013562,statistical_score_recoverability
bge,6,P+Q,0.0761191163778514,0.2235947660529527,0.3659167309500806,0.33792548476396245,0.0761191163778514,0.13389505398919366,0.14492675015013562,statistical_score_recoverability
bge,6,P+Q+D,0.08041988604422456,0.22697936094044255,0.3650640456389836,0.34699103713188223,0.08041988604422456,0.1332717574183019,0.14492675015013562,statistical_score_recoverability
bge,6,P+Q+R,0.23746581541048717,0.22886018764810945,0.3324328522437903,0.5256951618953417,0.23746581541048717,0.11051160125094173,0.14492675015013562,statistical_score_recoverability
bge,6,P+Q+R+D,0.21463118892126964,0.2270896408568374,0.3373736051603863,0.5093662705289915,0.21463118892126964,0.11382094945891622,0.14492675015013562,statistical_score_recoverability
bge,6,P+R,0.24779686482443708,0.22876680765171883,0.3301732209518778,0.5308796687280356,0.24779686482443708,0.1090143558337375,0.14492675015013562,statistical_score_recoverability
bge,6,P+R+D,0.22384732524823903,0.22766409656654593,0.3353882597410171,0.5134065814317538,0.22384732524823903,0.11248528477210794,0.14492675015013562,statistical_score_recoverability
bge,6,Q,-0.007852646044066658,0.24315594885547379,0.38218426003876915,0.2593531730481086,-0.007852646044066658,0.14606480862138152,0.14492675015013562,statistical_score_recoverability
bge,6,Q+D,0.03979411679035183,0.2291882398074026,0.3730409067764754,0.32603087652533264,0.03979411679035183,0.139159518128615,0.14492675015013562,statistical_score_recoverability
bge,6,Q+R,0.22156813466467262,0.23075620988740436,0.33588033651340327,0.5172373326403893,0.22156813466467262,0.11281560045635701,0.14492675015013562,statistical_score_recoverability
bge,6,Q+R+D,0.2008318293258965,0.22902607468988342,0.34032461826795124,0.5070569226997157,0.2008318293258965,0.11582084579922673,0.14492675015013562,statistical_score_recoverability
bge,6,R,0.2317300741831605,0.23061011698116618,0.33368078096695997,0.5258670008445256,0.2317300741831605,0.11134286358672033,0.14492675015013562,statistical_score_recoverability
bge,6,R+D,0.20995570565016874,0.22972141717925304,0.33837634677201983,0.5075556747717371,0.20995570565016874,0.1144985520547782,0.14492675015013562,statistical_score_recoverability
bge,6,null,0.0,0.23294100850406643,0.38069246137812557,0.06424730824182115,0.0,0.14492675015013562,0.14492675015013562,statistical_score_recoverability
bge,7,D,0.025318113761993333,0.4334980874570906,0.552742352833788,0.20762964934376382,0.025318113761993333,0.3055241086162318,0.3134603329866604,statistical_score_recoverability
bge,7,P,-0.02188503928783936,0.44984973151391017,0.5659685721745092,0.09988243701159497,-0.02188503928783936,0.32032042468925265,0.3134603329866604,statistical_score_recoverability
bge,7,P+D,0.01803194252175766,0.43628648136060527,0.5548045009545199,0.2148636499850165,0.01803194252175766,0.3078080342793939,0.3134603329866604,statistical_score_recoverability
bge,7,P+Q,-0.05717221637254921,0.468810158728261,0.5756574979693959,0.14646336582207126,-0.05717221637254921,0.33138155496838506,0.3134603329866604,statistical_score_recoverability
bge,7,P+Q+D,-0.005916287503475948,0.44659380997294745,0.5615290325865127,0.2107730447556639,-0.005916287503475948,0.31531485443754476,0.3134603329866604,statistical_score_recoverability
bge,7,P+Q+R,0.08091288268267005,0.42758665734664186,0.5367470110191952,0.45267199087996207,0.08091288268267005,0.28809735383804,0.3134603329866604,statistical_score_recoverability
bge,7,P+Q+R+D,0.07324379231919664,0.42736250458732494,0.538981733880731,0.4746673763754975,0.07324379231919664,0.2905013094570792,0.3134603329866604,statistical_score_recoverability
bge,7,P+R,0.08363522972516779,0.42670896144641624,0.5359514959654403,0.47917710099310346,0.08363522972516779,0.2872440060275934,0.3134603329866604,statistical_score_recoverability
bge,7,P+R+D,0.07682861571814459,0.4256941757871596,0.5379382952725588,0.4658281484772345,0.07682861571814459,0.2893776095207466,0.3134603329866604,statistical_score_recoverability
bge,7,Q,-0.039792704100920506,0.4644269388139087,0.5709060932102359,0.1143546294879828,-0.039792704100920506,0.32593376726457457,0.3134603329866604,statistical_score_recoverability
bge,7,Q+D,0.007893260101380695,0.4411360662763949,0.5576612852322915,0.19875270070055806,0.007893260101380695,0.31098610904693125,0.3134603329866604,statistical_score_recoverability
bge,7,Q+R,0.08943445253797522,0.42508253860201956,0.5342529173655741,0.45956231362284705,0.08943445253797522,0.285426179713627,0.3134603329866604,statistical_score_recoverability
bge,7,Q+R+D,0.08093549119454846,0.42567637165350286,0.5367404092914733,0.4708366251668619,0.08093549119454846,0.2880902669663783,0.3134603329866604,statistical_score_recoverability
bge,7,R,0.09067349804162506,0.42459309571213355,0.53388930322443,0.46999000400259017,0.09067349804162506,0.28503778809746727,0.3134603329866604,statistical_score_recoverability
bge,7,R+D,0.08318937231319934,0.42383304964073887,0.5360818637488249,0.46185908787047536,0.08318937231319934,0.28738376464041365,0.3134603329866604,statistical_score_recoverability
bge,7,null,0.0,0.44482601593225757,0.5598752834218174,-0.08692282879775802,0.0,0.3134603329866604,0.3134603329866604,statistical_score_recoverability
bge,8,D,0.06886338266587833,0.4875405953308314,0.5814943980279657,0.3221669333318337,0.06886338266587833,0.33813573493790616,0.36314298959265634,statistical_score_recoverability
bge,8,P,0.012745885820131031,0.5071062996947384,0.598760728931789,0.23740808187916373,0.012745885820131031,0.3585144105109273,0.36314298959265634,statistical_score_recoverability
bge,8,P+D,0.06514196906442937,0.48973428987293527,0.582655249867919,0.33319781806446475,0.06514196906442937,0.3394871401986471,0.36314298959265634,statistical_score_recoverability
bge,8,P+Q,0.04338843051295249,0.4960272636409814,0.5893952707839193,0.3051922605413766,0.04338843051295249,0.34738678522244953,0.36314298959265634,statistical_score_recoverability
bge,8,P+Q+D,0.06486738346840937,0.487592482691516,0.5827408120535964,0.3189058469250258,0.06486738346840937,0.3395868540328849,0.36314298959265634,statistical_score_recoverability
bge,8,P+Q+R,0.18995322736434017,0.44280190637348876,0.5423677781033791,0.5028447728477695,0.18995322736434017,0.2941628067247963,0.36314298959265634,statistical_score_recoverability
bge,8,P+Q+R+D,0.19083779473195628,0.44089634401794714,0.5420715656501677,0.49430731090904906,0.19083779473195628,0.29384158228642404,0.36314298959265634,statistical_score_recoverability
bge,8,P+R,0.19121211133960725,0.4428864138322465,0.541946170605963,0.5023460207757481,0.19121211133960725,0.2937056518344675,0.36314298959265634,statistical_score_recoverability
bge,8,P+R+D,0.19113738458276386,0.4412872958647208,0.541971206183825,0.48352756024317306,0.19113738458276386,0.29373278833235017,0.36314298959265634,statistical_score_recoverability
bge,8,Q,0.010085108291499445,0.50190445494373,0.5995670548131506,0.19091097694633807,0.010085108291499445,0.35948065321731554,0.36314298959265634,statistical_score_recoverability
bge,8,Q+D,0.06906573728903842,0.4849997093491012,0.5814312094092421,0.3168186323715242,0.06906573728903842,0.33806225127509393,0.36314298959265634,statistical_score_recoverability
bge,8,Q+R,0.19698640258530542,0.44052692158726675,0.5400081096138519,0.5082472217623552,0.19698640258530542,0.29160875844872597,0.36314298959265634,statistical_score_recoverability
bge,8,Q+R+D,0.1977141348912721,0.43827794652530155,0.5397633625613303,0.5014239581215907,0.1977141348912721,0.29134448756351405,0.36314298959265634,statistical_score_recoverability
bge,8,R,0.19862604731694733,0.4406958541082907,0.5394565162819035,0.5084861198136597,0.19862604731694733,0.29101333295900766,0.36314298959265634,statistical_score_recoverability
bge,8,R+D,0.19796312270898464,0.4387615042580785,0.5396795988204648,0.4966543794832678,0.19796312270898464,0.2912540693830178,0.36314298959265634,statistical_score_recoverability
bge,8,null,0.0,0.5101408668021631,0.6026134661560895,-0.00927809924275176,0.0,0.36314298959265634,0.36314298959265634,statistical_score_recoverability
bge,9,D,0.07288785778563789,0.3972683645442497,0.5141503073524982,0.36942059827280044,0.07288785778563789,0.26435053855066837,0.2851332934970305,statistical_score_recoverability
bge,9,P,-0.07454488141032312,0.41005678379527116,0.5535237312409482,0.3074052109113542,-0.07454488141032312,0.30638852104690145,0.2851332934970305,statistical_score_recoverability
bge,9,P+D,0.14469761234073752,0.3776552238918503,0.4938372067079995,0.342573518779692,0.14469761234073752,0.24387518672915942,0.2851332934970305,statistical_score_recoverability
bge,9,P+Q,0.04741068749983024,0.3803777877924393,0.5211668907588484,0.44855204729343184,0.04741068749983024,0.2716149280232454,0.2851332934970305,statistical_score_recoverability
bge,9,P+Q+D,0.1720760256631434,0.368210876467084,0.48586900453498666,0.4163594870816926,0.1720760256631434,0.23606868956781887,0.2851332934970305,statistical_score_recoverability
bge,9,P+Q+R,0.32050576343307846,0.33148335635821213,0.44016636580340474,0.6238235842670965,0.32050576343307846,0.1937464295845767,0.2851332934970305,statistical_score_recoverability
bge,9,P+Q+R+D,0.3161251296427312,0.3351789131016398,0.44158294138793763,0.6182660611788572,0.3161251296427312,0.19499549412482278,0.2851332934970305,statistical_score_recoverability
bge,9,P+R,0.32554825095282913,0.33198934659572615,0.438530099891276,0.6337273754115229,0.32554825095282913,0.19230864851065252,0.2851332934970305,statistical_score_recoverability
bge,9,P+R+D,0.319481585993725,0.3352545971758736,0.4404979644345532,0.6256635183815287,0.319481585993725,0.1940384566709849,0.2851332934970305,statistical_score_recoverability
bge,9,Q,0.12933890353268962,0.37832072447349696,0.4982514083828163,0.4371687647084711,0.12933890353268962,0.24825446595545997,0.2851332934970305,statistical_score_recoverability
bge,9,Q+D,0.10838748694420763,0.38773134577286306,0.5042106825234489,0.4498345526214871,0.10838748694420763,0.25422841237076216,0.2851332934970305,statistical_score_recoverability
bge,9,Q+R,0.2751355047806652,0.3465387000626984,0.454624021429743,0.5907844028910856,0.2751355047806652,0.20668300086095145,0.2851332934970305,statistical_score_recoverability
bge,9,Q+R+D,0.2749156629128866,0.34945899847754713,0.4546929569465088,0.5951390533350378,0.2749156629128866,0.2067456850967597,0.2851332934970305,statistical_score_recoverability
bge,9,R,0.28263245732640085,0.34565621872897206,0.4522669234980543,0.5994685566156948,0.28263245732640085,0.2045453700903949,0.2851332934970305,statistical_score_recoverability
bge,9,R+D,0.28067800342701577,0.348395976992078,0.4528826006458127,0.6004409135964426,0.28067800342701577,0.20510264996771468,0.2851332934970305,statistical_score_recoverability
bge,9,null,0.0,0.406253122482579,0.5339787388061724,0.2399900783381027,0.0,0.2851332934970305,0.2851332934970305,statistical_score_recoverability
bge,10,D,0.07707100007899004,0.46495151723294326,0.5652639691495231,0.2799052788203719,0.07707100007899004,0.31952335481867306,0.34620578055952284,statistical_score_recoverability
bge,10,P,0.006034310642749285,0.48636950899861486,0.5866145815894037,0.19195039302920636,0.006034310642749285,0.3441166673333112,0.34620578055952284,statistical_score_recoverability
bge,10,P+D,0.07170201929185938,0.4696168265580813,0.5669057479007341,0.262287008765882,0.07170201929185938,0.3213821270028907,0.34620578055952284,statistical_score_recoverability
bge,10,P+Q,0.06364869862787692,0.46999257061150057,0.5693594937905759,0.34795082053098236,0.06364869862787692,0.32417023316946086,0.34620578055952284,statistical_score_recoverability
bge,10,P+Q+D,0.08105287613965251,0.46147771969890417,0.564043266344879,0.3634372819269433,0.08105287613965251,0.3181448063090001,0.34620578055952284,statistical_score_recoverability
bge,10,P+Q+R,0.2495197680913832,0.4115594631004348,0.5097259994177405,0.5788939858463382,0.2495197680913832,0.2598205944824144,0.34620578055952284,statistical_score_recoverability
bge,10,P+Q+R+D,0.2543646723418719,0.41045448294870646,0.5080780064366474,0.5796022976124864,0.2543646723418719,0.2581432606246378,0.34620578055952284,statistical_score_recoverability
bge,10,P+R,0.2561462531133736,0.41006998844287956,0.5074706563566117,0.5948289049877303,0.2561462531133736,0.25752646706301024,0.34620578055952284,statistical_score_recoverability
bge,10,P+R+D,0.2582861598690047,0.4092475397284934,0.5067401888289031,0.6008935625357561,0.2582861598690047,0.25678561897435237,0.34620578055952284,statistical_score_recoverability
bge,10,Q,0.053273865474222526,0.47180198098988846,0.5725050745448433,0.2948609676209317,0.053273865474222526,0.3277620603795966,0.34620578055952284,statistical_score_recoverability
bge,10,Q+D,0.09045723666330951,0.4627518425903898,0.5611496790814767,0.3827964064703651,0.09045723666330951,0.31488896233324426,0.34620578055952284,statistical_score_recoverability
bge,10,Q+R,0.253552131000395,0.4094556182852492,0.5083547650352072,0.579183178224233,0.253552131000395,0.2584245671340007,0.34620578055952284,statistical_score_recoverability
bge,10,Q+R+D,0.25632875075260375,0.4090826105414078,0.5074084009211616,0.5785754551112657,0.25632875075260375,0.2574632853253703,0.34620578055952284,statistical_score_recoverability
bge,10,R,0.26008520554439607,0.4082178160130615,0.5061252601501345,0.5941625051604076,0.26008520554439607,0.25616277896204126,0.34620578055952284,statistical_score_recoverability
bge,10,R+D,0.2603854176499535,0.4077268705402618,0.5060225724171831,0.5966185447755721,0.2603854176499535,0.2560588437957033,0.34620578055952284,statistical_score_recoverability
bge,10,null,0.0,0.4855904709306478,0.5883925395172196,0.08128710000461582,0.0,0.34620578055952284,0.34620578055952284,statistical_score_recoverability
mpnet,1,D,0.07388866407281613,0.3448563621865184,0.5655289844493184,0.35379371550794214,0.07388866407281613,0.3198230322522775,0.345339723038898,statistical_score_recoverability
mpnet,1,P,0.16601095293484935,0.3266236624396146,0.5366652089813104,0.4647971147821313,0.16601095293484935,0.28800954653095356,0.345339723038898,statistical_score_recoverability
mpnet,1,P+D,0.14156277405054896,0.3309528978418318,0.5444744933012595,0.3775909436682587,0.14156277405054896,0.2964524738556633,0.345339723038898,statistical_score_recoverability
mpnet,1,P+Q,0.3417747331650792,0.2819986363132979,0.47677178119722674,0.6379353340695864,0.3417747331650792,0.22731133134597625,0.345339723038898,statistical_score_recoverability
mpnet,1,P+Q+D,0.22951309208604143,0.310047574628177,0.5158291726764814,0.4728861189754207,0.22951309208604143,0.26607973538410334,0.345339723038898,statistical_score_recoverability
mpnet,1,P+Q+R,0.3104845699078752,0.2980537571465461,0.48797240460815094,0.582309808860603,0.3104845699078752,0.238117067659061,0.345339723038898,statistical_score_recoverability
mpnet,1,P+Q+R+D,0.2967210380639399,0.2991891749963521,0.49281858927406813,0.5502136461081621,0.2967210380639399,0.24287016193408267,0.345339723038898,statistical_score_recoverability
