participant_id,label,representation,repeat,outer_fold,subset,interviewer_within,participant_within,predicted_interviewer_within,label_conditioned_null_prediction,outer_train_class_mean_I,outer_train_class_mean_P,class_mean_training_n,outer_test_mean_source_excludes_test,prediction_scope,selected_alpha
321,1,bge,1,5,D,0.23346877895399173,0.003581879815218335,0.004080922045777388,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
322,0,bge,1,4,D,-0.07517533149504768,0.21225264739602548,-0.0064293390736955645,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
324,0,bge,1,2,D,1.168411077805454,-0.33632636114127606,0.11670753925858567,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
325,1,bge,1,5,D,0.044599548504349516,0.002570288359439848,0.00506400639670736,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
326,0,bge,1,4,D,-0.09506800879516414,0.2068650730770946,-0.01304078643554553,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
327,0,bge,1,4,D,0.570329335668557,0.21262728584827725,0.04266425336232126,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
328,0,bge,1,2,D,0.08839769099912642,-0.5487836304278728,-0.03774686287437185,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
330,1,bge,1,5,D,0.7049859658430491,0.00021279027459986498,0.0004815386264974477,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
331,0,bge,1,1,D,0.8258989780937704,0.32387968396365047,0.08637175159144932,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
333,0,bge,1,5,D,0.10728891030817359,0.026057317537764753,0.02780879581082703,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
335,1,bge,1,4,D,-0.3072743189259389,0.05571470900846384,0.04395237680417227,-0.0004912443026948588,0.06645844289844506,-0.05496821577894085,35,True,outer_test,100.0
336,0,bge,1,5,D,-0.3396084565323214,0.026135250509855105,-0.01043325862386,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
338,1,bge,1,3,D,0.1543073184728026,0.016175468022617375,0.08315504469390379,8.706594035606954e-05,0.1439032518687135,0.011817033542706027,35,True,outer_test,100.0
339,1,bge,1,2,D,0.6843517885408879,-0.2845409916554927,0.11364091255184487,-0.002459370579989202,0.19965799923430375,0.0010183661197630933,34,True,outer_test,100.0
340,0,bge,1,5,D,0.18309726447771826,0.025644915611362545,0.01501819209560533,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
341,0,bge,1,5,D,0.42376284847002466,0.027017577162619332,-0.018788087815738763,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
343,0,bge,1,4,D,0.5209011901648801,0.21192620449848273,0.024404663582839457,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
344,1,bge,1,3,D,0.04747632465768464,0.013832715025289818,0.04549132195828042,8.706594035606954e-05,0.1439032518687135,0.011817033542706027,35,True,outer_test,100.0
345,1,bge,1,1,D,0.7436022954704528,0.2866744845796918,0.15072349372035612,0.000378999501349503,0.08721248007211738,-0.04461648285512175,34,True,outer_test,100.0
346,1,bge,1,1,D,0.02734509517570269,0.3206729719968868,-0.0627256225074459,0.000378999501349503,0.08721248007211738,-0.04461648285512175,34,True,outer_test,100.0
347,1,bge,1,4,D,0.6294118071439768,0.054600834478528926,-0.04220362996802244,-0.0004912443026948588,0.06645844289844506,-0.05496821577894085,35,True,outer_test,100.0
348,1,bge,1,5,D,0.27372860020294904,-0.001195805983375099,0.0462102778992587,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
350,1,bge,1,5,D,1.319088050115344,0.001360564152800229,0.03817133014443856,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
351,1,bge,1,4,D,0.9434798560191971,0.057861609682649306,-0.06291104257940935,-0.0004912443026948588,0.06645844289844506,-0.05496821577894085,35,True,outer_test,100.0
352,1,bge,1,3,D,-0.4376923448775433,0.40360088699596275,0.029597056319078854,8.706594035606954e-05,0.1439032518687135,0.011817033542706027,35,True,outer_test,100.0
353,1,bge,1,2,D,0.16118029165468403,0.7907760659816301,0.1697910486262084,-0.002459370579989202,0.19965799923430375,0.0010183661197630933,34,True,outer_test,100.0
355,1,bge,1,2,D,0.4477348713030167,0.6765754581550962,0.013424023555224249,-0.002459370579989202,0.19965799923430375,0.0010183661197630933,34,True,outer_test,100.0
356,1,bge,1,3,D,0.549773063306265,0.8871321678926126,0.09045702748123222,8.706594035606954e-05,0.1439032518687135,0.011817033542706027,35,True,outer_test,100.0
357,0,bge,1,1,D,0.45904602796538696,-0.20373137786841028,-0.04483170141002549,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
358,0,bge,1,1,D,0.7539400668542506,0.11596921728994544,-0.010299035031815383,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
360,0,bge,1,5,D,0.1840415439045691,0.026898376087769973,0.018310116031416485,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
362,1,bge,1,1,D,0.6858539488691467,-0.01448516197859994,-0.02354125804745304,0.000378999501349503,0.08721248007211738,-0.04461648285512175,34,True,outer_test,100.0
363,0,bge,1,1,D,-0.43778814828740253,0.20566719572173703,-0.002622971334231983,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
364,0,bge,1,1,D,0.34536864371344955,0.09490587649441484,0.16682992631428745,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
366,0,bge,1,2,D,-0.22213731300996653,-0.9254020797684481,-0.17963680034815577,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
367,1,bge,1,3,D,1.60198099288071,1.503208572597809,0.030494264180830625,8.706594035606954e-05,0.1439032518687135,0.011817033542706027,35,True,outer_test,100.0
368,0,bge,1,5,D,-0.04935672008221534,0.02823235068278297,-0.08279295006385085,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
369,0,bge,1,1,D,-0.15331843958340666,0.07886880207083206,-0.057675051137827345,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
370,0,bge,1,5,D,-0.37538473338848855,0.026593889440275034,-0.03370567818859598,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
371,0,bge,1,3,D,-0.11831117111978581,0.36409575959274515,0.015937745481069042,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
372,1,bge,1,1,D,0.2928935761789223,0.10524557486156315,0.1281839409616627,0.000378999501349503,0.08721248007211738,-0.04461648285512175,34,True,outer_test,100.0
374,0,bge,1,4,D,0.4318636926845811,0.2128309184142624,0.014030854584890968,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
375,0,bge,1,2,D,-0.287619768798161,-1.1014935590372874,0.0068726075026845045,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
376,1,bge,1,2,D,-0.2049182341092011,0.6988479733953723,0.20099680538226533,-0.002459370579989202,0.19965799923430375,0.0010183661197630933,34,True,outer_test,100.0
377,1,bge,1,4,D,0.22472600891045136,0.05695903749038712,0.02114201614957244,-0.0004912443026948588,0.06645844289844506,-0.05496821577894085,35,True,outer_test,100.0
379,0,bge,1,2,D,-0.503491176238404,-0.6056451664201574,-0.08654587741009186,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
380,1,bge,1,3,D,-0.5357669579861157,-0.13163193926605943,-0.01856845126041104,8.706594035606954e-05,0.1439032518687135,0.011817033542706027,35,True,outer_test,100.0
381,1,bge,1,2,D,-0.3754970975071359,-0.03297922786282974,-0.008828578501983361,-0.002459370579989202,0.19965799923430375,0.0010183661197630933,34,True,outer_test,100.0
382,0,bge,1,2,D,-0.5320765860279238,-1.323137267481937,0.04930833867666771,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
383,0,bge,1,3,D,0.30041116800887,-0.2343436319946182,0.0325273473670682,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
385,0,bge,1,5,D,-0.7824904163568749,0.022828815135775143,-0.023917070998124772,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
386,1,bge,1,2,D,-1.1073981742734917,-1.3920277637520013,-0.12965913677479898,-0.002459370579989202,0.19965799923430375,0.0010183661197630933,34,True,outer_test,100.0
388,1,bge,1,5,D,-0.02329654431514764,-0.0002179057132271641,-0.021340015791115118,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
389,1,bge,1,4,D,-0.18870371359826643,0.054019216371862015,-0.15832555934288345,-0.0004912443026948588,0.06645844289844506,-0.05496821577894085,35,True,outer_test,100.0
390,0,bge,1,2,D,0.47612358431895685,-0.38945337082625553,-0.02061172747504956,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
391,0,bge,1,1,D,-0.4906696574050152,-0.0023491354010517496,0.05154368074695344,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
392,0,bge,1,2,D,-0.49673294273553537,-0.6915572477308822,0.0488331621473183,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
393,0,bge,1,3,D,-0.06412117379009005,-1.6651146560963,-0.06114610718372362,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
395,0,bge,1,3,D,0.014525997203659907,-0.5143511965329599,0.0005540247394851476,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
397,0,bge,1,3,D,-0.29115639126153703,-0.11539962793413254,0.019530870178727577,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
400,0,bge,1,1,D,-0.37715952540786346,0.2539489792081949,0.002609268030054177,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
401,0,bge,1,2,D,-0.3780580581391806,-0.29618606059779945,-0.001148754618222982,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
402,1,bge,1,1,D,-0.20407422118141608,0.1183290389690468,0.022950492872371775,0.000378999501349503,0.08721248007211738,-0.04461648285512175,34,True,outer_test,100.0
403,0,bge,1,1,D,-0.8013960823323192,-0.07140118630300954,-0.0883228516880985,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
404,0,bge,1,1,D,0.28880896879447615,0.021450259341293493,0.048993652988796016,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
406,0,bge,1,5,D,-0.2695322916742544,0.024753124110178625,-0.03937403663344443,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
409,1,bge,1,5,D,-0.1207679218976512,0.00023674874006554653,0.12193507652834455,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
412,1,bge,1,2,D,-1.1398177573578396,-1.657562167223783,-0.05106223230882339,-0.002459370579989202,0.19965799923430375,0.0010183661197630933,34,True,outer_test,100.0
413,1,bge,1,1,D,-0.3947420726298452,0.09441805143203345,0.032203174701766056,0.000378999501349503,0.08721248007211738,-0.04461648285512175,34,True,outer_test,100.0
414,1,bge,1,4,D,0.7104445284550668,0.05748460746365766,-0.021091400162649186,-0.0004912443026948588,0.06645844289844506,-0.05496821577894085,35,True,outer_test,100.0
415,0,bge,1,4,D,-0.5983348389528782,0.21137251349886974,-0.03136170792245119,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
416,0,bge,1,1,D,-0.8141243069996951,0.030670383904302878,-0.09762227881984799,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
417,0,bge,1,5,D,-0.06436848828464045,0.029124547361096532,-0.030544897072589526,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
418,1,bge,1,5,D,-0.04768214526289242,0.0026273386569781593,-0.020171980243079132,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
419,0,bge,1,4,D,-0.4407213718250919,0.21367248873697076,-0.0287177496494762,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
420,0,bge,1,1,D,-0.5117066642414946,0.12559816636536722,0.05120278228833277,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
422,1,bge,1,2,D,-1.3386537590022431,-0.34353495082355706,0.029623244756029756,-0.002459370579989202,0.19965799923430375,0.0010183661197630933,34,True,outer_test,100.0
423,0,bge,1,1,D,0.5028051230328723,0.026930661993502927,0.06850653164842131,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
425,0,bge,1,3,D,0.05518970001076742,-0.00043957981649310127,0.04085020162547265,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
426,1,bge,1,1,D,-0.32493681727468704,0.22960245737117319,0.02908942758481183,0.000378999501349503,0.08721248007211738,-0.04461648285512175,34,True,outer_test,100.0
427,0,bge,1,2,D,-0.49555498537708254,-0.11064230719090873,0.021804876525804352,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
428,0,bge,1,5,D,-0.24091496144522592,0.023335659034664346,0.005909106367495467,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
429,0,bge,1,5,D,-0.5970904137934976,0.026535966369757347,-0.026174805417763666,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
430,0,bge,1,3,D,0.11898364364425654,-0.3389878018835594,-0.006033055486646411,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
433,1,bge,1,1,D,-0.8789191402108013,-0.06293684967742495,-0.021151122066853285,0.000378999501349503,0.08721248007211738,-0.04461648285512175,34,True,outer_test,100.0
434,0,bge,1,5,D,-0.7128372811262385,0.02907108746930762,0.02124179469632086,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
436,0,bge,1,3,D,-0.6375712103825663,-0.420898249602343,-0.040501478822503115,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
437,0,bge,1,5,D,-0.37205789749589435,0.023801950469800694,-0.031189097479659787,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
439,0,bge,1,3,D,-0.015594592826648851,-0.599897002041104,-0.08705178099295773,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
440,1,bge,1,2,D,0.29446578007091184,0.0521212866171739,0.12375037189281692,-0.002459370579989202,0.19965799923430375,0.0010183661197630933,34,True,outer_test,100.0
441,1,bge,1,5,D,-0.05813135311634302,0.0019874807997846437,0.029545736500262754,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
443,0,bge,1,2,D,0.02785772584363988,-0.8333733639763186,-0.09762101333856588,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
444,0,bge,1,5,D,-0.14009075338874785,0.02812640861799737,-0.07091307232883653,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
445,0,bge,1,4,D,0.28094363479177903,0.21300532459075336,0.05138963027489055,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
446,0,bge,1,3,D,0.378355310085544,-0.41201291549908714,-0.010121130751172696,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
447,0,bge,1,3,D,-0.4333629652762778,0.5434985552350347,0.04154553787227023,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
448,1,bge,1,4,D,0.5918496025647922,0.056942491158976274,0.06785387176531722,-0.0004912443026948588,0.06645844289844506,-0.05496821577894085,35,True,outer_test,100.0
449,0,bge,1,4,D,-0.4648583951865925,0.212410801889139,-0.018640885972558464,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
451,0,bge,1,1,D,-0.7358938089515661,0.18910827785200862,-0.08207699284149664,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
454,0,bge,1,1,D,-0.39768249279244805,-0.05461867993724545,0.016938106835274195,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
455,0,bge,1,4,D,-0.8191940792344199,0.21023864044841484,-0.07542597339000723,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
456,0,bge,1,5,D,-0.7811879306124224,0.026272573996913556,-0.006772827327392027,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
457,0,bge,1,2,D,-0.42188502249563653,-0.40987585623177347,-0.05798537132719258,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
458,0,bge,1,4,D,-0.8769680624670975,0.21149622854122044,-0.06954687368852815,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
459,1,bge,1,3,D,0.042019968436182886,0.4130791494007414,0.04548655944728961,8.706594035606954e-05,0.1439032518687135,0.011817033542706027,35,True,outer_test,100.0
463,0,bge,1,4,D,-0.0860637896271011,0.21292654187395335,0.043935445480133416,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
464,0,bge,1,4,D,-0.6838080162981233,0.21344950008353317,0.042234973827247065,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
468,0,bge,1,5,D,-0.7243303111520651,0.025849792282339138,-0.043375634114927265,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
471,0,bge,1,4,D,0.09339755024319446,0.2124278538184767,-0.00740620145275959,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
472,0,bge,1,4,D,0.11765064262518216,0.21140782082279347,0.05799247340743923,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
473,0,bge,1,1,D,-0.380842110096825,-0.10474519947269353,-0.06236508642109534,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
474,0,bge,1,3,D,-0.8533227002095797,-0.039343045882838365,-0.11835798968549324,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
475,0,bge,1,3,D,-0.637746553424403,-1.6599675122161512,-0.028401681752253737,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
476,0,bge,1,1,D,-0.9397844073010577,-0.08416870471981963,0.02610656283054188,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
477,0,bge,1,4,D,0.12454261482349688,0.21197607314347894,-0.1478450125107348,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
478,0,bge,1,4,D,0.31173347197398454,0.21418606440121782,0.06324246549319501,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
479,0,bge,1,2,D,-0.5420418699590548,-1.5740619761076415,-0.15361654249738763,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
482,0,bge,1,2,D,-0.8471094425460304,-0.15823432100272455,-0.09642341675936006,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
483,1,bge,1,4,D,-0.6049449255986517,0.056686440586371005,0.037151960135946585,-0.0004912443026948588,0.06645844289844506,-0.05496821577894085,35,True,outer_test,100.0
484,0,bge,1,1,D,-0.279825141890818,0.22849247711785584,-0.003155019761141012,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
485,0,bge,1,5,D,-0.4061641385154522,0.024994562255754558,-0.03226302526514676,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
486,0,bge,1,2,D,-0.6240827231809469,-0.961821584068441,0.04266643155181397,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
487,0,bge,1,1,D,-0.3966158365875234,0.1717375602057118,0.012419275632083717,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
488,0,bge,1,4,D,0.00425218352375184,0.21515835638108424,-0.016985881272951545,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
489,0,bge,1,3,D,-0.7386022632473838,-0.7357454463161647,-0.0075735445129917825,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
490,0,bge,1,1,D,-0.027925232423527874,-0.06160461336488099,-0.004541650460886325,0.000378999501349503,-0.218262426577948,-0.13926027432937388,79,True,outer_test,100.0
491,0,bge,1,3,D,-0.33369039019512114,0.06157895020594724,0.11315068067361382,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
492,0,bge,1,4,D,-0.08811689794907024,0.209997881303752,-0.024804915710391014,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,100.0
302,0,bge,1,5,P_within,-0.20596712847193574,0.025556562313845028,-0.0027275881719701664,0.0001060786089336459,-0.11524584104812766,-0.026272516461154295,80,True,outer_test,100.0
303,0,bge,1,2,P_within,1.1676693647677454,-0.12407418334561204,-0.0005422901527684916,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
304,0,bge,1,2,P_within,-0.20717132007355699,-0.8908536009357322,0.011264475400169975,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
305,0,bge,1,3,P_within,0.5714847786212763,0.698606491702559,0.049145568839435376,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
307,0,bge,1,3,P_within,-0.7166244158120253,-0.08715760135165766,-0.006033532484459302,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
310,0,bge,1,2,P_within,0.5404236672057499,-0.15680599075266455,-3.8290218349825485e-05,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
312,0,bge,1,2,P_within,0.4077312715476378,0.386220931129561,-0.008399745166824277,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
313,0,bge,1,3,P_within,1.0389291843915158,0.5764711677111083,0.040568799453657454,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
315,0,bge,1,3,P_within,0.12089950066575109,-0.5541871752243167,-0.03882998170601554,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
316,0,bge,1,2,P_within,0.3093830998034137,-0.22431449839891454,0.0010011966331792176,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
317,0,bge,1,3,P_within,0.23858178248557996,0.5981154561731021,0.04208873704903133,8.706594035606954e-05,-0.16999739592245292,-0.017424244253755956,79,True,outer_test,100.0
318,0,bge,1,4,P_within,-0.4022309631710966,0.2092444803911663,0.031228570338224713,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,10.0
319,1,bge,1,1,P_within,1.3133535828386083,-0.014802286410901255,-0.00032146140532560266,0.000378999501349503,0.08721248007211738,-0.04461648285512175,34,True,outer_test,100.0
320,1,bge,1,3,P_within,1.1106882214648814,1.4908470823634903,0.10477947246445811,8.706594035606954e-05,0.1439032518687135,0.011817033542706027,35,True,outer_test,100.0
321,1,bge,1,5,P_within,0.23346877895399173,0.003581879815218335,-0.0003013526085582618,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
322,0,bge,1,4,P_within,-0.07517533149504768,0.21225264739602548,0.0316847078020155,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,10.0
324,0,bge,1,2,P_within,1.168411077805454,-0.33632636114127606,0.0027259401150835833,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
325,1,bge,1,5,P_within,0.044599548504349516,0.002570288359439848,-0.00018966229558983687,0.0001060786089336459,0.008455607958935551,0.0002180021069177798,34,True,outer_test,100.0
326,0,bge,1,4,P_within,-0.09506800879516414,0.2068650730770946,0.030867773608584118,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,10.0
327,0,bge,1,4,P_within,0.570329335668557,0.21262728584827725,0.03174151536395358,-0.0004912443026948588,-0.2363359668711577,-0.21133506620335535,79,True,outer_test,10.0
328,0,bge,1,2,P_within,0.08839769099912642,-0.5487836304278728,0.0059973283539176605,-0.002459370579989202,-0.37407178210768555,-0.15990929597179582,79,True,outer_test,100.0
