representation,repeat,outer_fold,subset,n_participants,outer_train_target_scale_mean,outer_train_target_scale_sd,outer_train_participant_scale_mean,outer_train_participant_scale_sd,raw_r2,raw_mae,raw_rmse,raw_spearman_rho,raw_mse_improvement,raw_target_mse,raw_null_mse,outer_train_standardized_r2,outer_train_standardized_mae,outer_train_standardized_rmse,outer_train_standardized_spearman_rho,outer_train_standardized_mse_improvement,outer_train_standardized_target_mse,outer_train_standardized_null_mse,standardization_scope,interpretation_scope
bge,1,1,Q+R+D,29,-0.12634962280713186,0.3902085709334345,-0.11078338131942189,0.3920454585752093,0.5026805210105808,0.37583190909407566,0.44851060927011493,0.8142857142857142,0.5026805210105808,0.2011617666278497,0.40449203203667305,0.5026805210105806,0.96315646833444,1.1494125005947813,0.8142857142857142,0.5026805210105806,1.321149096523548,2.6565400157021712,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,1,R,29,-0.12634962280713186,0.3902085709334345,-0.11078338131942189,0.3920454585752093,0.46644184982199555,0.39496507790571245,0.4645643339465799,0.785221674876847,0.46644184982199555,0.2158200203752294,0.40449203203667305,0.4664418498219953,1.0121896527308452,1.190553894895942,0.785221674876847,0.4664418498219953,1.4174185766518979,2.6565400157021712,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,1,R+D,29,-0.12634962280713186,0.3902085709334345,-0.11078338131942189,0.3920454585752093,0.4904968705904239,0.38141159232554905,0.4539713164330137,0.8093596059113298,0.4904968705904239,0.20608995614392345,0.40449203203667305,0.4904968705904236,0.9774557012244973,1.163406829704047,0.8093596059113298,0.4904968705904236,1.3535154514020216,2.6565400157021712,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,1,null,29,-0.12634962280713186,0.3902085709334345,-0.11078338131942189,0.3920454585752093,0.0,0.5432469210009032,0.6359968805243255,,0.0,0.40449203203667305,0.40449203203667305,0.0,1.3921962803158816,1.629889571628143,,0.0,2.6565400157021712,2.6565400157021712,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,D,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.15915110875345795,0.5160226401116031,0.5941415236088151,0.3837438423645319,0.15915110875345795,0.35300415007620417,0.4198187733266585,0.15915110875345773,0.9956306579609082,1.1463557411833794,0.3837438423645319,0.15915110875345773,1.3141314853440949,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,P,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.17986601115510503,0.4981344240544919,0.5867773386561237,0.6192118226600983,0.17986601115510503,0.3443076451603632,0.4198187733266585,0.17986601115510514,0.9611165592794303,1.1321470461768803,0.6192118226600983,0.17986601115510514,1.2817569341670354,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,P+D,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.1617876070521289,0.5150928246697366,0.5932093210617803,0.39211822660098516,0.1617876070521289,0.3518972985945783,0.4198187733266585,0.1617876070521287,0.9938366421790278,1.1445571196441064,0.39211822660098516,0.1617876070521287,1.3100110001280136,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,P+Q,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.21786234479655475,0.5033019432018982,0.5730236216597876,0.6330049261083742,0.21786234479655475,0.3283560709800994,0.4198187733266585,0.21786234479655464,0.9710869367179957,1.1056101827952494,0.6330049261083742,0.21786234479655464,1.222373876300545,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,P+Q+D,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.30162076233845125,0.4634833695963581,0.5414727277267788,0.6339901477832511,0.30162076233845125,0.2931927148718783,0.4198187733266585,0.30162076233845125,0.8942597017164954,1.0447348745355527,0.6339901477832511,0.30162076233845125,1.091470958070817,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,P+Q+R,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.4840223407539108,0.36636300303914915,0.46542143049998647,0.7325123152709357,0.4840223407539108,0.21661710796865374,0.4198187733266585,0.4840223407539107,0.7068725466958449,0.8979990586800399,0.7325123152709357,0.4840223407539107,0.8064023093902377,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,P+Q+R+D,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.5018776708612587,0.35844415683069475,0.457297611174216,0.7157635467980294,0.5018776708612587,0.20912110518564445,0.4198187733266585,0.5018776708612585,0.691593670445164,0.8823247007124844,0.7157635467980294,0.5018776708612585,0.7784968774873751,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,P+R,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.4839177798435105,0.3675247044816205,0.46546858605258845,0.7182266009852215,0.4839177798435105,0.21666100460179594,0.4198187733266585,0.48391777984351025,0.7091139707761368,0.898090042118002,0.7182266009852215,0.48391777984351025,0.8065657237515147,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,P+R+D,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.5038085040190509,0.35670565015432326,0.4564104569111467,0.7137931034482757,0.5038085040190509,0.20831050517784166,0.4198187733266585,0.5038085040190505,0.6882393398179446,0.880612996779375,0.7137931034482757,0.5038085040190505,0.7754792500967514,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,Q,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.33966901920190995,0.45647808528729744,0.5265162317994038,0.6123152709359604,0.33966901920190995,0.27721934234824347,0.4198187733266585,0.3396690192019097,0.8807434811407379,1.0158773308476607,0.6123152709359604,0.3396690192019097,1.0320067513301674,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,Q+D,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.4028447773896675,0.4276092553562581,0.500696487946418,0.721182266009852,0.4028447773896675,0.2506969730418775,0.4198187733266585,0.4028447773896672,0.8250430333220414,0.966059887653365,0.721182266009852,0.4028447773896672,0.9332717065328322,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,Q+R,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.4895611852891142,0.36363876124774047,0.4629166199762519,0.7320197044334974,0.4895611852891142,0.2142917970502376,0.4198187733266585,0.4895611852891142,0.7016163070730284,0.8931661967938367,0.7320197044334974,0.4895611852891142,0.7977458550951666,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,Q+R+D,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.5138562409083324,0.35130509055007003,0.45176573199200765,0.7118226600985219,0.5138562409083324,0.2040922766022745,0.4198187733266585,0.5138562409083323,0.6778193266360094,0.8716513153184806,0.7118226600985219,0.5138562409083323,0.7597760154964374,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,R,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.4912454628024021,0.3639820826039759,0.4621522538413801,0.7295566502463052,0.4912454628024021,0.2135847057306674,0.4198187733266585,0.4912454628024019,0.7022787223262174,0.8916914042195792,0.7295566502463052,0.4912454628024019,0.7951135603590849,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,R+D,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.5171206148003848,0.34891918515830866,0.45024641160061835,0.7177339901477832,0.5171206148003848,0.20272183115923345,0.4198187733266585,0.5171206148003847,0.6732158841310097,0.8687198897503987,0.7177339901477832,0.5171206148003847,0.7546742468479448,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,2,null,29,-0.20144512223487462,0.5182872142250404,-0.11148858348407013,0.3529072243854315,0.0,0.5754812962470492,0.6479342353407933,,0.0,0.4198187733266585,0.4198187733266585,0.0,1.1103520990914804,1.2501451271754893,,0.0,1.5628628390006203,1.5628628390006203,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,D,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.09766630979400703,0.45857650642587433,0.6059038561518902,0.3875205254515599,0.09766630979400703,0.3671194828997305,0.40685556450399313,0.09766630979400681,1.2540245013319768,1.6569062531964125,0.3875205254515599,0.09766630979400681,2.745338331881374,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,P,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.384579717416777,0.41041678718250163,0.5003870166956814,0.5396825396825397,0.384579717416777,0.2503871664776042,0.40685556450399313,0.3845797174167771,1.1223268084449978,1.3683596309272068,0.5396825396825397,0.3845797174167771,1.8724080795512419,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,P+D,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.21877844655270196,0.4321111586102692,0.5637768495872165,0.4811165845648605,0.21877844655270196,0.3178443361304869,0.40685556450399313,0.21877844655270162,1.1816522926994217,1.5417056320141034,0.4811165845648605,0.21877844655270162,2.3768562557840056,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,P+Q,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.47093714913602536,0.3787377133323801,0.46395276143844033,0.6026272577996716,0.47093714913602536,0.21525216484635432,0.40685556450399313,0.47093714913602536,1.0356971311046066,1.2687264222038355,0.6026272577996716,0.47093714913602536,1.609666734398145,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,P+Q+D,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.3179097045178797,0.40168066804733255,0.5267942978156402,0.5736179529282976,0.3179097045178797,0.2775122322110735,0.40685556450399313,0.3179097045178796,1.0984369944476735,1.4405730502235632,0.5736179529282976,0.3179097045178796,2.0752507130304205,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,P+Q+R,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.5128390141947237,0.3499483831471953,0.4452012554835481,0.6606458675424193,0.5128390141947237,0.19820415788412746,0.40685556450399313,0.5128390141947239,0.9569697542694092,1.2174485054880815,0.6606458675424193,0.5128390141947239,1.4821808635151632,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,P+Q+R+D,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.502187510925504,0.34597960064564154,0.4500419772193945,0.6655719759168035,0.502187510925504,0.202537781259542,0.40685556450399313,0.5021875109255038,0.9461167113688991,1.2306859556753886,0.6655719759168035,0.5021875109255038,1.5145879214966445,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,P+R,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.5253236385254463,0.34530723443389894,0.43945957607546915,0.6808976464148878,0.5253236385254463,0.19312471900443104,0.40685556450399313,0.5253236385254463,0.9442780569860906,1.201747294118484,0.6808976464148878,0.5253236385254463,1.444196558921098,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,P+R+D,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.5085230545428548,0.34306871744743855,0.4471690173577157,0.6737821565407772,0.5085230545428548,0.19996013008466504,0.40685556450399313,0.5085230545428548,0.9381566026413227,1.2228295522020216,0.6737821565407772,0.5085230545428548,1.495312113738597,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,Q,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.13805098225040413,0.42344144158524305,0.5921897957497868,0.4767378215654078,0.13805098225040413,0.3506887541901742,0.40685556450399313,0.13805098225040424,1.1579440620843517,1.6194037481269243,0.4767378215654078,0.13805098225040424,2.622468499447531,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,Q+D,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.1303856113421369,0.43047706917121664,0.5948171593003936,0.41543513957307066,0.1303856113421369,0.3538074529981898,0.40685556450399313,0.13038561134213678,1.1771837074901381,1.626588543292396,0.41543513957307066,0.13038561134213678,2.645790289170079,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,Q+R,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.37186699631147,0.39002987435728675,0.5055288397305199,0.6097427476737821,0.37186699631147,0.25555940779928565,0.40685556450399313,0.3718669963114698,1.0665767038689993,1.3824204735060297,0.6097427476737821,0.3718669963114698,1.9110863655686354,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,Q+R+D,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.3725816656313927,0.38250369283432784,0.5052411707389797,0.6163108921729611,0.3725816656313927,0.25526864060969484,0.40685556450399313,0.37258166563139283,1.0459955883975112,1.381633813137236,0.6163108921729611,0.37258166563139283,1.9089119936041392,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,R,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.3842074393553254,0.3863483625699805,0.5005383400684192,0.615216201423098,0.3842074393553254,0.2505386298784485,0.40685556450399313,0.38420743935532553,1.0565092322071672,1.3687734402139415,0.615216201423098,0.38420743935532553,1.8735407306351088,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,R+D,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.3837257939491736,0.37868439423456574,0.5007340511609523,0.6316365626710454,0.3837257939491736,0.25073458999205916,0.40685556450399313,0.3837257939491734,1.0355513245617256,1.3693086322741104,0.6316365626710454,0.3837257939491734,1.8750061304203947,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,3,null,28,-0.0736243900216562,0.36568384903069434,-0.008446658965368503,0.04973138099274549,0.0,0.48093168904579386,0.6378523061838007,,0.0,0.40685556450399313,0.40685556450399313,0.0,1.3151570415827307,1.7442725673407071,,0.0,3.0424867891773415,3.0424867891773415,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,D,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.10051422850752822,0.4138806965930155,0.5170251138903035,0.42835637461494064,0.10051422850752822,0.2673149683932812,0.2971864334771398,0.10051422850752811,1.002387621638833,1.252195568689864,0.42835637461494064,0.10051422850752811,1.5679937422465318,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,P,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,-0.0073731727176433726,0.43749479284126697,0.5471541285419559,0.35851122058018614,-0.0073731727176433726,0.2993776403805072,0.2971864334771398,-0.007373172717643817,1.05957916975955,1.3251657545129762,0.35851122058018614,-0.007373172717643817,1.7560642769339458,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,P+D,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.09099000938627277,0.4159113104861631,0.5197551703500235,0.42747673782156537,0.09099000938627277,0.2701454371055819,0.2971864334771398,0.09099000938627244,1.0073056143057408,1.2588075581450995,0.42747673782156537,0.09099000938627244,1.584596468443228,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,P+Q,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,-0.11892985444490911,0.4623996301008228,0.5766548124776015,-0.06075533661740558,-0.11892985444490911,0.33253077275357773,0.2971864334771398,-0.11892985444490956,1.1198967946050906,1.3966141710503852,-0.06075533661740558,-0.11892985444490956,1.9505311427787544,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,P+Q+D,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,-0.0018163713025711736,0.4409854397236944,0.5456429550415007,0.2019704433497537,-0.0018163713025711736,0.29772623438642115,0.2971864334771398,-0.0018163713025711736,1.0680332514677824,1.3215058070366277,0.2019704433497537,-0.0018163713025711736,1.7463775980315288,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,P+Q+R,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.23167445817410603,0.4026604832911937,0.47784508737103115,0.47290640394088673,0.23167445817410603,0.22833592752462842,0.2971864334771398,0.2316744581741057,0.9752131169603674,1.1573045193568268,0.47290640394088673,0.2316744581741057,1.3393537505237358,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,P+Q+R+D,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.21296839289998803,0.4031245924153476,0.4836270426142795,0.43021346469622335,0.21296839289998803,0.23389511634783414,0.2971864334771398,0.2129683928999877,0.9763371540197693,1.1713079759384248,0.43021346469622335,0.2129683928999877,1.3719623744969696,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,P+R,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.23391580595515793,0.40265969162538434,0.4771475970508452,0.4734537493158183,0.23391580595515793,0.2276698293713957,0.2971864334771398,0.2339158059551576,0.9752111996058875,1.1556152507610147,0.4734537493158183,0.2339158059551576,1.335446607791443,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,P+R+D,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.21361496891583198,0.40333516825411386,0.48342834290897096,0.4466338259441708,0.21361496891583198,0.23370296272771363,0.2971864334771398,0.21361496891583165,0.9768471527124675,1.1708267403392192,0.4466338259441708,0.21361496891583165,1.3708352558933614,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,Q,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,-0.11533357473333505,0.4633126461516232,0.5757273722972609,-0.11056376573617953,-0.11533357473333505,0.33146200721230884,0.2971864334771398,-0.11533357473333572,1.1221080501558172,1.394367981353121,-0.11056376573617953,-0.11533357473333572,1.944262067422777,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,Q+D,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.009312691435792941,0.4396729696529302,0.5426037485341061,0.2255062944718117,0.009312691435792941,0.2944188279232634,0.2971864334771398,0.00931269143579272,1.064854548610811,1.3141450796393501,0.2255062944718117,0.00931269143579272,1.726977290340314,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,Q+R,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.23412181915537567,0.4040724639873,0.47708343614421767,0.46852764094143406,0.23412181915537567,0.2276086050431738,0.2971864334771398,0.23412181915537567,0.9786328269961843,1.1554598579168303,0.46852764094143406,0.23412181915537567,1.3350874832571815,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,Q+R+D,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.2186119784507835,0.40415436164780527,0.48188994520115286,0.4537493158182813,0.2186119784507835,0.2322179192859701,0.2971864334771398,0.2186119784507835,0.9788311769115279,1.167100857899742,0.4537493158182813,0.2186119784507835,1.3621244125103138,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,R,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.23697004399256238,0.4035307291655879,0.47619549689394297,0.4772851669403394,0.23697004399256238,0.22676215126206925,0.2971864334771398,0.23697004399256205,0.9773207863913311,1.1533093364729232,0.4772851669403394,0.23697004399256205,1.3301224255956143,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,R+D,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.22023804879287068,0.4038795802186076,0.4813882770076794,0.44006568144499175,0.22023804879287068,0.23173467324042227,0.2971864334771398,0.22023804879287012,0.978165677153865,1.165885855626268,0.44006568144499175,0.22023804879287012,1.3592898283493948,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,4,null,28,-0.14337277088926217,0.4128948598909768,-0.16332769984498247,0.39853160117895026,0.0,0.43258052419827875,0.5451480839892403,,0.0,0.2971864334771398,0.2971864334771398,0.0,1.0476771842412858,1.3203072669230718,,0.0,1.7432112790898715,1.7432112790898715,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,5,D,28,-0.07835242643198599,0.24987076675738018,-0.018371835484711743,0.07528731456714795,0.07066226253792796,0.3638892964022908,0.4784509501597748,0.4953475643130815,0.07066226253792796,0.22891531170879129,0.24632090410310464,0.07066226253792796,1.4563100002635385,1.914793620593247,0.4953475643130815,0.07066226253792796,3.666434609464596,3.9452122319677456,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
bge,1,5,P,28,-0.07835242643198599,0.24987076675738018,-0.018371835484711743,0.07528731456714795,0.0005222076437355616,0.376363265052028,0.49617766318544626,-0.38314176245210724,0.0005222076437355616,0.24619227344417013,0.24632090410310464,0.0005222076437358947,1.5062316810252145,1.9857371457431248,-0.38314176245210724,0.0005222076437358947,3.9431520119840515,3.9452122319677456,outer_training_source_scores_only,recoverability_fold_scale_sensitivity
