seed_index,master_seed,participant_id,derived_seed,target_words,observed_words
5,20260708,422,2526210622,288,288
5,20260708,423,875124359,106,106
5,20260708,425,368704545,163,163
5,20260708,426,3164467029,251,251
5,20260708,427,1425960348,58,58
5,20260708,428,3674677973,106,106
5,20260708,429,582033080,120,120
5,20260708,430,2929657134,200,200
5,20260708,433,2585703434,95,95
5,20260708,434,342920395,275,275
5,20260708,436,3124445010,160,160
5,20260708,437,3743189730,129,129
5,20260708,439,1956169100,74,74
5,20260708,440,2533787952,365,365
5,20260708,441,3375643921,226,226
5,20260708,443,371370217,22,22
5,20260708,444,3082748224,268,268
5,20260708,445,3688690789,278,278
5,20260708,446,3830453018,163,163
5,20260708,447,1119906535,156,156
5,20260708,448,904440371,266,266
5,20260708,449,3176545368,97,97
5,20260708,451,3318627081,298,298
5,20260708,454,151367355,45,45
5,20260708,455,2609947914,146,146
5,20260708,456,1088594732,117,117
5,20260708,457,2441714497,166,166
5,20260708,458,3675494404,141,141
5,20260708,459,2361776128,383,383
5,20260708,463,1734889389,118,118
5,20260708,464,1127052848,112,112
5,20260708,468,3242018072,182,182
5,20260708,471,945770135,82,82
5,20260708,472,2005775018,119,119
5,20260708,473,4037179152,53,53
5,20260708,474,1216533604,162,162
5,20260708,475,1780337452,120,120
5,20260708,476,216984300,89,89
5,20260708,477,2778152551,327,327
5,20260708,478,888993013,208,208
5,20260708,479,2978689329,57,57
5,20260708,482,3813475157,158,158
5,20260708,483,3830447176,138,138
5,20260708,484,4217098095,241,241
5,20260708,485,188444946,121,121
5,20260708,486,2047064914,43,43
5,20260708,487,1361831253,132,132
5,20260708,488,1770716273,162,162
5,20260708,489,1842035274,46,46
5,20260708,490,3663544125,87,87
5,20260708,491,4114656849,110,110
5,20260708,492,2304199382,28,28
6,20260709,302,1120746463,78,78
6,20260709,303,3962226639,120,120
6,20260709,304,1660554900,28,28
6,20260709,305,4047707323,246,246
6,20260709,307,3099143462,174,174
6,20260709,310,2393344895,92,92
6,20260709,312,1540944180,64,64
6,20260709,313,3146640584,86,86
6,20260709,315,281594146,128,128
6,20260709,316,497076874,80,80
6,20260709,317,3680156340,63,63
6,20260709,318,3932786126,34,34
6,20260709,319,2759301745,119,119
6,20260709,320,2591210035,178,178
6,20260709,321,775769966,184,184
6,20260709,322,3028098973,152,152
6,20260709,324,1593895887,139,139
6,20260709,325,1762840654,432,432
6,20260709,326,4172647428,18,18
6,20260709,327,359314051,128,128
6,20260709,328,2566170785,91,91
6,20260709,330,3207627462,73,73
6,20260709,331,829822080,268,268
6,20260709,333,778220269,148,148
6,20260709,335,793977459,283,283
6,20260709,336,1767582048,183,183
6,20260709,338,3308910638,220,220
6,20260709,339,4111098890,276,276
6,20260709,340,1143573842,77,77
6,20260709,341,2399870123,154,154
6,20260709,343,3579100601,96,96
6,20260709,344,1066390332,227,227
6,20260709,345,573194953,488,488
6,20260709,346,948995958,477,477
6,20260709,347,2319661178,39,39
6,20260709,348,1710069892,109,109
6,20260709,350,4182089095,254,254
6,20260709,351,110318492,340,340
6,20260709,352,651044831,370,370
6,20260709,353,3339608429,224,224
6,20260709,355,1192814207,155,155
6,20260709,356,1933071388,360,360
6,20260709,357,3539095969,51,51
6,20260709,358,3635097277,59,59
6,20260709,360,2036318103,201,201
6,20260709,362,2405451913,172,172
6,20260709,363,1690822965,200,200
6,20260709,364,1095250898,237,237
6,20260709,366,3924223973,195,195
6,20260709,367,4282384454,415,415
6,20260709,368,1967969083,358,358
6,20260709,369,3271633326,187,187
6,20260709,370,694212852,180,180
6,20260709,371,3399143616,103,103
6,20260709,372,3418975774,246,246
6,20260709,374,1700662686,205,205
6,20260709,375,4103820706,96,96
6,20260709,376,3041946788,387,387
6,20260709,377,2282878101,216,216
6,20260709,379,132056306,197,197
6,20260709,380,2811832298,395,395
6,20260709,381,1879356014,417,417
6,20260709,382,2733486007,132,132
6,20260709,383,3924548115,110,110
6,20260709,385,367844531,0,0
6,20260709,386,3458620173,171,171
6,20260709,388,1519660309,76,76
6,20260709,389,2376630064,41,41
6,20260709,390,1716148761,246,246
6,20260709,391,1482603011,21,21
6,20260709,392,2622013217,135,135
6,20260709,393,911016235,117,117
6,20260709,395,2422225102,134,134
6,20260709,397,117976518,184,184
6,20260709,400,1524500014,123,123
6,20260709,401,1933962786,79,79
6,20260709,402,1354619975,219,219
6,20260709,403,1667676226,134,134
6,20260709,404,1869753684,209,209
6,20260709,406,2666095303,144,144
6,20260709,409,2695659180,171,171
6,20260709,412,1166455358,64,64
6,20260709,413,3302263376,242,242
6,20260709,414,459821868,183,183
6,20260709,415,3730124235,131,131
6,20260709,416,3167302892,106,106
6,20260709,417,699655048,186,186
6,20260709,418,1788528484,156,156
6,20260709,419,1654077604,174,174
6,20260709,420,4168845721,75,75
6,20260709,422,1824717909,288,288
6,20260709,423,4000097984,106,106
6,20260709,425,2456816424,163,163
6,20260709,426,1440323453,251,251
6,20260709,427,3029515190,58,58
6,20260709,428,3698746576,106,106
6,20260709,429,3645238212,120,120
6,20260709,430,2409965580,200,200
6,20260709,433,657268496,95,95
6,20260709,434,1269776699,275,275
6,20260709,436,1431828495,160,160
6,20260709,437,4114593110,129,129
6,20260709,439,697724464,74,74
6,20260709,440,2511069495,365,365
6,20260709,441,798902983,226,226
6,20260709,443,3209502551,22,22
6,20260709,444,814994051,268,268
6,20260709,445,2602593176,278,278
6,20260709,446,276499008,163,163
6,20260709,447,3554468471,156,156
6,20260709,448,2036702058,266,266
6,20260709,449,2334165447,97,97
6,20260709,451,1596216657,298,298
6,20260709,454,2201236998,45,45
6,20260709,455,3559783200,146,146
6,20260709,456,2141907598,117,117
6,20260709,457,3330897210,166,166
6,20260709,458,115439310,141,141
6,20260709,459,447899145,383,383
6,20260709,463,1663934757,118,118
6,20260709,464,1957267050,112,112
