blind_id,line_number,participant_text_line
V001,201,um
V001,202,like that's trying to make me single out
V001,203,the you know one moment that i today reflect upon and think about like it's some past glory that i'm not capable of fulfilling today so i think the proudest moment of my life is right now chiling hanging with you
V001,204,yeah thank you
V001,205,mm
V001,206,it's interesting um  my immediate family is uh
V001,207,mother father younger sister older brother older brother is in south asia
V001,208,just kind of backpacking around uh younger sis she's really chill she kind of does music too and we just hang out
V001,209,we're really cool mom mama i'm really chill with love her to death
V001,210,uh she gets me and dad
V001,211,uh he
V001,212,he doesn't get me but
V001,213,i love the art that he makes he he does crazy painting and i kind of get him through that but uh
V001,214,uh yeah there needs to be more communication which is being worked upon
V001,215,hm
V001,216,cool yeah thanks for wondering about my thoughts
V001,217,goodbye
V001,218,so i guess i
V001,219,push this guy
V001,220,oh so i could still talk to you
V001,221,<laughter>
V001,222,or i could push this button
V001,223,but this is kind of fun <laughter>
V001,224,and you can laught you should laugh one more time <laughter> can you do other things than laugh
V002,1,<synch>
V002,2,yes
V002,3,i'm doing well
V002,4,thank you
V002,5,san luis obispo
V002,6,yes
V002,7,four years ago
V002,8,about once a month
V002,9,small quiet
V002,10,fresh air
V002,11,less people
V002,12,it's nice
V002,13,i went to school in los angeles
V002,14,<laughter>
V002,15,i studied music industry
V002,16,yes i work in the music industry
V002,17,it is a passion of mine and i
V002,18,got into school and went with it
V002,19,how hard is what
V002,20,<laughter>
V002,21,i don't really have a dream job i don't know if that exists
V002,22,actually it's probably changing all the time
V002,23,<laughter>
V002,24,depends on the situation
V002,25,sometimes i'm shy and sometimes i'm outgoing
V002,26,well i can't see your shoes but i like to travel yes
V002,27,meeting new people seeing new things
V002,28,exploring the landscape
V002,29,uh i went to alaska
V002,30,on a fishing trip
V002,31,on that trip
V002,32,um catching an octopus
V002,33,i was deep sea fishing and for halibut
V002,34,and rather than catching a halibut
V002,35,i lured in a octopus
V002,36,very <laughter>
V002,37,<laughter>
V002,38,i play golf i swim
V002,39,i read
V002,40,i'm pretty calm
V002,41,um probably couple days ago but it was
V002,42,and it was about
V002,43,a musical project that i was involved in
V002,44,i felt heated
V002,45,<laughter>
V002,46,i'm not quite sure
V002,47,i'm not quite sure
V002,48,i'd have to think about that for a while
V002,49,i'm not really sure
V002,50,um
V002,51,i had a bad performance one time
V002,52,and i wish people who i knew didn't see it
V002,53,because we weren't well rehearsed and
V002,54,i was embarrassed afterwards
V002,55,i have a brother and parents who are divorced
V002,56,i'm pretty close i see them
V002,57,regularly
V002,58,talk openly about
V002,59,most subjects
V002,60,my brother
V002,61,what do you wanna know
V002,62,about my brother
V002,63,i'm not really sure
V002,64,most of the time it's pretty easy
V002,65,um
V002,66,i drink more coffee to compensate
V002,67,fine
V002,68,no
V002,69,what does p_t_s_d stand for
V002,70,no i haven't
V002,71,um i'm happy all the time
V002,72,<laughter>
V002,73,um ambitious a go-getter
V002,74,feisty
V002,75,i'm not quite sure
V002,76,i can't recall right now
V002,77,uh i went to a concert
V002,78,saw live music
V002,79,drank good beer
V002,80,yeah
V002,81,<laughter>
V002,82,i'm a good listener
V002,83,i'm passionate
V002,84,and
V002,85,i'm alert
V002,86,ever
V002,87,in regards to what
V002,88,no i don't i don't i normally don't regret things
V002,89,because there's too much else to live for to think about the past
V002,90,do you
V002,91,<laughter>
V002,92,okay
V002,93,<deep breath>
V002,94,what was that question
V002,95,to read more and watch t_v
V002,96,watch the computer screen less
V002,97,because that makes you
V002,98,have attention deficit disorder
V002,99,and you focus less on things that are in front of you in real life
V002,100,i know
V002,101,<laughter>
V002,102,i exercise i sleep in late
V002,103,i
V002,104,go
V002,105,golfing from time to time
V002,106,i go to concerts i go to bars hang out with friends at the beach it depends
V002,107,what am i most proud of
V002,108,um
V002,109,i'm healthy and i understand
V002,110,the world around me and i'm
V002,111,passionate about
V002,112,things that i'm doing and i have goals that i've set that i'm working towards
V002,113,yeah
V002,114,<laughter>
V002,115,what was your name
V002,116,that's right
V002,117,goodbye
V003,1,yes
V003,2,i'm okay
V003,3,uh born downtown los angeles
V003,4,i love l_a i love the traffic on the four o five i love the beach i live near the beach i love there's so much to do here i just love <lo> and i love the weather
V003,5,i love it here
V003,6,nothing
V003,7,a little bit
V003,8,uh i guess visiting family and destinations
V003,9,uh i last flew to cedar rapids to visit a friend
V003,10,and was there for a couple weeks and i'm flying back
V003,11,february eleventh to see him again he's an old friend
V003,12,and uh
V003,13,no
V003,14,i'm pretty outgoing i talk to people i enjoy talking to people i talk to people at the airport
V003,15,um i garden a little bit i read a little bit i watch t_v i'm a basketball fan i go to the beach when the weather is nice go to the pool
V003,16,uh annoying people rude people people that drive
V003,17,that just have no consideration for others
V003,18,i swear a lot
V003,19,<laughter>
V003,20,oh i'm alright i get mad once in awhile
V003,21,oh it was probably my daughter she's twenty one almost twenty two uh she's probably she is lives at college but comes home on the weekends and she was probably her room was probably a mess it's the same fight we've been having for years
V003,22,yeah
V003,23,yeah it does
V003,24,it's better now that we don't live together all the time though
V003,25,uh no
V003,26,i guess making the right decisions like start started out when she was little about education the right school to go to the right activities to do um
V003,27,setting a good example
V003,28,being a good role model
V003,29,oh
V003,30,everything my kids are the greatest joy of my life i love them so much
V003,31,and you just get so
V003,32,um enriched and fulfilled by them and when the kids are little you see things through their eyes which is exciting you wanna share everything with them
V003,33,i have an older son
V003,34,who's a financial analyst and then i have a daughter in college she's a liberal studies major she's gonna be a teacher
V003,35,uh business
V003,36,uh yes
V003,37,i'm an office manager
V003,38,<laughter>
V003,39,um
V003,40,my dream job wow that's hard um
V003,41,i don't know i like my job
V003,42,it's good i like the people i enjoy it
V003,43,it's fun
V003,44,uh my son told me they're called the teacup generation because they're fragile <laughter>
V003,45,and i think they're
V003,46,pains in the asses most of 'em
V003,47,yeah
V003,48,not for a while
V003,49,maybe a month ago
V003,50,mm
V003,51,i have a new boyfriend and things were going
V003,52,really great and now they're just going <laughter> it's it was it was great and now it's just okay
V003,53,i guess the newness wore off
V003,54,it's hard it's hard
V003,55,and i don't really
V003,56,i'm sorry
V003,57,how do i know them
V003,58,i don't know what you mean by them
V003,59,mm k
V003,60,no
V003,61,no
V003,62,yes
V003,63,oh i don't know a year or so
V003,64,i just didn't feel well i just couldn't i just didn't feel right i couldn't pull myself out of it
V003,65,yeah
V003,66,oh just sad and just lack of energy and didn't really wasn't really motivated didn't really wasn't really my happy self
V003,67,therapy yes
V003,68,i do
V003,69,well not that many changes <cha> i still don't feel that great but i just it's good to talk to someone and tell them how you feel
V003,70,even if it's just to get something off your chest
V003,71,tired sad depressed blue
V003,72,no i'm just not happy i don't feel good and i'm not happy
V003,73,i stay <st> don't just stay stay to myself don't go out with friends as much as i used to
V003,74,it's very hard
V003,75,terrible i don't sleep
V003,76,thank you
V003,77,oh crazy distracted
V003,78,just
V003,79,it's hard for me to cope with things easy you know mundane things are just difficult
V003,80,well being around my kids is fun
V003,81,uh
V003,82,oh we went out to my son <so> my son and daughter-in-law and my daughter and i went out to have hawaiian food got together it's always fun to get together we got together at my house on christmas i enjoyed just getting together with them
V003,83,no
V003,84,uh take better care of my health i guess
V003,85,uh
V003,86,i don't know i don't know
V003,87,mm well my daughter's pretty positive and upbeat and
V003,88,uh my my parents they're both gone but they were pretty positive
V003,89,um
V003,90,i suppose going on a trip to canada with my daughter was very memorable
V003,91,uh we flew to detroit where i have my best friend lives there and then we stayed with her then we went from we drove from detroit to through canada niagara falls
V003,92,and we went to buffalo where she's from
V003,93,and we she has three girls and my daughter was i think i don't know third fourth grade something like that it was just fun for all of us to get together and do things
V003,94,yep
V003,95,<laughter> exactly like her we're outgoing we're outspoken we tell it like it is
V003,96,we um
V003,97,we're high energy people
V003,98,we have a lot of anxiety
V003,99,we like to do a lot of the same things
V003,100,oh i don't know about three or four weeks ago
V003,101,well i i say that my feeling is attributed to weather i don't like cold weather and i'm not comfortable at all in it
V003,102,and whenever the weather changes i sorta get down
V003,103,well i'm funny
V003,104,i'm hardworking
V003,105,i'm uh i care about everyone i
V003,106,i'm a very kind compassionate person i have sympathy for for everyone
V003,107,and i'll reach out to someone that i see in a store or anywhere that needs my help
V003,108,i suppose raising my kids
V003,109,and the good people they've turned out to be
V003,110,sure
V003,111,bye
V004,1,<synch>
V004,2,<laughter>
V004,3,yes
V004,4,i'm doing good
V004,5,i'm originally from southern california
V004,6,i like the um downtown theater district i like the beaches i i like the variety of stuff that you can do in one day
V004,7,<clears throat>
V004,8,hmm
V004,9,well sometimes i don't like the traffic
V004,10,i don't think there's really too much i don't like about l_a i really do like l_a though
V004,11,<laughter>
V004,12,no i i haven't really traveled in about um five years
V004,13,oh i just haven't been able to travel um
V004,14,i just haven't traveled <laughter>
V004,15,<deep breath> um i like going to new places and seeing things i haven't seen before and if i can like visiting um
V004,16,places like landmarks
V004,17,well the last one i did was san francisco that wasn't so far but i got to stay in downtown san francisco and i got to go shopping
V004,18,and i got to get on a um the street car so that was cool
V004,19,xxx
V004,20,well i still study i'm studying psychology
V004,21,mhm
V004,22,hmm
V004,23,well <sigh>
V004,24,i decided to go back to school um just pretty quickly so i went to junior college
V004,25,and then when it got close to graduate i knew i wanna transfer so
V004,26,i'd taken a a couple psychology courses and i decided i liked it so i just decided to make that my major
V004,27,and it
V004,28,i thought it didn't have a lot of math but it had
V004,29,enough math <laughter> so
V004,30,<deep breath> mm <sigh> well now that i'm almost done
V004,31,i don't know if i'm gonna continue in that area
V004,32,well what i wanted initially was to um <sigh> get into sports psychology but i'm not
V004,33,quite sure that's what i want either
V004,34,well
V004,35,i could be shy initially but um once you get to know me i'm outgoing
V004,36,<laughter>
V004,37,<laughter>
V004,38,<sigh> i think i either go to sleep eat something really really good or watch something on netflix
V004,39,well just a good movie i like foreign movies a lot um so a lotta
V004,40,right now i'm into um martial arts movie with subtitles so
V004,41,i think i'm pretty good
V004,42,hmm
V004,43,you know i know
V004,44,they're not really long arguments i don't know if they're real arguments i know i argued with my boyfriend um <laughter> 'cause he hung up in my face but i don't know why and it got solved pretty quickly so i don't know if it was really that important
V004,45,wait i walked out without say oh okay
V004,46,hmm
V004,47,i can't think of one right now
V004,48,<sigh>
V004,49,i think
V004,50,the hardest decision i probably had to make
V004,51,was moving
V004,52,from well back to california from oregon
V004,53,well i was really young so i was um
V004,54,nineteen twenty-ish and i was really by myself so that was pretty hard 'cause obviously i had to support myself
V004,55,because it was really really boring in oregon so um i really like the activity here in l_a
V004,56,you know i don't really feel guilty about many things
V004,57,well i don't talk to them that much um my dad my stepmom live in oregon so i probably talk to 'em on the phone at least once or twice a month
V004,58,and then when they come out here i wanna say at least once a year sometimes it can be twice you know occasionally more but not too often then i see them
V004,59,um
V004,60,that's about it but i'm pretty much the only one out here my brother is also up there as well
V004,61,yeah
V004,62,hmm
V004,63,well i've had lots of positive influences i think um
V004,64,just regular people i come across you know maybe someone i've worked with maybe
V004,65,um like oh actually my uncle he's a really good positive influence he um he knows quite a bit has lots of good advice
V004,66,mm about <bout> life
V004,67,hmm
V004,68,you know i don't really think i've had anything that bad happen to me where i just don't uh
V004,69,where it bothers me so much i have to not think about it
V004,70,pretty <pret>
V004,71,well i can't say pretty easy 'cause i work odd schedule and then i go to school but um
V004,72,yeah if i wanna go to sleep i sleep really well though as long as i have enough you know hours
V004,73,really really happy and good
V004,74,<laughter>
V004,75,nope
V004,76,no
V004,77,<deep breath>
V004,78,i'm always happy uh <laughter> gosh yesterday
V004,79,um i'm just happy any time i talk to my boyfriend or if i go out and do something i'm just happy um i got off work i'm happy 'cause i'm done for the day i'm just really happy
V004,80,um i'm on spring break i'm really happy right now so
V004,81,<deep breath> hmm <sigh>
V004,82,oh i haven't done like any really extremely fun activities unless you consider going out to eat
V004,83,but the last activity
V004,84,that i had a lot of fun doing was ice skating um in december downtown <dow> in downtown l_a
V004,85,no i don't really have too many regrets i mean whatever happens happens and you know it was meant to play out that way
V004,86,hmm
V004,87,well um
V004,88,i guess i would say don't worry too much about the small things um
V004,89,even though they seem really big it really they really are insignificant and uh
V004,90,you won't think about it six months from now
V004,91,i think my
V004,92,best qualities are i'm a happy person i'm a fun person i'm pretty easy to get along with i think most people like me
V004,93,and i'm just a cool person
V004,94,hmm well i wish i could study more i wish i would study more
V004,95,i wish that uh <sigh> i would exercise more
V004,96,and i wish that uh that's
V004,97,yeah i think that's it right there
V004,98,hmm
V004,99,<sigh>
V004,100,i don't think i wanna talk about that
V004,101,hmm
V004,102,i don't know i guess uh just taking care of myself supporting myself not having to go back home i guess that's about the best accomplishment there is
V004,103,thank you
V004,104,bye
V005,1,<synch>
V005,2,yes
V005,3,i'm wonderful how are you
V005,4,california
V005,5,mhm yes
V005,6,the weather is one of 'em
V005,7,uh the food
V005,8,um
V005,9,and the way uh everything is centrally located
V005,10,mhm
V005,11,the traffic
V005,12,the smog
V005,13,and um
V005,14,it's just gotten really really overcrowded
V005,15,um i wouldn't say a lot but i do try to um
V005,16,travel um
V005,17,at least
V005,18,once once or twice every two years
V005,19,um
V005,20,just exploring different things and being able to um
V005,21,have different experiences um
V005,22,things of that nature and you know
V005,23,learning new things and um
V005,24,just different cultures uh i like to um learn about different cultures and when you travel
V005,25,um you get a sense of
V005,26,um
V005,27,you know feedback from different cultures and different areas so i like that
V005,28,um well i just came from miami uh last year i went to miami for a week and a half
V005,29,and it was really nice the weather was great it was my first time going
V005,30,um and um the weather was wonderful the people are really nice
V005,31,and um it was really a great experience i went out there for um
V005,32,a particular event um they have um something every year um where everyone comes out from all over
V005,33,and uh you just kinda party and hang out and meet new people it was really fun
V005,34,um
V005,35,well from that trip i would say um
V005,36,swimming in the beautiful
V005,37,beautiful
V005,38,beautiful
V005,39,um miami beach waters was wonderful
V005,40,yeah it was
V005,41,um child development
V005,42,mhm
V005,43,well um
V005,44,i've always been interested in children um since i was younger
V005,45,um i babysat a lot so i had a lot of um experience with kids at a young age
V005,46,and as i grew older um i realized that it was something that i liked to do
V005,47,um so
V005,48,uh that's when i um looked into child development courses
V005,49,and i thought that it was something um like that i would enjoy <en> enjoy doing so
V005,50,um i started taking classes and um the rest is history
V005,51,i am yes it's been um
V005,52,fifteen years in august
V005,53,yeah
V005,54,my dream job
V005,55,i would say um
V005,56,to become a principal
V005,57,well it's something that um i've thought about doing for a while now and um
V005,58,i've actually just began the steps to try to get that going
V005,59,so um i'm gonna be back in school and i'm gonna be taking courses
V005,60,um so that i can make that happen
V005,61,because it is a dream of mine yeah thank you
V005,62,um it's gonna be pretty difficult um there is uh several years of schooling that i have ahead of me
V005,63,and um you know it's definitely gonna be a challenge but it's something that i'm up for because it is a dream job of mine
V005,64,so it's something that i'm willing to
V005,65,i'm willing to do
V005,66,um
V005,67,a little bit of both i think a little bit of both i can be shy at times um
V005,68,and and outgoing as well um
V005,69,but i think a little bit of both i would say
V005,70,<laughter>
V005,71,uh i meditate
V005,72,i i'm i'm a big big meditator so i love meditating
V005,73,i love just um reading and just having nice quiet peaceful time
V005,74,oh wow i'm very very good at that
V005,75,very good at controlling my temper i um
V005,76,again um
V005,77,a series of
V005,78,meditation that i do um
V005,79,it involves deep breathing and um
V005,80,just really centering yourself
V005,81,to where you can feel your heart beat and you can
V005,82,um really feel everything in your body
V005,83,and it really really allows you to de-stress and to control anxiety and anger
V005,84,and things of that nature yeah that helps me a lot
V005,85,oh wow
V005,86,it was just recently um actually unfortunately
V005,87,it was last week and it was with my husband
V005,88,and um
V005,89,it was about um
V005,90,just the way he responds sometimes to me
V005,91,uh it can be a little aggressive
V005,92,um and we're just trying to work with that because i don't respond well to aggression
V005,93,i totally tune out and um that's actually what happened so
V005,94,yeah that was it
V005,95,i felt
V005,96,very frustrated
V005,97,um and i actually felt angered too um
V005,98,but more frustrated and i felt saddened too because i don't like arguing so
V005,99,it was a little bit of all those emotions at one time
V005,100,uh <sigh>
V005,101,a situation which i wish i would've handled differently
V005,102,honestly i haven't had a situation like that in
V005,103,in years i've pretty much kind of
V005,104,um
V005,105,you know kind of mastered
V005,106,my responses um
V005,107,to certain um
V005,108,stimuli
V005,109,i've kinda got that down
V005,110,the hardest decision i've ever had to make
V005,111,well it was when i was sixteen years old and i became a teenage
V005,112,um mother
V005,113,i was pregnant at sixteen and
V005,114,um i had um
V005,115,a lot of pressure from family to um
V005,116,give my child up for adoption or to
V005,117,um abort
V005,118,and i chose life so that was
V005,119,that was one of the hardest decisions if not the hardest decisions to make as a sixteen year old
V005,120,teenage um teenager just whether i wanted to continue to be a kid and a teenager
V005,121,or whether i wanted to embark on raising a life um when i was just a child myself so
V005,122,that i think was the hardest decision
V005,123,i had to make
V005,124,um
V005,125,well i mean um my son is almost nineteen now so it's nineteen years later
V005,126,and um i actually um am so glad it was one of the best things that i ever did by
V005,127,not choosing to abort him and choosing <choo> being pro-life
V005,128,pro-choice pro-life and um
V005,129,eh i i have not regretted the decision um that's my only child and
V005,130,i love him he is just a blessing he's just a blessing and i feel very special to be his mom
V005,131,i do yeah
V005,132,um no it's it's not easy uh it definitely um has it's difficulties
V005,133,um just as anything
V005,134,um
V005,135,but at the end of the day it is really rewarding
V005,136,um
V005,137,and you just get to see the life that you brought into the world and that you've raised
V005,138,become a productive citizen and go out into society and
V005,139,just start making their way and it's really rewarding it really is
V005,140,oh wow
V005,141,so many ways um
V005,142,the first way <wa> uh the first way is i actually listen to my son and i um
V005,143,accept his feedback even if i don't like it
V005,144,and i um allow him to express his self
V005,145,fortunately unfortunately when i was little um
V005,146,there was not a lot of um conversation from parent to child
V005,147,um it was more like we were just told you know what to do and we did it
V005,148,um and with my son i give him options i allow him to express his self
V005,149,i allow him to give me feedback um negative or positive because i feel that it's really important for a child to develop their voice at a young age
V005,150,and um as parents you have to be supportive and that and kind of um
V005,151,make sure that you nurture that um because that's
V005,152,kind of um
V005,153,the way that they develop you know and it's really really important so
V005,154,i'm different in um in a lot of ways in that rite
V005,155,thank you
V005,156,um <sigh>
V005,157,well
V005,158,it depends um sometimes it it really depends it depends on the time that i go to sleep it depends on the time that i woke up
V005,159,so it's a lot of factors um i can't just give you one answer um i would say that
V005,160,it varies sometimes i can go to sleep um and fall asleep right away
V005,161,and other times i can go to sleep and it might take awhile to actually fall asleep so
V005,162,it varies
V005,163,i've been feeling great lately i i really have been um
V005,164,i can't um say that like i said the last week didn't affect me um you know the argument with my husband but
V005,165,other than that i i've been feeling really good
V005,166,no i haven't
V005,167,no i have not
V005,168,you know what honestly i feel happy every day you know every day i wake up
V005,169,i'm happy because
V005,170,that is a chance for me to
V005,171,take advantage carpe diem seize the day
V005,172,so um i feel blessed every morning i wake up it's a blessing you know because
V005,173,i realize that some people did not wake up
V005,174,some people are homeless some people
V005,175,are going through so many situations that are really disheartening
V005,176,and that's not me so
V005,177,i feel really really blessed
V005,178,every day
V005,179,thank you
V005,180,um as um
V005,181,nurturing patient loving
V005,182,friendly
V005,183,um
V005,184,kind of reserved
V005,185,um
V005,186,well i wish that i had um already completed college and had my master's degree
V005,187,and sometimes i wish i was a little bit more knowledgeable
V005,188,in certain subjects
V005,189,and um i can change if i can change anything i would change that those two things
V005,190,and also i would be um a little bit more outgoing and less of an introvert
V005,191,you know what no regrets no regrets um
V005,192,you live and learn um nothing is perfect
V005,193,um everything that i've gone through has made me the person that i am today
V005,194,so i wouldn't change anything because i'm happy with the person that i am today
V005,195,oh <sigh> man to stay in school to stay in school and to
V005,196,get your education and put that first and foremost before a relationship
V005,197,even before your career um i really really uh would would've told myself um
V005,198,to stay focused and to
V005,199,get a great education
